number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
158,36.12886283120439,2026-04-29 12:42:41.459916,2026-04-29 12:42:51.211996,0 days 00:00:09.752080,0.8569410187192438,0.003502156656484894,10,37,900,COMPLETE
159,35.79133202465048,2026-04-29 12:42:51.211996,2026-04-29 12:42:58.416257,0 days 00:00:07.204261,0.8519382849865722,0.004803555551911494,9,35,900,COMPLETE
160,36.13253740998412,2026-04-29 12:42:58.422712,2026-04-29 12:43:04.544886,0 days 00:00:06.122174,0.8307918101055544,0.006297722112054013,10,43,500,COMPLETE
161,35.78248407539304,2026-04-29 12:43:04.544886,2026-04-29 12:43:11.688899,0 days 00:00:07.144013,0.8704138565295537,0.005862790985051252,9,40,900,COMPLETE
162,35.955185041589154,2026-04-29 12:43:11.688899,2026-04-29 12:43:17.971857,0 days 00:00:06.282958,0.8817893566146503,0.00711364399067447,9,39,900,COMPLETE
163,35.845625570735976,2026-04-29 12:43:17.971857,2026-04-29 12:43:24.450122,0 days 00:00:06.478265,0.8649897410443549,0.006004243389650031,9,38,900,COMPLETE
164,35.77655050926286,2026-04-29 12:43:24.450122,2026-04-29 12:43:32.827370,0 days 00:00:08.377248,0.8895520559052447,0.005251378163022801,10,34,900,COMPLETE
165,35.76160541854428,2026-04-29 12:43:32.827370,2026-04-29 12:43:38.609384,0 days 00:00:05.782014,0.877974221775132,0.00651995603957976,9,42,900,COMPLETE
166,36.053906374321286,2026-04-29 12:43:38.609384,2026-04-29 12:43:48.249409,0 days 00:00:09.640025,0.8595561338994261,0.004093522313566942,10,32,900,COMPLETE
167,35.789503872727074,2026-04-29 12:43:48.249409,2026-04-29 12:43:53.318676,0 days 00:00:05.069267,0.8951360782555935,0.008321836488895671,9,40,800,COMPLETE
168,35.760915220605646,2026-04-29 12:43:53.318676,2026-04-29 12:44:02.445223,0 days 00:00:09.126547,0.8728900351181431,0.00467925226090843,10,36,1000,COMPLETE
169,35.771204711337965,2026-04-29 12:44:02.445223,2026-04-29 12:44:09.434958,0 days 00:00:06.989735,0.7962959341325131,0.005653734889387707,10,45,900,COMPLETE
170,35.93831603030596,2026-04-29 12:44:09.434958,2026-04-29 12:44:17.502121,0 days 00:00:08.067163,0.8836372969477303,0.007360230445854921,10,29,1000,COMPLETE
171,35.74066985942329,2026-04-29 12:44:17.517747,2026-04-29 12:44:26.523617,0 days 00:00:09.005870,0.87147148747723,0.004763836731428194,10,36,1000,COMPLETE
172,35.81484707305094,2026-04-29 12:44:26.523617,2026-04-29 12:44:35.000307,0 days 00:00:08.476690,0.8511282531398013,0.005188049977799491,10,37,1000,COMPLETE
173,35.82939869066171,2026-04-29 12:44:35.000307,2026-04-29 12:44:43.039545,0 days 00:00:08.039238,0.8999577756952946,0.00639404165398794,10,34,1000,COMPLETE
174,35.7799689185294,2026-04-29 12:44:43.039545,2026-04-29 12:44:51.752576,0 days 00:00:08.713031,0.8651270255545072,0.004555615617754435,10,41,1000,COMPLETE
175,35.81004352523688,2026-04-29 12:44:51.752576,2026-04-29 12:44:59.480165,0 days 00:00:07.727589,0.760724603321261,0.005864407893447536,10,38,1000,COMPLETE
176,37.06137580678425,2026-04-29 12:44:59.480165,2026-04-29 12:45:04.687003,0 days 00:00:05.206838,0.9192244085310237,0.024659338691101453,10,31,900,COMPLETE
177,35.87192634873129,2026-04-29 12:45:04.687003,2026-04-29 12:45:13.196215,0 days 00:00:08.509212,0.7320433220895992,0.003957702512196227,10,43,1000,COMPLETE
178,35.75517103494463,2026-04-29 12:45:13.196215,2026-04-29 12:45:21.581312,0 days 00:00:08.385097,0.886170817672525,0.005012105651978084,10,36,900,COMPLETE
179,35.69426507729891,2026-04-29 12:45:21.581312,2026-04-29 12:45:30.626379,0 days 00:00:09.045067,0.9037328145184874,0.005052957726179714,10,35,1000,COMPLETE
180,35.84271837793992,2026-04-29 12:45:30.626379,2026-04-29 12:45:40.351982,0 days 00:00:09.725603,0.9068290480717695,0.004390240862670007,10,33,1000,COMPLETE
181,35.756672717172066,2026-04-29 12:45:40.352493,2026-04-29 12:45:49.622148,0 days 00:00:09.269655,0.8891257776613829,0.004995557198054571,10,34,1000,COMPLETE
182,35.722229709188376,2026-04-29 12:45:49.622148,2026-04-29 12:45:58.471347,0 days 00:00:08.849199,0.9125422782509757,0.00504658783117139,10,36,1000,COMPLETE
183,35.733509752008516,2026-04-29 12:45:58.471347,2026-04-29 12:46:06.978418,0 days 00:00:08.507071,0.918878413540269,0.005492065651748475,10,36,1000,COMPLETE
184,36.08530282815277,2026-04-29 12:46:06.978418,2026-04-29 12:46:18.049668,0 days 00:00:11.071250,0.9138953133539495,0.003597498778777801,10,31,1000,COMPLETE
185,36.01416813949707,2026-04-29 12:46:18.049668,2026-04-29 12:46:24.163878,0 days 00:00:06.114210,0.9251782874102086,0.005500625275829566,10,87,1000,COMPLETE
186,35.84256131626838,2026-04-29 12:46:24.163878,2026-04-29 12:46:31.934058,0 days 00:00:07.770180,0.9010214976214739,0.006916937782131155,10,36,1000,COMPLETE
187,35.77085904142458,2026-04-29 12:46:31.934058,2026-04-29 12:46:41.277659,0 days 00:00:09.343601,0.9331118973908402,0.004645698110624014,10,38,1000,COMPLETE
188,35.71222654792876,2026-04-29 12:46:41.277659,2026-04-29 12:46:50.109900,0 days 00:00:08.832241,0.9143843128383451,0.0052354660746824185,10,35,1000,COMPLETE
189,36.6785696202673,2026-04-29 12:46:50.109900,2026-04-29 12:46:57.479462,0 days 00:00:07.369562,0.914185293853423,0.00413946071319239,10,33,600,COMPLETE
190,35.84731129254806,2026-04-29 12:46:57.479462,2026-04-29 12:47:05.471467,0 days 00:00:07.992005,0.9470644307647651,0.0074443341568545705,10,35,1000,COMPLETE
191,35.83216077002487,2026-04-29 12:47:05.487100,2026-04-29 12:47:14.159791,0 days 00:00:08.672691,0.9070554437247993,0.005307151561577479,10,37,1000,COMPLETE
192,35.733802029015656,2026-04-29 12:47:14.159791,2026-04-29 12:47:22.229299,0 days 00:00:08.069508,0.8958171687797319,0.006425034282736232,10,35,1000,COMPLETE
193,35.79868020551193,2026-04-29 12:47:22.229299,2026-04-29 12:47:30.579273,0 days 00:00:08.349974,0.9618929551622435,0.006428754475997051,10,35,1000,COMPLETE
194,35.893276606646296,2026-04-29 12:47:30.579273,2026-04-29 12:47:40.020163,0 days 00:00:09.440890,0.8977044532233299,0.005696410601399998,10,29,1000,COMPLETE
195,35.985477916015085,2026-04-29 12:47:40.020163,2026-04-29 12:47:48.229512,0 days 00:00:08.209349,0.9196282352160547,0.006748248044317883,10,32,1000,COMPLETE
196,36.05476553237286,2026-04-29 12:47:48.229512,2026-04-29 12:47:55.567693,0 days 00:00:07.338181,0.9411758631322901,0.009170974578710437,10,34,1000,COMPLETE
197,40.79286314271417,2026-04-29 12:47:55.567693,2026-04-29 12:48:00.778528,0 days 00:00:05.210835,0.911095795576215,0.12525349294384178,10,39,1000,COMPLETE
198,35.72601709501756,2026-04-29 12:48:00.778528,2026-04-29 12:48:09.901084,0 days 00:00:09.122556,0.8943942080403946,0.00481185620955993,10,36,1000,COMPLETE
199,35.95538406219015,2026-04-29 12:48:09.901084,2026-04-29 12:48:19.098242,0 days 00:00:09.197158,0.8993025595047907,0.0046170003219596625,10,32,900,COMPLETE
200,38.75896084145953,2026-04-29 12:48:19.098242,2026-04-29 12:48:23.425932,0 days 00:00:04.327690,0.5016093162486721,0.03821005783579646,10,38,1000,COMPLETE
201,35.71664549217014,2026-04-29 12:48:23.425932,2026-04-29 12:48:31.803820,0 days 00:00:08.377888,0.8899532190623974,0.005749477387361482,10,35,1000,COMPLETE
202,35.789048751983565,2026-04-29 12:48:31.803820,2026-04-29 12:48:39.773959,0 days 00:00:07.970139,0.8890708840245237,0.006289110911298611,10,36,1000,COMPLETE
203,35.795577565867276,2026-04-29 12:48:39.773959,2026-04-29 12:48:49.091325,0 days 00:00:09.317366,0.9219007542328534,0.005045806693674694,10,33,1000,COMPLETE
204,35.95613407227846,2026-04-29 12:48:49.091325,2026-04-29 12:48:58.198067,0 days 00:00:09.106742,0.9071881698159189,0.005642750776536635,10,30,1000,COMPLETE
205,35.78400712363687,2026-04-29 12:48:58.198067,2026-04-29 12:49:07.060944,0 days 00:00:08.862877,0.8986415211744253,0.004507800765326148,10,35,900,COMPLETE
206,35.842042742002626,2026-04-29 12:49:07.060944,2026-04-29 12:49:14.883781,0 days 00:00:07.822837,0.8825302186541449,0.006384342725622233,10,38,1000,COMPLETE
207,35.895858184103005,2026-04-29 12:49:14.883781,2026-04-29 12:49:22.696936,0 days 00:00:07.813155,0.9304571615801247,0.007400765569892849,10,34,1000,COMPLETE
