number,value,datetime_start,datetime_complete,duration,params_fair_c,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
131,35.6865719631859,2026-05-05 13:46:33.417952,2026-05-05 13:46:36.787379,0 days 00:00:03.369427,64.00572835296437,0.7557581896794437,0.007176875285183219,9,60,572,80,COMPLETE
132,35.49001439371811,2026-05-05 13:46:36.787379,2026-05-05 13:46:40.419315,0 days 00:00:03.631936,66.09006567617018,0.7947337697816095,0.008319800457429388,9,55,594,101,COMPLETE
133,35.82976862707069,2026-05-05 13:46:40.421314,2026-05-05 13:46:44.919262,0 days 00:00:04.497948,67.07318761487781,0.8058292983845856,0.00978549767082221,9,22,689,103,COMPLETE
134,35.651808474437686,2026-05-05 13:46:44.920262,2026-05-05 13:46:47.671036,0 days 00:00:02.750774,55.69394021189552,0.7941250988837487,0.011519370260738423,8,50,556,106,COMPLETE
135,35.66826788591812,2026-05-05 13:46:47.672041,2026-05-05 13:46:51.227900,0 days 00:00:03.555859,46.84172439500433,0.7188082658846978,0.008272238020231784,9,53,597,102,COMPLETE
136,35.614865780331186,2026-05-05 13:46:51.228944,2026-05-05 13:46:54.298908,0 days 00:00:03.069964,58.01833182508225,0.7631074204002051,0.009274022700478213,9,58,529,95,COMPLETE
137,37.80328282892824,2026-05-05 13:46:54.299942,2026-05-05 13:46:59.838345,0 days 00:00:05.538403,60.10560997387885,0.7766038524174659,0.014537223049603872,10,8,664,107,COMPLETE
138,36.2155363890944,2026-05-05 13:46:59.838345,2026-05-05 13:47:03.226039,0 days 00:00:03.387694,65.57087170568673,0.4651282448011471,0.005881233464007808,8,43,623,82,COMPLETE
139,35.7639121523823,2026-05-05 13:47:03.226039,2026-05-05 13:47:06.323947,0 days 00:00:03.097908,50.699967161905285,0.7377861856884386,0.013011800474321678,9,55,716,96,COMPLETE
140,35.91202472386327,2026-05-05 13:47:06.323947,2026-05-05 13:47:08.948752,0 days 00:00:02.624805,53.769662514970456,0.8134957124205605,0.008397742543162574,9,60,368,100,COMPLETE
141,35.610835292599475,2026-05-05 13:47:08.948752,2026-05-05 13:47:12.184591,0 days 00:00:03.235839,58.42142194055779,0.7648857281301003,0.009484923474699728,9,58,533,92,COMPLETE
142,35.55134402568875,2026-05-05 13:47:12.184591,2026-05-05 13:47:14.998595,0 days 00:00:02.814004,62.32942505727998,0.7597359406856905,0.010364266517336799,9,56,501,90,COMPLETE
143,35.768782022793545,2026-05-05 13:47:14.998595,2026-05-05 13:47:19.184041,0 days 00:00:04.185446,62.01396555712852,0.7894084660227862,0.007212785480676463,9,52,486,88,COMPLETE
144,35.4895280338783,2026-05-05 13:47:19.184041,2026-05-05 13:47:22.110135,0 days 00:00:02.926094,69.34963414468535,0.7507494914344572,0.011050370383412158,9,55,587,84,COMPLETE
145,35.462868593363424,2026-05-05 13:47:22.113133,2026-05-05 13:47:26.124475,0 days 00:00:04.011342,68.00880996449854,0.797646849960567,0.011837810623713897,10,56,583,90,COMPLETE
146,35.519059245158985,2026-05-05 13:47:26.126476,2026-05-05 13:47:29.009639,0 days 00:00:02.883163,71.95914051159737,0.8053632922279,0.012017801605385488,10,55,463,88,COMPLETE
147,35.525020456865434,2026-05-05 13:47:29.009639,2026-05-05 13:47:31.856653,0 days 00:00:02.847014,70.32036066577714,0.8238930969608892,0.012591188137675539,10,55,502,89,COMPLETE
148,35.59422436919296,2026-05-05 13:47:31.856653,2026-05-05 13:47:34.553940,0 days 00:00:02.697287,76.79268035061575,0.8177610862504865,0.012260657242698024,10,64,465,90,COMPLETE
149,35.621178326847954,2026-05-05 13:47:34.554940,2026-05-05 13:47:37.182628,0 days 00:00:02.627688,77.12305451733177,0.8442784066694813,0.012870201031371771,10,64,469,89,COMPLETE
150,35.650435302049104,2026-05-05 13:47:37.182628,2026-05-05 13:47:39.279695,0 days 00:00:02.097067,71.25875501230995,0.8251777964245718,0.017206471642693198,10,61,379,92,COMPLETE
151,35.44590930212662,2026-05-05 13:47:39.279695,2026-05-05 13:47:42.022529,0 days 00:00:02.742834,75.50241427915654,0.8118649688362571,0.011708177330432442,10,55,455,86,COMPLETE
152,35.459304770265916,2026-05-05 13:47:42.022529,2026-05-05 13:47:44.832703,0 days 00:00:02.810174,75.719147336885,0.8621259995326092,0.012418458846411826,10,55,422,88,COMPLETE
153,35.59396797484594,2026-05-05 13:47:44.832703,2026-05-05 13:47:46.927433,0 days 00:00:02.094730,81.0608815244185,0.8543222595896142,0.014629163350825782,10,54,305,90,COMPLETE
154,35.60710878990468,2026-05-05 13:47:46.927433,2026-05-05 13:47:48.969473,0 days 00:00:02.042040,82.49782155086594,0.8664232026007133,0.013632393272831873,10,55,271,89,COMPLETE
155,35.64155175076994,2026-05-05 13:47:48.969473,2026-05-05 13:47:51.268661,0 days 00:00:02.299188,90.28228046342035,0.8750381207298683,0.011867429705423375,10,59,323,87,COMPLETE
156,35.56014341201498,2026-05-05 13:47:51.268661,2026-05-05 13:47:53.467099,0 days 00:00:02.198438,77.19300300359292,0.8515716834637675,0.020418518501499575,10,55,442,90,COMPLETE
157,35.71879255723959,2026-05-05 13:47:53.468099,2026-05-05 13:47:54.915482,0 days 00:00:01.447383,73.59900078675952,0.8537374963350678,0.025413566876553488,10,51,235,85,COMPLETE
158,35.655614244978395,2026-05-05 13:47:54.916482,2026-05-05 13:47:57.018449,0 days 00:00:02.101967,75.64069518719374,0.8365079193099372,0.02232167013976789,10,54,434,92,COMPLETE
159,35.51110132523646,2026-05-05 13:47:57.018449,2026-05-05 13:47:59.014241,0 days 00:00:01.995792,79.34284166513451,0.8518728860530034,0.017495118960868385,10,56,333,87,COMPLETE
160,35.497696702729876,2026-05-05 13:47:59.014241,2026-05-05 13:48:00.943108,0 days 00:00:01.928867,87.35512646960406,0.824867201962354,0.019544846261757894,10,56,347,87,COMPLETE
161,35.716831766252504,2026-05-05 13:48:00.943108,2026-05-05 13:48:02.581276,0 days 00:00:01.638168,70.21343384776766,0.83032722366154,0.029475614459924287,10,56,350,88,COMPLETE
162,35.565443410460446,2026-05-05 13:48:02.581276,2026-05-05 13:48:05.001903,0 days 00:00:02.420627,84.82012947611096,0.8142637600233913,0.016499207557508683,10,59,495,85,COMPLETE
163,36.49587334750383,2026-05-05 13:48:05.001903,2026-05-05 13:48:08.082985,0 days 00:00:03.081082,87.28786275503087,0.8626064714685758,0.02044610584613374,10,16,498,84,COMPLETE
164,35.55632867435218,2026-05-05 13:48:08.082985,2026-05-05 13:48:10.317806,0 days 00:00:02.234821,86.20208121581338,0.8057439973286509,0.017478554523098728,10,60,423,96,COMPLETE
165,35.596092943516865,2026-05-05 13:48:10.317806,2026-05-05 13:48:12.554415,0 days 00:00:02.236609,87.9759216858089,0.808977197253518,0.017543400835322548,10,59,422,96,COMPLETE
166,35.54820430804368,2026-05-05 13:48:12.554415,2026-05-05 13:48:14.561607,0 days 00:00:02.007192,85.54401238277865,0.8404051476219926,0.017833728954401395,10,61,339,97,COMPLETE
167,35.61311832562817,2026-05-05 13:48:14.561607,2026-05-05 13:48:16.193483,0 days 00:00:01.631876,84.67057008149085,0.8358941082605765,0.01986002911604647,10,60,253,98,COMPLETE
168,35.50801437122741,2026-05-05 13:48:16.193483,2026-05-05 13:48:18.067237,0 days 00:00:01.873754,92.85130306377773,0.8217046282910887,0.01855964718953036,10,61,329,87,COMPLETE
169,35.650709064112384,2026-05-05 13:48:18.067237,2026-05-05 13:48:19.714009,0 days 00:00:01.646772,76.97480491269616,0.8770716541394292,0.026977164204444404,10,62,340,87,COMPLETE
170,35.70640126650194,2026-05-05 13:48:19.714009,2026-05-05 13:48:21.503865,0 days 00:00:01.789856,98.61604710479658,0.8506868481000973,0.020866509757238777,10,66,339,89,COMPLETE
171,36.02390173192801,2026-05-05 13:48:21.504864,2026-05-05 13:48:23.112342,0 days 00:00:01.607478,85.29275090554422,0.824166664815224,0.03718507351726547,10,59,402,85,COMPLETE
172,35.566226912653306,2026-05-05 13:48:23.112342,2026-05-05 13:48:25.310736,0 days 00:00:02.198394,92.02671507456861,0.8055014089244315,0.017771950539089098,10,57,424,92,COMPLETE
173,35.82796624589487,2026-05-05 13:48:25.310736,2026-05-05 13:48:27.771493,0 days 00:00:02.460757,95.228182034406,0.8415487822457789,0.0161879908094428,10,52,451,87,COMPLETE
174,35.78191260008266,2026-05-05 13:48:27.771493,2026-05-05 13:48:29.353893,0 days 00:00:01.582400,79.51415493415743,0.8145822329181747,0.018268185136356512,10,61,199,96,COMPLETE
175,35.73721985616011,2026-05-05 13:48:29.353893,2026-05-05 13:48:31.523452,0 days 00:00:02.169559,79.06671164756708,0.8261411680655942,0.0232777607959451,10,56,500,84,COMPLETE
176,35.522744296892895,2026-05-05 13:48:31.523452,2026-05-05 13:48:33.532392,0 days 00:00:02.008940,72.34923993205577,0.8411457931571691,0.019648414156975127,10,59,371,90,COMPLETE
177,35.599767399452546,2026-05-05 13:48:33.532392,2026-05-05 13:48:35.430067,0 days 00:00:01.897675,68.57736970093829,0.858631997699047,0.022672841362675715,10,55,360,90,COMPLETE
178,35.770883338437116,2026-05-05 13:48:35.431067,2026-05-05 13:48:37.650080,0 days 00:00:02.219013,72.59684193534311,0.8426189813894184,0.019445429105803255,10,51,399,94,COMPLETE
179,35.589088510739046,2026-05-05 13:48:37.650080,2026-05-05 13:48:39.219443,0 days 00:00:01.569363,74.81701655595208,0.882889246125381,0.02568466700148028,10,63,280,99,COMPLETE
180,35.7633585468146,2026-05-05 13:48:39.219443,2026-05-05 13:48:40.674750,0 days 00:00:01.455307,71.43254071507613,0.797168392371282,0.03383556899532623,10,57,311,91,COMPLETE
181,35.55508499339736,2026-05-05 13:48:40.674750,2026-05-05 13:48:43.003852,0 days 00:00:02.329102,86.57720056116722,0.8215618694256881,0.016431695633104853,10,59,457,87,COMPLETE
182,35.442116997948595,2026-05-05 13:48:43.003852,2026-05-05 13:48:45.580004,0 days 00:00:02.576152,93.24669324481414,0.8692825323288972,0.014110864178913173,10,58,455,88,COMPLETE
183,35.50292396793856,2026-05-05 13:48:45.580004,2026-05-05 13:48:48.079822,0 days 00:00:02.499818,99.25128423566063,0.8652891541362665,0.015480026392490577,10,60,440,89,COMPLETE
184,35.44864715439375,2026-05-05 13:48:48.079822,2026-05-05 13:48:50.322724,0 days 00:00:02.242902,99.68383035026714,0.8655545753394135,0.014774080449963338,10,61,374,88,COMPLETE
185,35.49770440225848,2026-05-05 13:48:50.338329,2026-05-05 13:48:52.746106,0 days 00:00:02.407777,101.75642418080062,0.8709653189507297,0.013513368161871545,10,61,382,88,COMPLETE
186,35.472926650396936,2026-05-05 13:48:52.746106,2026-05-05 13:48:55.086206,0 days 00:00:02.340100,108.80694568337097,0.8995767521632362,0.013924656184108602,10,62,374,89,COMPLETE
187,35.59201834186966,2026-05-05 13:48:55.086206,2026-05-05 13:48:57.197133,0 days 00:00:02.110927,108.71926570505842,0.8860145312429817,0.014827886825028138,10,64,333,87,COMPLETE
188,35.511670216466044,2026-05-05 13:48:57.197133,2026-05-05 13:48:59.561124,0 days 00:00:02.363991,101.50465387345292,0.8952916413286769,0.013945377739738958,10,62,382,89,COMPLETE
189,35.70744644202512,2026-05-05 13:48:59.562125,2026-05-05 13:49:01.911688,0 days 00:00:02.349563,101.21121949800836,0.8926544277829591,0.013465568369208149,10,66,375,88,COMPLETE
190,35.51575058441572,2026-05-05 13:49:01.912048,2026-05-05 13:49:04.321590,0 days 00:00:02.409542,103.96751842548072,0.9125488224208529,0.014221123338102824,10,63,387,86,COMPLETE
191,35.41643088434713,2026-05-05 13:49:04.321590,2026-05-05 13:49:06.606189,0 days 00:00:02.284599,104.73161259730009,0.8961017167242024,0.014895308571613862,10,63,380,86,COMPLETE
192,35.583994559254826,2026-05-05 13:49:06.608191,2026-05-05 13:49:09.086826,0 days 00:00:02.478635,105.02012152318477,0.9060103110648954,0.014728054294168545,10,64,379,86,COMPLETE
193,35.518712195267334,2026-05-05 13:49:09.087864,2026-05-05 13:49:11.459897,0 days 00:00:02.372033,97.80901760168786,0.9154594286224841,0.014340082092182307,10,62,397,89,COMPLETE
194,35.76653262966351,2026-05-05 13:49:11.459897,2026-05-05 13:49:13.668088,0 days 00:00:02.208191,96.28090315979858,0.9223632820700209,0.014433617530950961,10,70,358,92,COMPLETE
195,35.723256958787,2026-05-05 13:49:13.668088,2026-05-05 13:49:15.876233,0 days 00:00:02.208145,100.31742399856688,0.9025968372919347,0.015338444746740483,10,67,390,84,COMPLETE
196,35.44748765786553,2026-05-05 13:49:15.876233,2026-05-05 13:49:18.396867,0 days 00:00:02.520634,109.56761741859711,0.9361205855919229,0.01288357756182075,10,61,400,88,COMPLETE
197,35.51390740389122,2026-05-05 13:49:18.396867,2026-05-05 13:49:20.887836,0 days 00:00:02.490969,109.63361087995375,0.9343229241262454,0.013410813624659812,10,63,412,88,COMPLETE
198,35.50062016626306,2026-05-05 13:49:20.888839,2026-05-05 13:49:23.292307,0 days 00:00:02.403468,109.51919844130423,0.9430547198842906,0.013509538245832963,10,63,398,86,COMPLETE
199,36.443696056970154,2026-05-05 13:49:23.292307,2026-05-05 13:49:24.750561,0 days 00:00:01.458254,104.77973103714727,0.9378928071816437,0.06442461547491249,10,68,407,83,COMPLETE
200,35.64768901762896,2026-05-05 13:49:24.750561,2026-05-05 13:49:26.882310,0 days 00:00:02.131749,102.3427878063944,0.8698932683194079,0.01312459546720368,10,64,319,85,COMPLETE
201,35.48258653551952,2026-05-05 13:49:26.882310,2026-05-05 13:49:29.246293,0 days 00:00:02.363983,109.29709555316371,0.9134194571719193,0.01378719105626617,10,62,390,86,COMPLETE
202,35.625572948039135,2026-05-05 13:49:29.247294,2026-05-05 13:49:31.733015,0 days 00:00:02.485721,108.77056793734505,0.9265800011185967,0.01343758915255683,10,65,427,86,COMPLETE
203,35.48338145132924,2026-05-05 13:49:31.734016,2026-05-05 13:49:33.818182,0 days 00:00:02.084166,109.68203812552416,0.8954580746931183,0.015971959767082187,10,62,351,87,COMPLETE
204,35.47188526634908,2026-05-05 13:49:33.818182,2026-05-05 13:49:35.937155,0 days 00:00:02.118973,109.97959176549796,0.8915797198294453,0.015591284075151266,10,62,349,88,COMPLETE
205,35.47249284808296,2026-05-05 13:49:35.937155,2026-05-05 13:49:38.006424,0 days 00:00:02.069269,106.94907310139679,0.8912622970371621,0.016386723543503116,10,61,350,83,COMPLETE
206,35.46990188739981,2026-05-05 13:49:38.006424,2026-05-05 13:49:39.853528,0 days 00:00:01.847104,106.18863073450663,0.8979103334480095,0.01652993392662029,10,61,287,83,COMPLETE
207,35.501783427708574,2026-05-05 13:49:39.853528,2026-05-05 13:49:41.693711,0 days 00:00:01.840183,106.56345861580637,0.8815091022197885,0.016568007622830856,10,61,285,82,COMPLETE
208,35.63542701061503,2026-05-05 13:49:41.693711,2026-05-05 13:49:43.525749,0 days 00:00:01.832038,106.40159794133295,0.8941197016952649,0.01586914348833507,10,65,286,80,COMPLETE
209,35.51263301275622,2026-05-05 13:49:43.526749,2026-05-05 13:49:45.314548,0 days 00:00:01.787799,106.98843334913848,0.8796303523669051,0.016489396715101638,10,61,271,83,COMPLETE
210,35.753491829072104,2026-05-05 13:49:45.314548,2026-05-05 13:49:46.812358,0 days 00:00:01.497810,93.26148122357529,0.8730784737636367,0.015732858980971213,10,61,206,83,COMPLETE
211,35.4583339113207,2026-05-05 13:49:46.813360,2026-05-05 13:49:48.763976,0 days 00:00:01.950616,109.74136181154125,0.8948763683933532,0.0191748722861514,10,60,319,86,COMPLETE
212,35.44448107674758,2026-05-05 13:49:48.764308,2026-05-05 13:49:50.652323,0 days 00:00:01.888015,109.37055588807044,0.8977431234558526,0.01713069048461568,10,61,305,85,COMPLETE
213,35.86435865343724,2026-05-05 13:49:50.653323,2026-05-05 13:49:52.293101,0 days 00:00:01.639778,106.66464907821755,0.9026506808520431,0.0158814410143385,10,66,232,84,COMPLETE
214,35.71243386293365,2026-05-05 13:49:52.294102,2026-05-05 13:49:54.373277,0 days 00:00:02.079175,109.71758049531147,0.889057564814128,0.012164947966785682,10,63,300,81,COMPLETE
215,37.79775669429555,2026-05-05 13:49:54.373277,2026-05-05 13:49:55.525915,0 days 00:00:01.152638,103.86162053243794,0.9124304370551741,0.1626670746742195,10,59,348,85,COMPLETE
216,35.50238910483729,2026-05-05 13:49:55.525915,2026-05-05 13:49:57.364915,0 days 00:00:01.839000,99.31143888546403,0.8986648560927463,0.017628041149716004,10,60,298,82,COMPLETE
217,35.47842785114621,2026-05-05 13:49:57.364915,2026-05-05 13:49:58.983942,0 days 00:00:01.619027,106.29444023303375,0.9020960357463257,0.01983509227921353,10,62,267,78,COMPLETE
218,35.635327778723045,2026-05-05 13:49:58.983942,2026-05-05 13:50:00.504713,0 days 00:00:01.520771,106.47921305209378,0.9455503659664051,0.021224992106884128,10,65,253,78,COMPLETE
219,35.73684480618475,2026-05-05 13:50:00.504713,2026-05-05 13:50:02.330915,0 days 00:00:01.826202,109.61491741975868,0.9655534894311696,0.0199879964897024,10,68,354,80,COMPLETE
220,37.0700157754372,2026-05-05 13:50:02.330915,2026-05-05 13:50:03.508560,0 days 00:00:01.177645,103.045659332469,0.88044722596556,0.012721283423143754,10,62,143,85,COMPLETE
221,35.40436674579135,2026-05-05 13:50:03.508560,2026-05-05 13:50:05.309859,0 days 00:00:01.801299,105.84269373178084,0.8976675231047817,0.01867897638651859,10,58,294,82,COMPLETE
222,35.42594351768529,2026-05-05 13:50:05.309859,2026-05-05 13:50:07.128287,0 days 00:00:01.818428,105.88817191302945,0.9156605030411106,0.01866748475185813,10,58,265,84,COMPLETE
223,35.46466077407837,2026-05-05 13:50:07.129115,2026-05-05 13:50:08.844282,0 days 00:00:01.715167,103.788987220944,0.9171420210037641,0.02382080215390605,10,58,320,84,COMPLETE
224,35.42875468759057,2026-05-05 13:50:08.844282,2026-05-05 13:50:10.392809,0 days 00:00:01.548527,104.00937370618848,0.9229582898012377,0.021966794946453445,10,58,251,83,COMPLETE
225,35.40158110083969,2026-05-05 13:50:10.392809,2026-05-05 13:50:11.982940,0 days 00:00:01.590131,104.55276165193314,0.9229672989437604,0.02281572059373057,10,58,260,84,COMPLETE
226,35.45367316960964,2026-05-05 13:50:11.982940,2026-05-05 13:50:13.475896,0 days 00:00:01.492956,104.47178368183658,0.9204459459224668,0.023620919221619588,10,59,232,79,COMPLETE
227,35.454092901102705,2026-05-05 13:50:13.475896,2026-05-05 13:50:14.795235,0 days 00:00:01.319339,104.34723439160035,0.9223467016146446,0.02936509704152564,10,58,233,79,COMPLETE
228,35.408801498031536,2026-05-05 13:50:14.795235,2026-05-05 13:50:16.172157,0 days 00:00:01.376922,104.65548022978018,0.9195710547897447,0.025268032938684144,10,58,227,77,COMPLETE
229,35.44925354297217,2026-05-05 13:50:16.173163,2026-05-05 13:50:17.308908,0 days 00:00:01.135745,103.84201548622151,0.925000421369399,0.0277568791058517,10,58,170,79,COMPLETE
230,35.40962831981674,2026-05-05 13:50:17.308908,2026-05-05 13:50:18.406079,0 days 00:00:01.097171,103.9052616170671,0.9259246280603189,0.028907847845922152,10,58,164,76,COMPLETE
231,35.407026885541285,2026-05-05 13:50:18.406079,2026-05-05 13:50:19.498352,0 days 00:00:01.092273,103.90868525707417,0.9184904166644727,0.030893171928592984,10,59,173,76,COMPLETE
232,35.424453171437634,2026-05-05 13:50:19.498352,2026-05-05 13:50:20.581286,0 days 00:00:01.082934,103.50921597044037,0.927529929766463,0.0303217975471782,10,58,168,76,COMPLETE
233,35.503697841018685,2026-05-05 13:50:20.582321,2026-05-05 13:50:21.631866,0 days 00:00:01.049545,103.7980619427297,0.9268988557561741,0.03012470370115388,10,58,161,75,COMPLETE
234,35.42502200569724,2026-05-05 13:50:21.632868,2026-05-05 13:50:22.689338,0 days 00:00:01.056470,97.39946489984507,0.9238845487305796,0.03422250753577101,10,58,174,76,COMPLETE
235,35.46848234183259,2026-05-05 13:50:22.689338,2026-05-05 13:50:23.689250,0 days 00:00:00.999912,97.3282549566223,0.9272863893807494,0.03496865966673147,10,58,167,76,COMPLETE
236,35.504938630998744,2026-05-05 13:50:23.690410,2026-05-05 13:50:24.768369,0 days 00:00:01.077959,96.5302731915476,0.929105218493367,0.03221996148784171,10,58,174,76,COMPLETE
237,35.44940692012898,2026-05-05 13:50:24.768369,2026-05-05 13:50:25.558255,0 days 00:00:00.789886,100.0381463594349,0.9552586869464982,0.042665774735163385,10,58,121,76,COMPLETE
238,35.53505487897717,2026-05-05 13:50:25.558255,2026-05-05 13:50:26.361577,0 days 00:00:00.803322,100.39800341867732,0.9566743585216068,0.038472330561282374,10,58,113,77,COMPLETE
239,35.607013934023904,2026-05-05 13:50:26.361577,2026-05-05 13:50:27.356720,0 days 00:00:00.995143,98.00934034584162,0.922516427678857,0.027248335516900594,10,58,141,73,COMPLETE
240,35.49684866462221,2026-05-05 13:50:27.356720,2026-05-05 13:50:28.544105,0 days 00:00:01.187385,102.88795246007574,0.9359282962664449,0.03406767870992281,10,58,218,76,COMPLETE
241,35.422331039776665,2026-05-05 13:50:28.544105,2026-05-05 13:50:29.703773,0 days 00:00:01.159668,102.1070448522042,0.9174169133345261,0.029056872703738263,10,58,188,78,COMPLETE
242,35.601071459478916,2026-05-05 13:50:29.703773,2026-05-05 13:50:30.717605,0 days 00:00:01.013832,101.01433565316144,0.9182689799935573,0.04600904142066839,10,57,197,79,COMPLETE
243,35.515652894679434,2026-05-05 13:50:30.717605,2026-05-05 13:50:31.592547,0 days 00:00:00.874942,96.89442468225063,0.951721131179938,0.04205324727194735,10,58,148,76,COMPLETE
244,35.414468379111085,2026-05-05 13:50:31.592547,2026-05-05 13:50:32.717415,0 days 00:00:01.124868,103.58867234331088,0.9388865685664449,0.029528482075776016,10,59,177,79,COMPLETE
245,35.468373330068985,2026-05-05 13:50:32.717415,2026-05-05 13:50:33.877029,0 days 00:00:01.159614,103.62073826273867,0.9380915147362406,0.028863564564489144,10,59,185,79,COMPLETE
246,35.373382937346534,2026-05-05 13:50:33.877029,2026-05-05 13:50:35.282781,0 days 00:00:01.405752,101.76754239464675,0.9200867832358548,0.024621056040586543,10,57,229,79,COMPLETE
247,35.76043783631087,2026-05-05 13:50:35.285781,2026-05-05 13:50:36.755681,0 days 00:00:01.469900,101.1219334656951,0.9462730889495602,0.025637806365367007,10,53,232,79,COMPLETE
248,35.4500227186255,2026-05-05 13:50:36.756680,2026-05-05 13:50:37.498908,0 days 00:00:00.742228,99.90827902215611,0.9661838990226189,0.04990713258924924,10,59,103,78,COMPLETE
249,35.5664320130405,2026-05-05 13:50:37.499908,2026-05-05 13:50:38.147599,0 days 00:00:00.647691,94.23374451943579,0.9847176502156407,0.06099500570679851,10,59,111,73,COMPLETE
250,35.676272869505894,2026-05-05 13:50:38.148599,2026-05-05 13:50:39.227339,0 days 00:00:01.078740,99.5927654244157,0.9659244031322768,0.04550464599775459,10,57,219,80,COMPLETE
251,35.45142969232116,2026-05-05 13:50:39.228339,2026-05-05 13:50:40.378024,0 days 00:00:01.149685,103.94991911943472,0.9360118131975574,0.02946880226655627,10,59,191,75,COMPLETE
252,35.49089989918899,2026-05-05 13:50:40.378380,2026-05-05 13:50:41.504542,0 days 00:00:01.126162,103.72711797167729,0.9342444937488531,0.030676928484909594,10,60,177,77,COMPLETE
253,35.45757367752495,2026-05-05 13:50:41.504542,2026-05-05 13:50:42.293015,0 days 00:00:00.788473,101.54063025512113,0.9126961188539309,0.05205798213279366,10,59,145,75,COMPLETE
254,35.395714844222525,2026-05-05 13:50:42.293015,2026-05-05 13:50:43.042968,0 days 00:00:00.749953,101.05260034639355,0.9126353613765125,0.05268719784155267,10,57,132,75,COMPLETE
255,35.725921865239854,2026-05-05 13:50:43.042968,2026-05-05 13:50:43.952688,0 days 00:00:00.909720,98.82426324102528,0.9564433030257318,0.027840712666381818,10,57,115,78,COMPLETE
256,35.43256239611193,2026-05-05 13:50:43.952688,2026-05-05 13:50:45.244219,0 days 00:00:01.291531,103.92037737109814,0.9233371263671297,0.024318815389999176,10,57,205,74,COMPLETE
257,35.66669464615687,2026-05-05 13:50:45.244219,2026-05-05 13:50:46.173562,0 days 00:00:00.929343,95.18848360812645,0.942528235040657,0.05555234866143614,10,57,195,72,COMPLETE
258,36.24288552449582,2026-05-05 13:50:46.173562,2026-05-05 13:50:46.977055,0 days 00:00:00.803493,100.8323888005066,0.9297480956311163,0.024546622502553787,10,54,103,74,COMPLETE
259,35.57447916645159,2026-05-05 13:50:46.977055,2026-05-05 13:50:47.881672,0 days 00:00:00.904617,105.10528522022916,0.914635832853712,0.033763621816302866,10,60,135,75,COMPLETE
260,35.48868334710538,2026-05-05 13:50:47.882189,2026-05-05 13:50:48.861998,0 days 00:00:00.979809,98.88651725812926,0.9710062882812155,0.041987299682861204,10,56,180,77,COMPLETE
261,35.50328544815332,2026-05-05 13:50:48.861998,2026-05-05 13:50:50.261743,0 days 00:00:01.399745,102.36109514173636,0.9503538045177763,0.0260218337501864,10,59,250,72,COMPLETE
262,35.48573680523523,2026-05-05 13:50:50.261743,2026-05-05 13:50:51.368716,0 days 00:00:01.106973,105.23183779104515,0.90966348986864,0.03683816335777451,10,57,207,80,COMPLETE
263,35.661519064852214,2026-05-05 13:50:51.368716,2026-05-05 13:50:52.445008,0 days 00:00:01.076292,95.43136910998312,0.9319690708197195,0.03232145613118842,10,53,163,75,COMPLETE
264,35.50796806957267,2026-05-05 13:50:52.445008,2026-05-05 13:50:53.647380,0 days 00:00:01.202372,100.95645001444919,0.9228011051718221,0.0275916022088368,10,60,197,77,COMPLETE
265,35.716078974820206,2026-05-05 13:50:53.648381,2026-05-05 13:50:54.712586,0 days 00:00:01.064205,105.99912416505188,0.9360708575420772,0.02357369302286065,10,57,136,81,COMPLETE
266,35.765823291565184,2026-05-05 13:50:54.712586,2026-05-05 13:50:55.778108,0 days 00:00:01.065522,97.84216629713151,0.9110804490211426,0.05092008525126634,10,59,243,74,COMPLETE
267,35.62377067737904,2026-05-05 13:50:55.778108,2026-05-05 13:50:57.027997,0 days 00:00:01.249889,102.8183908629016,0.946852689128333,0.022588788382243624,10,56,170,78,COMPLETE
268,35.59443688865864,2026-05-05 13:50:57.027997,2026-05-05 13:50:58.273015,0 days 00:00:01.245018,90.8188594056642,0.9238299903342704,0.031310163692687784,10,54,216,79,COMPLETE
269,35.709840319099236,2026-05-05 13:50:58.273015,2026-05-05 13:50:59.297744,0 days 00:00:01.024729,105.43854309231952,0.9087475690113532,0.025625220539160116,10,59,138,77,COMPLETE
270,35.619791131668975,2026-05-05 13:50:59.298683,2026-05-05 13:51:00.064558,0 days 00:00:00.765875,99.8346959593593,0.9633303410064599,0.040212034996554374,10,56,101,81,COMPLETE
271,35.45860462139959,2026-05-05 13:51:00.065560,2026-05-05 13:51:01.249937,0 days 00:00:01.184377,102.94111895700946,0.9376717943616156,0.028555983837908788,10,60,195,74,COMPLETE
272,35.448399175809755,2026-05-05 13:51:01.249937,2026-05-05 13:51:02.812280,0 days 00:00:01.562343,97.32089487241363,0.923676591203879,0.02267327378288845,10,54,254,77,COMPLETE
273,35.68398139856113,2026-05-05 13:51:02.812280,2026-05-05 13:51:03.833549,0 days 00:00:01.021269,94.18038908070939,0.9537649107853272,0.03653418289029103,10,53,162,76,COMPLETE
274,35.861917857519586,2026-05-05 13:51:03.833549,2026-05-05 13:51:04.844927,0 days 00:00:01.011378,96.351438137945,0.9826469067526045,0.04870486996172179,10,54,212,72,COMPLETE
275,35.43397269166907,2026-05-05 13:51:04.845927,2026-05-05 13:51:06.416140,0 days 00:00:01.570213,99.12649520938061,0.906865971586861,0.02245179619107722,10,57,263,81,COMPLETE
