number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout_0,params_dropout_1,params_dropout_2,params_learning_rate,params_n_mlp_layers,params_units_0,params_units_1,params_units_2,state
57,31.315839279110055,2026-05-05 12:07:42.204447,2026-05-05 12:08:23.054894,0 days 00:00:40.850447,16,0.23158618586842777,,,0.0016107191350151929,1,192,,,COMPLETE
58,31.361329295008392,2026-05-05 12:08:23.054894,2026-05-05 12:08:39.587041,0 days 00:00:16.532147,32,0.1421823027087714,,,0.0025673145825223153,1,192,,,COMPLETE
59,31.283918245917317,2026-05-05 12:08:39.588410,2026-05-05 12:08:51.993291,0 days 00:00:12.404881,64,0.2033666341989323,,,0.0020551728644912694,1,192,,,COMPLETE
60,31.09704205131795,2026-05-05 12:08:51.994252,2026-05-05 12:09:07.696453,0 days 00:00:15.702201,64,0.11440883613750362,,,0.001468267353105916,1,224,,,COMPLETE
61,31.077745648772655,2026-05-05 12:09:07.697483,2026-05-05 12:09:20.747379,0 days 00:00:13.049896,64,0.10945681425118745,,,0.0013556157301415645,1,224,,,COMPLETE
62,31.00657738916229,2026-05-05 12:09:20.747379,2026-05-05 12:09:34.102275,0 days 00:00:13.354896,64,0.10551948247631027,,,0.0038926587078031987,1,256,,,COMPLETE
63,31.065905767743423,2026-05-05 12:09:34.103300,2026-05-05 12:09:47.177910,0 days 00:00:13.074610,64,0.10372686194582954,,,0.00283473380791853,1,256,,,COMPLETE
64,31.40744979988458,2026-05-05 12:09:47.177910,2026-05-05 12:10:01.220597,0 days 00:00:14.042687,64,0.06705690325454969,,,0.004103323751816424,1,256,,,COMPLETE
65,31.092656426251466,2026-05-05 12:10:01.220597,2026-05-05 12:10:17.719287,0 days 00:00:16.498690,64,0.08315517360357859,,,0.002630194654080365,1,256,,,COMPLETE
66,31.277795222404315,2026-05-05 12:10:17.719287,2026-05-05 12:10:46.029528,0 days 00:00:28.310241,16,0.10479549546410008,,,0.003714329960920016,1,256,,,COMPLETE
67,31.65735680512886,2026-05-05 12:10:46.029528,2026-05-05 12:11:00.044134,0 days 00:00:14.014606,64,0.47857411543743256,,,0.0021167145190312776,1,256,,,COMPLETE
68,41.23894917595694,2026-05-05 12:11:00.044134,2026-05-05 12:11:23.908650,0 days 00:00:23.864516,32,0.1342511333769137,,,0.2752933317390437,1,256,,,COMPLETE
69,31.50549109361923,2026-05-05 12:11:23.908650,2026-05-05 12:11:37.473283,0 days 00:00:13.564633,64,0.07774837696293119,,,0.00995127991102003,1,192,,,COMPLETE
70,31.572792182748607,2026-05-05 12:11:37.473283,2026-05-05 12:11:50.008349,0 days 00:00:12.535066,64,0.1259748651813684,,,0.0028834307276350544,1,160,,,COMPLETE
71,31.682881026716597,2026-05-05 12:11:50.008724,2026-05-05 12:12:04.194579,0 days 00:00:14.185855,64,0.08205833374084252,,,0.0027124249476287617,1,256,,,COMPLETE
72,31.209040307059723,2026-05-05 12:12:04.195600,2026-05-05 12:12:19.072540,0 days 00:00:14.876940,64,0.05591474153846959,,,0.0016894060304031603,1,256,,,COMPLETE
73,31.13729252140583,2026-05-05 12:12:19.072540,2026-05-05 12:12:37.002106,0 days 00:00:17.929566,64,0.4425625947377828,,,0.001317025524995526,1,256,,,COMPLETE
74,31.84988357805027,2026-05-05 12:12:37.002106,2026-05-05 12:12:51.478770,0 days 00:00:14.476664,64,0.08847796208385023,,,0.0037861553412301407,1,256,,,COMPLETE
75,31.89860533513292,2026-05-05 12:12:51.478770,2026-05-05 12:13:02.182989,0 days 00:00:10.704219,64,0.013455075705669783,,,0.0021734639039267963,1,224,,,COMPLETE
76,32.22487803638525,2026-05-05 12:13:02.182989,2026-05-05 12:13:16.115211,0 days 00:00:13.932222,64,0.1423999917800621,,,0.014476190118633096,1,256,,,COMPLETE
77,31.35925022428516,2026-05-05 12:13:16.117233,2026-05-05 12:13:59.799906,0 days 00:00:43.682673,16,0.10367770557701309,,,0.001215143895225464,1,224,,,COMPLETE
78,31.245011185643012,2026-05-05 12:13:59.799906,2026-05-05 12:14:14.621315,0 days 00:00:14.821409,64,0.05571272122990903,,,0.0043471728382245365,1,192,,,COMPLETE
79,30.77945368483238,2026-05-05 12:14:14.622303,2026-05-05 12:14:31.608946,0 days 00:00:16.986643,64,0.11402508494872685,,,0.003163826948212673,1,256,,,COMPLETE
80,31.292588731054934,2026-05-05 12:14:31.609450,2026-05-05 12:14:47.137921,0 days 00:00:15.528471,64,0.10677099118604555,,,0.0031725848315632002,1,256,,,COMPLETE
81,31.975243113700323,2026-05-05 12:14:47.138911,2026-05-05 12:15:01.746266,0 days 00:00:14.607355,64,0.11907999378157542,,,0.0053286879748699,1,256,,,COMPLETE
82,30.855275994659742,2026-05-05 12:15:01.746266,2026-05-05 12:15:20.356414,0 days 00:00:18.610148,64,0.0805379456678526,,,0.0019086654072178733,1,256,,,COMPLETE
83,31.332888718204686,2026-05-05 12:15:20.356414,2026-05-05 12:15:34.322057,0 days 00:00:13.965643,64,0.18357350292429006,,,0.001870266338289057,1,256,,,COMPLETE
84,31.36969817615725,2026-05-05 12:15:34.323057,2026-05-05 12:15:46.175885,0 days 00:00:11.852828,64,0.1503117975143234,,,0.0015239960814585221,1,224,,,COMPLETE
85,31.250063200953736,2026-05-05 12:15:46.176423,2026-05-05 12:16:09.275732,0 days 00:00:23.099309,32,0.12658104832396463,,,0.0012345284242877117,1,224,,,COMPLETE
86,30.96911958042758,2026-05-05 12:16:09.275732,2026-05-05 12:16:27.716120,0 days 00:00:18.440388,64,0.04324266444477701,,,0.0017111582735769317,1,256,,,COMPLETE
87,36.640837546678924,2026-05-05 12:16:27.716915,2026-05-05 12:16:46.335011,0 days 00:00:18.618096,64,0.03399276038745839,,,0.17861796274289737,1,256,,,COMPLETE
88,31.205060005321997,2026-05-05 12:16:46.335011,2026-05-05 12:17:01.980406,0 days 00:00:15.645395,64,0.022825159806102086,,,0.002326324488554743,1,160,,,COMPLETE
89,31.109479206860044,2026-05-05 12:17:01.980406,2026-05-05 12:17:15.932964,0 days 00:00:13.952558,64,0.05424923352013244,,,0.0017574611949734717,1,256,,,COMPLETE
90,31.155338385198206,2026-05-05 12:17:15.934517,2026-05-05 12:17:30.817498,0 days 00:00:14.882981,64,0.0715221002401065,,,0.00322389703585686,1,256,,,COMPLETE
91,31.067071984666036,2026-05-05 12:17:30.817498,2026-05-05 12:17:46.346385,0 days 00:00:15.528887,64,0.09504404298158835,,,0.0015227187055119828,1,224,,,COMPLETE
92,31.62356033404774,2026-05-05 12:17:46.346385,2026-05-05 12:18:01.203328,0 days 00:00:14.856943,64,0.09174499774380669,,,0.0016496775289164174,1,224,,,COMPLETE
93,31.54023636109627,2026-05-05 12:18:01.218681,2026-05-05 12:18:17.986376,0 days 00:00:16.767695,64,0.04476437683898361,,,0.0011881817462348033,1,256,,,COMPLETE
94,31.4178051179312,2026-05-05 12:18:17.986931,2026-05-05 12:18:32.707796,0 days 00:00:14.720865,64,0.13812783078794416,,,0.0021062145189754498,1,224,,,COMPLETE
95,31.724791138841034,2026-05-05 12:18:32.707796,2026-05-05 12:18:46.692806,0 days 00:00:13.985010,64,0.09915130906132087,,,0.0027333074290049105,1,256,,,COMPLETE
96,31.170473980761336,2026-05-05 12:18:46.692806,2026-05-05 12:19:19.325216,0 days 00:00:32.632410,16,0.1570648987568029,,,0.0019287105239152392,1,224,,,COMPLETE
97,31.374620701646734,2026-05-05 12:19:19.325216,2026-05-05 12:19:35.648163,0 days 00:00:16.322947,64,0.008353379043095494,,,0.0014848895827622238,1,192,,,COMPLETE
98,31.385234456999342,2026-05-05 12:19:35.649350,2026-05-05 12:19:46.903308,0 days 00:00:11.253958,128,0.06355427568364778,,,0.0023636491985364557,1,256,,,COMPLETE
99,31.570967771800174,2026-05-05 12:19:46.903308,2026-05-05 12:20:07.799511,0 days 00:00:20.896203,64,0.17789166195945666,0.23887182272965746,,0.0011580709171312988,2,160,64.0,,COMPLETE
100,31.22094593646143,2026-05-05 12:20:07.799511,2026-05-05 12:20:27.569966,0 days 00:00:19.770455,32,0.07633677012633887,,,0.003532237648928326,1,256,,,COMPLETE
101,31.027470698432115,2026-05-05 12:20:27.570959,2026-05-05 12:20:45.190353,0 days 00:00:17.619394,64,0.11187983577944575,,,0.0013529324430404802,1,224,,,COMPLETE
102,31.728951883578,2026-05-05 12:20:45.190353,2026-05-05 12:21:01.735820,0 days 00:00:16.545467,64,0.11577602336988624,,,0.0015200660675822539,1,224,,,COMPLETE
103,31.613985968321884,2026-05-05 12:21:01.736818,2026-05-05 12:21:14.341049,0 days 00:00:12.604231,64,0.08534599155679026,,,0.001790259387828682,1,224,,,COMPLETE
104,31.313730314560036,2026-05-05 12:21:14.341049,2026-05-05 12:21:30.381909,0 days 00:00:16.040860,64,0.12489071091298817,,,0.0011524750097474331,1,224,,,COMPLETE
105,32.39395866779745,2026-05-05 12:21:30.381909,2026-05-05 12:21:40.390610,0 days 00:00:10.008701,64,0.14623696650288404,,,0.026022409753032227,1,192,,,COMPLETE
106,31.922052345199695,2026-05-05 12:21:40.391602,2026-05-05 12:21:53.152441,0 days 00:00:12.760839,64,0.49648380553918614,,,0.006301700215242792,1,256,,,COMPLETE
107,31.48059852899915,2026-05-05 12:21:53.152441,2026-05-05 12:22:06.008099,0 days 00:00:12.855658,128,0.09815878970962864,,,0.0013816685554171094,1,192,,,COMPLETE
108,31.170153156116406,2026-05-05 12:22:06.008099,2026-05-05 12:22:22.603807,0 days 00:00:16.595708,64,0.1356072937774477,,,0.003004387371672642,1,224,,,COMPLETE
109,34.506053622853,2026-05-05 12:22:22.604761,2026-05-05 12:22:36.286868,0 days 00:00:13.682107,64,0.04552961746486453,,,0.044117743194697696,1,256,,,COMPLETE
110,31.56836921421451,2026-05-05 12:22:36.287876,2026-05-05 12:22:48.959939,0 days 00:00:12.672063,64,0.1113989803137434,,,0.0020222459388158603,1,224,,,COMPLETE
111,31.078531368262816,2026-05-05 12:22:48.959939,2026-05-05 12:23:05.089552,0 days 00:00:16.129613,64,0.10621217002049801,,,0.0013243189107217778,1,224,,,COMPLETE
112,31.16972238042323,2026-05-05 12:23:05.089552,2026-05-05 12:23:20.333690,0 days 00:00:15.244138,64,0.0865025617914814,,,0.001654883875369637,1,224,,,COMPLETE
113,31.444496872212255,2026-05-05 12:23:20.333690,2026-05-05 12:23:41.013963,0 days 00:00:20.680273,64,0.12410886721828068,,,0.0013939693007107721,1,128,,,COMPLETE
114,31.843815543970642,2026-05-05 12:23:41.014961,2026-05-05 12:24:01.893265,0 days 00:00:20.878304,64,0.11184611147089207,,,0.002473502788322601,1,224,,,COMPLETE
115,31.083273406811422,2026-05-05 12:24:01.893265,2026-05-05 12:24:20.345603,0 days 00:00:18.452338,64,0.21546837135857488,,,0.0011769361529773022,1,256,,,COMPLETE
116,31.278653560139084,2026-05-05 12:24:20.345603,2026-05-05 12:24:42.689004,0 days 00:00:22.343401,64,0.06421392245979662,,,0.0019354368459306795,1,192,,,COMPLETE
117,31.492435415154198,2026-05-05 12:24:42.689786,2026-05-05 12:24:55.106923,0 days 00:00:12.417137,128,0.15243713354766,,,0.001581466150946893,1,256,,,COMPLETE
118,31.86722714503092,2026-05-05 12:24:55.107946,2026-05-05 12:25:26.134340,0 days 00:00:31.026394,16,0.17149027880482037,,,0.0021712553267131405,1,256,,,COMPLETE
119,31.7816165485549,2026-05-05 12:25:26.134852,2026-05-05 12:25:39.361573,0 days 00:00:13.226721,64,0.13330384050828242,,,0.004259491225756755,1,224,,,COMPLETE
120,31.875732854287484,2026-05-05 12:25:39.361573,2026-05-05 12:25:54.058924,0 days 00:00:14.697351,64,0.09191205776863608,,,0.001281345024354117,1,256,,,COMPLETE
121,31.672097048924694,2026-05-05 12:25:54.060022,2026-05-05 12:26:08.658510,0 days 00:00:14.598488,64,0.10399265368877315,,,0.001355101325476002,1,224,,,COMPLETE
122,31.399401213941218,2026-05-05 12:26:08.658510,2026-05-05 12:26:27.177252,0 days 00:00:18.518742,64,0.07750063406001327,,,0.0010083960419880746,1,224,,,COMPLETE
123,31.144460607888256,2026-05-05 12:26:27.177252,2026-05-05 12:26:45.381180,0 days 00:00:18.203928,64,0.11058297188894292,,,0.0011042510461381533,1,224,,,COMPLETE
124,31.354612386347547,2026-05-05 12:26:45.381462,2026-05-05 12:26:58.892487,0 days 00:00:13.511025,64,0.10134480558416935,,,0.0012508406927227013,1,224,,,COMPLETE
125,31.106097411757084,2026-05-05 12:26:58.892487,2026-05-05 12:27:16.389340,0 days 00:00:17.496853,64,0.12005645093655794,,,0.0017350270000279782,1,192,,,COMPLETE
126,31.86284912646108,2026-05-05 12:27:16.389340,2026-05-05 12:27:30.880547,0 days 00:00:14.491207,64,0.13925080983644075,,,0.0014145806175831783,1,256,,,COMPLETE
127,31.306174458627844,2026-05-05 12:27:30.880547,2026-05-05 12:27:51.048618,0 days 00:00:20.168071,32,0.0954671687298015,,,0.00274580210274669,1,224,,,COMPLETE
128,31.143722616151233,2026-05-05 12:27:51.048618,2026-05-05 12:28:04.745308,0 days 00:00:13.696690,64,0.12842755025202562,,,0.0015268143164991269,1,256,,,COMPLETE
129,30.659123640568954,2026-05-05 12:28:04.746668,2026-05-05 12:28:20.153056,0 days 00:00:15.406388,64,0.0803588906272006,,,0.0022964018550755564,1,224,,,COMPLETE
130,31.327246115970958,2026-05-05 12:28:20.154545,2026-05-05 12:28:34.300195,0 days 00:00:14.145650,64,0.06060454088814699,,,0.0022869543345254116,1,256,,,COMPLETE
131,31.34694665014618,2026-05-05 12:28:34.300195,2026-05-05 12:28:49.044143,0 days 00:00:14.743948,64,0.07789444999042179,,,0.0019167222068138272,1,224,,,COMPLETE
132,31.449398412190497,2026-05-05 12:28:49.045142,2026-05-05 12:29:01.940234,0 days 00:00:12.895092,64,0.0868814802962618,,,0.0016977426269269293,1,224,,,COMPLETE
133,31.598770459942227,2026-05-05 12:29:01.940234,2026-05-05 12:29:14.179387,0 days 00:00:12.239153,64,0.10453937333684304,,,0.002565663921553366,1,224,,,COMPLETE
134,31.244947558647322,2026-05-05 12:29:14.180391,2026-05-05 12:29:28.038612,0 days 00:00:13.858221,64,0.11655072562244262,,,0.003397490862925859,1,192,,,COMPLETE
