number,value,datetime_start,datetime_complete,duration,params_alpha,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
93,35.64872856997913,2026-05-07 17:36:45.937343,2026-05-07 17:36:48.432021,0 days 00:00:02.494678,106.07124600890747,0.7581642664925853,0.0101421892261895,7,39,755,57,COMPLETE
94,35.86304848882341,2026-05-07 17:36:48.432021,2026-05-07 17:36:51.037703,0 days 00:00:02.605682,101.02517230881794,0.7850513856838185,0.009339434109434965,7,22,677,58,COMPLETE
95,35.670812092573264,2026-05-07 17:36:51.037703,2026-05-07 17:36:53.043694,0 days 00:00:02.005991,109.32834676394761,0.7666319706432773,0.007716488837736449,6,38,613,56,COMPLETE
96,35.66422160013447,2026-05-07 17:36:53.043694,2026-05-07 17:36:55.336601,0 days 00:00:02.292907,109.04527607751176,0.7591607351862497,0.007227618082987439,6,38,747,60,COMPLETE
97,35.70314520816818,2026-05-07 17:36:55.336601,2026-05-07 17:36:57.758868,0 days 00:00:02.422267,107.97438495518729,0.7574440683951207,0.006323868647630186,6,35,754,60,COMPLETE
98,64.93667777999936,2026-05-07 17:36:57.758868,2026-05-07 17:37:01.184492,0 days 00:00:03.425624,108.8009781352311,0.7625200926173276,0.00010367479053786787,6,34,763,58,COMPLETE
99,36.61618238208295,2026-05-07 17:37:01.184492,2026-05-07 17:37:04.899937,0 days 00:00:03.715445,109.9500160803972,0.7235955964995174,0.003920970930504643,6,28,748,63,COMPLETE
100,35.90348832625307,2026-05-07 17:37:04.899937,2026-05-07 17:37:06.740829,0 days 00:00:01.840892,103.81064669958754,0.7585093984632739,0.006440665202022514,5,41,818,51,COMPLETE
101,35.91706873525849,2026-05-07 17:37:06.740829,2026-05-07 17:37:08.632646,0 days 00:00:01.891817,101.37756395434279,0.6998285995217851,0.0074375098140385485,6,46,606,68,COMPLETE
102,36.0440312800285,2026-05-07 17:37:08.632646,2026-05-07 17:37:11.231395,0 days 00:00:02.598749,92.55286353489154,0.7781715349524072,0.005136042863177464,6,36,735,56,COMPLETE
103,49.31646946757786,2026-05-07 17:37:11.231395,2026-05-07 17:37:13.227650,0 days 00:00:01.996255,25.416668675702105,0.7947502867045196,0.002656345020007871,5,33,681,48,COMPLETE
104,35.799093556030826,2026-05-07 17:37:13.227650,2026-05-07 17:37:16.802589,0 days 00:00:03.574939,87.92238294697196,0.7101197279900534,0.006094616129296285,7,41,839,71,COMPLETE
105,35.790397018793385,2026-05-07 17:37:16.802589,2026-05-07 17:37:19.430531,0 days 00:00:02.627942,109.94287227879579,0.7331667550262442,0.007440739926080644,6,50,929,62,COMPLETE
106,36.08743544652919,2026-05-07 17:37:19.430531,2026-05-07 17:37:21.375987,0 days 00:00:01.945456,96.7084518615384,0.7530621115177619,0.018676852583060767,6,38,876,75,COMPLETE
107,35.92343106688654,2026-05-07 17:37:21.375987,2026-05-07 17:37:23.681657,0 days 00:00:02.305670,105.44108521491715,0.7699007473588365,0.010082853081637786,7,44,784,43,COMPLETE
108,36.176416036994894,2026-05-07 17:37:23.681657,2026-05-07 17:37:25.462081,0 days 00:00:01.780424,91.8634804198914,0.6817411613704114,0.022399216459982198,7,32,700,49,COMPLETE
109,36.80114169642867,2026-05-07 17:37:25.462081,2026-05-07 17:37:27.871342,0 days 00:00:02.409261,103.02589133462287,0.7935386584980686,0.0046038270514138354,6,27,610,55,COMPLETE
110,35.891098363529466,2026-05-07 17:37:27.871342,2026-05-07 17:37:30.625323,0 days 00:00:02.753981,61.32860451562461,0.8097085743598869,0.00833497132743998,7,47,740,63,COMPLETE
111,35.57048874588234,2026-05-07 17:37:30.625323,2026-05-07 17:37:32.563281,0 days 00:00:01.937958,99.21613900062789,0.8880731111528936,0.01025909074451653,8,37,652,26,COMPLETE
112,35.89780962336971,2026-05-07 17:37:32.563812,2026-05-07 17:37:34.160105,0 days 00:00:01.596293,106.91676867369044,0.7585381281849305,0.014382149656251403,8,42,656,23,COMPLETE
