value
98.92
129.9
153.7
153.14
114.36
110.02
96.27
63.96
65.93
74.76
108.84
114.36
117.19
139.83
164.23
186.66
182.38
160.09
148.27
132.61
138.83
135.48
131.47
132.17
153.45
170.69
185.45
193.39
170.31
156.45
149.78
117.07
115.02
100.06
30.0
23.47
80.3
138.02
158.57
177.99
181.57
147.88
127.25
121.21
113.91
116.33
116.75
130.0
150.71
168.97
189.22
189.13
170.69
154.47
115.07
60.07
60.4
44.45
60.49
80.08
120.62
137.96
163.45
186.03
186.03
152.9
126.69
118.47
115.56
114.12
115.14
120.64
132.21
162.74
183.69
178.1
158.84
141.38
138.64
111.87
106.02
103.49
103.48
106.03
126.89
132.32
161.03
181.04
177.62
138.04
124.36
116.79
112.62
110.91
114.86
125.53
148.98
162.39
180.47
130.99
106.06
103.41
23.43
27.02
21.53
21.54
22.0
39.61
101.75
101.77
104.3
182.54
190.7
162.48
127.98
118.19
111.94
104.21
105.09
121.3
149.56
166.57
165.0
101.76
40.27
40.08
33.34
21.56
85.07
27.64
86.91
80.38
25.56
27.64
29.7
95.49
85.05
73.94
73.94
74.3
95.84
93.27
96.76
103.01
108.94
136.64
148.02
141.52
122.99
114.88
112.53
105.81
104.87
103.08
102.1
103.99
101.23
102.12
101.46
105.78
108.0
107.73
105.18
106.8
106.83
107.05
106.8
111.04
115.36
145.14
166.47
170.14
156.39
148.83
140.22
117.72
130.6
122.08
120.3
120.17
122.41
137.44
159.8
185.0
217.09
189.99
170.26
160.84
149.92
144.95
144.3
145.78
152.0
162.03
184.87
176.81
149.99
133.6
120.65
111.45
128.71
120.07
117.22
116.89
117.21
127.4
139.13
136.68
130.09
123.91
150.0
120.01
117.22
134.99
126.95
106.67
117.66
145.14
149.49
129.23
113.35
112.39
68.04
57.42
73.61
71.01
70.07
83.32
107.78
114.57
137.3
158.53
173.1
163.0
152.99
144.17
137.17
135.1
137.42
141.08
144.47
153.01
166.89
170.02
153.77
134.64
128.82
119.0
113.66
111.39
111.02
109.38
111.22
120.0
137.94
158.09
164.14
156.01
144.58
133.65
123.45
116.45
117.79
147.23
133.33
171.41
171.12
145.04
174.35
145.08
123.82
109.7
102.89
100.68
99.06
98.84
99.09
105.0
119.81
136.91
140.91
136.61
131.89
125.1
116.42
112.84
114.91
112.62
134.07
129.34
135.48
133.92
115.41
108.96
99.99
85.49
70.22
71.11
73.08
80.44
85.76
96.18
104.24
110.15
111.27
106.37
103.34
103.34
103.32
103.0
79.11
80.65
101.52
128.05
133.85
110.43
106.03
114.98
116.85
101.49
100.75
82.04
77.78
71.52
71.5
74.51
68.37
66.04
81.76
78.53
66.18
66.84
66.12
67.31
70.0
74.9
85.05
100.91
116.98
117.69
105.85
101.44
92.59
65.02
49.84
39.15
34.57
30.46
37.46
59.48
92.1
104.16
104.14
96.77
103.72
100.1
104.13
104.1
87.43
60.06
90.07
95.03
95.04
48.87
43.84
42.18
34.6
23.32
9.57
4.57
4.2
2.48
4.58
26.98
42.6
99.09
103.35
92.43
99.01
99.03
94.93
89.1
77.1
97.69
107.76
126.21
132.1
125.99
103.31
107.47
105.02
91.22
99.18
83.38
80.08
80.02
89.75
116.97
138.15
158.7
148.68
123.25
105.04
101.36
94.73
98.07
98.56
101.46
105.04
122.39
182.3
199.3
105.26
105.06
81.67
72.91
65.02
65.05
65.07
80.07
95.72
101.37
130.31
142.35
138.03
117.12
103.2
93.44
85.4
78.49
80.48
84.89
115.03
115.08
121.29
135.02
135.01
115.01
100.09
68.88
50.04
50.03
48.77
50.0
52.55
81.59
105.06
113.89
105.24
88.83
77.72
41.11
49.83
38.15
75.02
97.69
105.0
105.07
105.1
97.7
24.19
23.35
22.35
18.37
4.06
4.08
4.06
9.94
17.23
21.03
21.54
22.97
28.72
29.86
32.69
32.78
32.41
31.88
30.4
31.3
33.37
54.91
96.8
54.98
34.7
34.93
33.74
33.29
36.05
36.91
38.82
39.84
42.01
43.76
45.48
49.19
96.89
96.89
72.42
67.05
54.97
44.96
49.94
54.98
96.9
129.98
141.52
137.81
96.89
50.09
28.31
24.93
25.93
25.79
26.33
28.74
33.53
96.81
132.51
144.87
144.94
134.26
117.48
104.39
96.79
95.23
95.17
96.75
99.46
129.65
147.34
154.14
107.98
107.02
103.43
79.03
65.05
65.01
65.04
65.09
107.36
115.37
129.81
145.49
143.45
128.53
115.0
106.67
101.91
99.48
96.09
95.34
99.02
103.31
149.82
135.01
112.25
66.72
43.96
42.94
35.4
35.38
35.18
35.23
35.83
45.02
51.79
89.61
93.46
78.13
54.19
36.94
33.68
32.59
39.43
45.53
41.78
43.1
45.82
39.02
34.52
30.42
24.22
21.4
9.9
4.98
4.08
4.09
8.79
23.59
29.27
38.59
43.89
41.62
39.77
35.68
35.64
36.29
41.62
42.9
46.01
49.97
65.01
57.1
47.79
44.95
41.82
37.19
33.31
30.48
30.29
31.02
33.94
39.22
44.84
58.59
76.07
58.8
39.96
34.16
36.49
29.74
30.72
29.97
38.34
49.92
50.56
44.8
39.92
38.09
33.85
29.63
23.61
6.59
3.02
2.06
1.78
2.88
4.6
23.01
25.35
28.5
28.43
28.15
28.04
28.19
29.52
36.15
40.61
43.58
60.0
64.12
57.39
41.84
38.91
33.36
39.66
39.23
40.12
40.88
40.43
41.0
41.75
43.39
47.66
49.62
50.01
46.37
43.3
44.25
43.08
48.35
62.37
75.08
96.55
75.07
44.18
40.87
39.11
42.13
40.31
39.95
40.14
41.57
43.78
95.01
139.56
136.53
97.85
92.57
80.93
68.26
54.91
42.88
46.02
49.62
70.54
75.08
97.1
80.03
47.61
42.85
40.35
28.85
29.28
28.99
29.54
31.78
50.06
130.05
159.92
143.13
109.77
81.09
67.62
49.62
44.03
42.97
43.27
47.33
105.98
133.58
160.98
161.0
132.0
125.01
108.32
95.19
92.15
94.8
96.41
95.13
96.82
117.04
144.13
152.0
144.17
126.91
115.36
110.74
105.6
101.55
104.94
106.2
128.15
145.11
146.27
129.11
111.25
103.55
92.52
89.71
82.25
80.75
78.77
77.91
77.33
124.99
133.47
129.3
110.0
90.66
80.0
68.67
50.45
48.39
49.54
50.46
70.7
97.55
119.7
116.5
100.8
80.77
60.03
37.24
40.08
55.73
47.46
67.19
79.27
111.47
132.12
137.64
132.19
124.2
119.67
102.77
94.81
90.82
94.72
101.89
101.02
71.05
65.74
57.07
40.93
35.85
30.04
39.58
36.62
34.96
35.52
35.19
35.33
34.36
42.83
50.0
58.96
49.57
46.09
40.96
38.62
33.5
36.37
40.57
48.75
53.14
53.22
49.24
43.97
39.61
34.17
44.58
43.67
43.48
43.93
45.47
48.88
49.97
44.62
50.05
57.73
51.66
49.03
43.2
26.71
24.63
25.68
31.85
47.55
91.18
100.75
85.04
77.74
61.1
54.92
71.26
68.16
70.13
71.61
77.44
105.0
134.24
163.01
158.72
111.85
95.09
86.63
80.98
74.9
71.66
77.02
80.03
97.94
107.68
149.02
151.4
133.31
112.72
95.1
85.87
88.1
90.04
90.09
107.76
109.96
141.86
174.79
173.0
135.31
115.59
109.33
106.34
105.52
104.74
106.1
108.86
116.09
143.57
175.68
173.06
120.81
114.38
109.84
100.37
98.67
97.4
97.39
109.48
131.23
165.82
201.91
179.38
138.89
119.6
115.0
110.87
111.11
111.08
110.87
116.3
132.35
152.77
194.77
187.08
161.02
67.76
60.09
75.08
77.18
83.16
85.4
89.43
92.04
114.81
157.75
151.88
117.3
111.88
102.58
96.89
90.96
88.11
89.54
92.58
97.31
96.78
96.89
87.32
82.95
70.1
56.41
59.52
60.0
62.67
65.79
69.25
65.04
50.77
49.15
51.83
60.0
60.61
56.65
52.92
48.07
47.18
47.39
48.83
55.9
61.85
61.59
59.14
52.97
51.15
54.4
42.88
43.61
44.16
45.4
46.44
47.85
47.4
47.98
50.97
53.68
56.27
52.99
50.1
48.91
47.99
51.77
59.17
66.04
70.51
72.23
67.81
67.08
58.3
49.91
52.23
52.9
52.51
52.96
54.84
53.57
52.14
52.97
52.96
52.92
50.0
49.81
47.95
49.17
48.31
48.81
49.24
52.32
56.96
59.86
56.69
52.57
49.93
46.13
37.77
37.19
38.51
39.97
41.67
45.65
48.74
48.37
49.9
48.13
27.45
13.52
13.21
9.99
1.76
2.21
4.18
25.54
38.53
44.74
36.12
26.18
14.98
3.0
1.49
0.99
0.72
1.09
6.29
33.16
39.1
46.65
54.18
52.75
39.99
31.67
30.93
28.94
25.68
27.48
35.33
52.35
97.79
121.92
97.8
68.05
35.11
31.93
33.97
34.98
36.44
38.51
39.36
46.34
48.14
57.71
59.49
54.64
50.01
52.96
50.23
46.44
39.08
34.9
32.15
35.18
37.05
32.54
27.16
25.31
19.79
7.02
1.45
0.98
0.8
0.71
0.79
3.98
25.31
60.03
80.06
60.08
60.02
25.97
24.64
24.45
20.91
22.05
23.54
25.1
60.02
60.06
60.02
20.55
16.6
10.87
16.38
17.52
20.27
23.58
26.49
27.55
50.02
167.64
171.89
114.91
50.08
39.48
36.8
35.14
33.55
33.66
34.03
35.72
36.38
33.96
31.81
29.49
28.37
26.82
28.21
28.15
28.59
29.92
32.32
38.01
39.11
41.17
50.05
50.02
43.93
41.4
40.55
40.01
40.07
40.68
41.18
45.79
51.78
54.53
52.31
50.01
46.89
43.66
55.21
55.5
59.03
62.52
65.43
65.89
66.64
67.43
70.0
70.8
70.36
68.71
65.51
63.01
61.41
62.71
68.38
76.74
87.51
103.69
104.89
105.11
92.49
67.14
73.09
72.08
69.99
69.0
75.01
105.35
137.44
172.58
172.98
138.76
128.66
105.98
102.92
99.8
94.82
92.75
94.11
98.56
119.39
140.16
139.35
95.69
70.0
58.59
63.03
63.57
65.13
69.94
76.94
85.04
105.06
136.9
151.16
120.68
102.92
90.51
84.04
76.47
69.92
66.47
68.27
79.16
84.91
84.25
91.85
84.65
69.67
56.62
60.62
60.05
58.95
57.58
58.58
61.0
79.34
100.31
81.9
74.89
65.69
56.91
35.36
34.0
33.94
33.13
37.99
56.23
61.0
61.0
59.94
50.93
41.69
35.78
39.48
36.94
36.17
36.5
39.91
50.01
56.86
68.04
77.85
74.1
96.49
79.53
94.14
70.01
64.03
59.94
58.82
58.94
67.77
59.9
56.23
52.2
40.72
32.6
35.03
38.97
41.04
44.34
50.69
85.1
114.36
131.76
131.27
103.7
87.84
69.67
41.65
33.53
33.98
37.32
53.85
67.01
120.05
137.2
140.43
96.1
42.1
35.98
26.7
26.46
26.32
27.44
31.26
35.15
39.98
43.9
50.43
44.54
0.0
0.0
0.0
0.01
5.62
29.23
38.33
70.06
79.81
70.1
50.84
46.84
43.15
37.72
37.15
36.39
37.51
38.05
39.42
39.75
40.54
40.54
40.47
41.55
41.21
41.57
35.99
10.27
5.0
34.59
40.85
41.03
112.97
134.83
133.84
70.09
40.02
35.01
38.79
36.97
36.62
37.29
40.44
85.07
111.85
130.59
131.76
123.28
85.02
83.41
80.24
79.13
78.42
82.87
83.83
95.27
114.59
131.34
132.71
93.3
60.84
45.89
58.56
50.27
44.43
42.34
42.94
93.29
116.9
101.92
93.3
57.34
44.63
35.51
34.9
24.9
13.88
14.24
20.74
93.29
93.29
93.3
144.16
93.3
93.29
45.06
40.1
39.48
39.32
38.45
38.77
92.59
92.59
118.92
92.6
76.6
90.24
58.86
92.59
92.59
92.59
37.21
92.59
92.59
92.6
148.11
154.97
92.6
67.3
45.05
95.8
90.86
87.02
86.11
85.87
99.92
127.03
143.68
134.62
105.36
96.33
93.69
90.55
89.91
90.32
88.9
88.76
97.82
125.73
152.84
161.28
140.91
122.41
98.6
80.1
75.97
75.17
79.98
90.99
95.85
113.77
124.07
128.14
120.69
109.67
106.17
102.05
93.09
90.19
89.0
90.61
99.17
115.57
132.82
141.6
124.34
112.88
93.18
91.2
91.19
86.57
86.39
88.16
100.29
100.76
106.77
112.87
89.69
85.37
76.51
64.37
47.76
42.43
40.53
42.47
42.76
47.48
91.19
91.19
41.36
28.84
25.48
45.02
45.0
29.64
26.35
45.0
45.0
26.85
27.98
31.27
30.31
26.8
6.02
0.96
-0.08
-0.92
1.22
14.0
32.09
57.54
118.25
120.63
119.26
92.0
91.99
31.49
34.02
36.69
39.89
42.55
44.83
47.89
56.11
65.55
50.09
49.43
44.25
41.9
34.24
29.91
40.2
51.96
65.71
75.04
76.43
75.04
72.37
64.42
57.25
69.62
65.18
61.48
58.13
58.35
65.63
100.22
123.34
130.97
119.42
112.0
105.82
96.13
91.99
86.18
80.36
84.83
92.17
106.71
126.88
139.43
130.48
100.03
80.6
10.61
7.48
9.99
17.35
29.93
91.09
124.7
132.05
125.1
110.1
91.1
84.16
77.6
77.85
72.48
72.07
82.28
97.17
121.12
136.72
167.46
91.1
104.98
88.21
97.73
92.96
91.9
92.97
93.6
104.37
122.0
129.76
119.9
104.42
90.0
79.6
71.79
62.14
58.57
66.89
79.02
98.99
111.69
118.17
116.99
110.7
101.89
89.56
81.89
77.05
76.05
76.97
76.32
85.42
94.02
101.94
96.01
90.65
87.95
82.06
77.58
76.74
77.01
79.13
84.4
90.59
90.6
90.6
114.97
90.6
78.12
72.65
67.99
63.89
62.91
64.84
65.61
69.35
90.39
77.19
84.6
79.34
77.79
72.63
70.31
55.76
50.0
63.16
72.85
77.96
81.59
90.39
90.39
78.47
78.38
73.15
61.35
61.78
61.67
62.05
63.68
64.52
66.01
78.41
75.87
67.6
37.38
30.46
39.28
35.06
30.66
30.07
56.62
68.89
72.16
90.5
112.69
66.01
66.75
61.65
56.26
55.11
56.68
59.45
62.89
90.03
101.62
116.58
108.31
97.61
89.63
79.68
80.82
75.14
74.24
78.0
84.01
97.05
90.5
134.03
113.96
120.39
80.07
40.09
90.5
46.3
13.46
20.61
85.25
90.5
111.58
121.0
117.88
80.06
80.05
78.91
67.58
61.78
63.53
81.38
84.44
100.06
115.7
90.5
90.5
90.49
90.49
40.04
83.4
5.21
5.39
38.69
83.4
89.75
106.73
118.04
83.39
91.06
76.37
4.09
4.09
61.3
60.06
69.08
85.38
103.35
109.46
107.72
107.61
109.46
83.4
30.1
4.07
4.05
4.05
4.08
84.19
101.96
119.61
143.04
157.98
113.37
85.37
89.99
91.54
99.4
99.01
96.81
103.4
115.1
119.74
154.69
150.7
122.12
113.99
84.19
85.73
85.72
85.74
87.84
88.66
98.83
115.62
129.14
139.02
110.58
82.48
66.75
52.87
54.86
53.08
57.5
84.04
98.41
119.7
128.21
129.95
123.84
113.26
85.74
102.39
97.4
93.55
96.14
96.54
97.23
96.36
94.2
94.47
89.08
71.35
30.12
19.89
11.26
5.06
6.17
27.72
75.41
84.68
108.45
116.46
113.48
109.56
102.45
102.37
98.18
94.3
85.37
85.29
92.8
81.33
73.87
75.69
54.9
25.09
13.89
9.73
1.85
0.16
1.78
31.54
87.98
105.63
115.23
126.13
126.62
118.42
107.52
116.19
105.02
102.84
106.26
105.44
122.51
143.08
164.74
149.12
124.81
105.58
99.62
94.75
90.77
89.42
90.54
89.19
100.05
133.61
153.3
161.49
124.07
110.59
93.79
75.59
71.34
68.33
62.04
64.32
69.15
116.64
118.91
119.54
103.32
81.09
67.1
98.81
85.59
22.27
12.29
85.59
85.6
85.59
114.65
165.28
85.6
85.6
50.04
77.48
70.84
51.44
70.0
72.52
79.83
114.68
131.84
123.3
124.94
78.82
62.2
51.99
41.65
37.28
31.24
51.44
79.09
102.86
125.53
142.73
127.04
111.0
100.47
100.59
91.61
89.24
87.58
91.26
98.06
106.39
137.95
129.01
129.59
111.3
82.93
81.93
52.15
29.41
52.78
71.56
84.84
115.01
120.06
150.17
120.07
109.61
98.76
93.02
83.2
80.23
77.03
83.86
98.89
110.36
109.97
106.0
94.86
70.37
60.46
60.74
57.78
57.92
63.56
71.56
86.65
115.18
141.72
115.93
105.02
99.79
85.78
78.74
74.0
68.08
65.75
64.98
65.48
62.08
62.46
59.76
40.04
4.33
0.65
0.0
0.0
4.0
0.0
1.32
25.94
53.68
78.44
87.69
81.06
76.71
71.26
50.95
39.08
33.07
28.07
29.23
27.58
30.74
27.55
20.0
2.14
0.0
-0.48
0.0
0.01
0.0
-1.11
-0.41
2.22
41.34
85.49
90.87
88.82
87.78
76.91
71.94
66.65
67.74
71.81
72.99
98.39
110.26
118.31
113.42
102.31
86.97
73.36
108.07
62.87
120.0
120.01
108.02
110.07
90.0
108.01
119.0
112.8
104.24
84.48
70.54
65.71
65.51
62.12
61.73
76.76
98.66
105.39
101.0
91.75
83.32
72.74
43.88
24.04
9.8
86.39
105.0
95.09
104.28
108.05
108.03
100.86
97.69
65.73
66.3
66.01
66.86
67.52
73.94
84.33
108.45
124.15
109.66
99.01
85.92
81.0
133.07
106.03
106.09
629.1
125.02
105.2
115.06
166.47
178.29
149.83
114.64
84.73
83.99
83.99
58.55
50.4
48.7
50.4
112.92
121.49
101.5
61.61
58.81
45.0
83.99
83.99
34.07
4.09
60.82
84.0
130.1
104.05
119.86
106.08
65.41
59.32
62.94
61.86
60.46
4.09
4.09
22.05
128.08
103.06
95.0
74.9
38.54
4.02
4.05
0.97
0.0
4.05
9.42
43.12
80.9
83.26
112.85
110.0
99.5
90.28
87.54
82.69
82.7
84.26
87.67
85.77
82.7
82.99
72.61
53.74
16.33
1.48
4.04
4.02
-1.62
0.4
2.26
55.08
84.85
102.22
121.93
113.08
100.03
94.71
85.0
81.98
79.96
76.0
75.99
74.64
69.44
60.67
36.79
0.0
-3.08
-10.06
-10.03
-9.91
-10.0
-4.91
-5.04
-0.06
50.0
72.9
105.42
99.34
82.29
69.5
12.38
4.08
4.07
4.09
53.21
62.56
66.66
58.71
29.92
4.03
3.49
2.3
2.1
4.03
4.06
4.01
8.93
119.05
79.78
114.96
119.01
95.07
95.05
77.27
75.02
71.05
68.9
68.93
74.84
84.49
109.12
118.99
108.64
90.06
82.37
71.64
67.72
60.54
62.19
71.27
78.93
91.86
95.62
121.9
150.85
122.75
94.97
87.5
85.92
81.42
74.2
79.79
88.57
91.69
113.84
118.55
104.18
86.41
66.92
47.93
32.4
28.49
49.45
77.13
19.67
82.39
82.4
119.03
88.18
82.4
95.09
91.76
84.15
74.3
70.1
66.56
67.68
79.97
96.26
107.88
99.07
87.3
68.19
59.92
39.32
9.35
15.28
77.04
67.38
96.06
81.1
87.94
114.2
103.43
95.41
86.53
81.58
77.49
79.6
75.56
80.25
89.64
115.94
118.44
93.89
84.37
72.09
63.15
56.06
42.61
36.82
44.9
58.27
76.62
85.95
100.83
110.5
101.31
90.34
85.06
82.91
78.37
75.92
73.4
78.78
76.75
77.61
73.63
70.0
59.97
25.62
6.23
2.59
2.22
1.78
1.61
5.38
44.56
75.0
82.93
92.62
92.62
85.78
79.22
79.17
73.1
70.77
69.93
71.39
70.5
67.41
63.21
49.59
18.73
8.22
4.49
4.06
3.63
3.05
3.0
5.01
29.49
78.21
99.19
109.79
102.6
99.0
86.98
78.71
71.1
70.07
70.8
73.81
87.53
116.11
115.07
99.95
86.37
80.13
70.08
80.2
80.15
80.15
80.16
78.73
91.04
100.76
133.63
154.41
127.82
101.16
88.97
80.21
79.4
78.43
81.61
85.12
89.5
141.5
144.15
122.35
94.9
86.69
82.04
80.19
80.19
80.19
80.2
79.73
91.33
105.58
132.34
150.95
124.99
101.7
89.99
93.19
88.77
88.77
89.34
89.24
95.55
127.66
141.66
114.41
98.5
93.12
86.6
79.95
77.36
76.45
79.05
90.0
92.86
100.95
137.6
146.48
126.94
105.82
94.9
93.93
89.26
83.04
79.74
81.15
87.54
179.24
250.04
94.09
83.78
74.64
68.5
81.89
81.89
81.89
81.9
71.17
81.9
119.0
141.88
300.0
118.99
96.58
91.0
95.0
89.7
79.73
76.0
76.25
88.53
102.82
103.97
103.94
91.39
82.26
75.43
70.03
65.46
64.06
68.39
72.64
