fold,type,rmse,mae,rmae
1,cv,30.221025777519575,19.010059859323455,0.5266525554117903
2,cv,40.19950225165411,19.209451329196135,0.5321764742165098
3,cv,23.227515646145406,13.75409970320478,0.3810420277308446
4,cv,32.92342863663057,21.343053539951587,0.5912855493505107
5,cv,31.994321601150517,20.014402563249096,0.5544767524656574
test,test,32.381099489508394,21.36759187391655,0.591965356588564
