fold,actual,pred,residual
1,102.22,79.25299,22.96700927734375
1,121.93,91.98704,29.9429623413086
1,113.08,98.064995,15.01500518798828
1,100.03,87.90451,12.125489501953126
1,94.71,73.47567,21.23433013916015
1,85.0,70.302055,14.697944641113281
1,81.98,64.51574,17.464260559082035
1,79.96,58.15424,21.805760345458978
1,76.0,52.460907,23.539093017578125
1,75.99,51.71612,24.27387832641601
1,74.64,58.428455,16.211544647216797
1,69.44,68.92766,0.5123419189453102
1,60.67,67.300156,-6.630155639648436
1,36.79,59.807396,-23.017395935058595
1,0.0,37.841637,-37.841636657714844
1,-3.08,9.827293,-12.907293395996094
1,-10.06,2.5794067,-12.63940673828125
1,-10.03,7.882622,-17.91262176513672
1,-9.91,6.130516,-16.040516052246094
1,-10.0,7.093178,-17.093177795410156
1,-4.91,59.35742,-64.267421875
1,-5.04,13.292084,-18.332083740234374
1,-0.06,16.323364,-16.3833642578125
1,50.0,31.278915,18.721084594726562
1,72.9,62.0987,10.801298522949224
1,105.42,79.75072,25.669282836914064
1,99.34,87.743546,11.596454467773441
1,82.29,83.74512,-1.4551171874999937
1,69.5,65.89765,3.6023483276367188
1,12.38,54.55133,-42.17133056640625
1,4.08,30.075607,-25.99560729980469
1,4.07,21.77523,-17.705230407714843
1,4.09,25.343697,-21.25369659423828
1,53.21,28.647282,24.562718353271485
1,62.56,57.732796,4.827204284667971
1,66.66,84.40277,-17.742770996093753
1,58.71,92.07972,-33.36971954345703
1,29.92,84.05223,-54.132230834960936
1,4.03,53.855625,-49.82562515258789
1,3.49,26.190254,-22.70025421142578
1,2.3,15.219452,-12.919451904296874
1,2.1,24.089096,-21.989096069335936
1,4.03,18.546524,-14.516524047851561
1,4.06,26.380104,-22.320104064941408
1,4.01,24.74479,-20.73478912353516
1,8.93,33.82385,-24.893848724365235
1,119.05,40.68073,78.36927108764648
1,79.78,101.92065,-22.140646667480468
1,114.96,94.48981,20.470192871093744
1,119.01,113.80916,5.200841674804693
1,95.07,112.90408,-17.834083251953132
1,95.05,92.451584,2.5984161376953097
1,77.27,83.08441,-5.814411621093754
1,75.02,73.9952,1.0247988891601523
1,71.05,72.19203,-1.1420318603515653
1,68.9,69.21263,-0.3126312255859318
1,68.93,66.60736,2.322639160156257
1,74.84,69.17005,5.669948425292972
1,84.49,86.23208,-1.7420785522460989
1,109.12,98.73359,10.386410827636723
1,118.99,112.076035,6.913965454101557
1,108.64,112.01567,-3.375670776367187
1,90.06,96.06091,-6.000913085937498
1,82.37,82.38669,-0.016688232421870453
1,71.64,69.62824,2.0117575073242193
1,67.72,60.037975,7.682024688720702
1,60.54,55.15532,5.384680786132812
1,62.19,48.759663,13.43033737182617
1,71.27,59.59218,11.677821655273434
1,78.93,66.36407,12.565932922363288
1,91.86,81.52924,10.330756530761718
1,95.62,92.518745,3.1012545776367233
1,121.9,98.2121,23.687902832031256
1,150.85,115.34371,35.50628814697265
1,122.75,127.0128,-4.2628021240234375
1,94.97,111.540695,-16.57069519042969
1,87.5,88.23381,-0.7338104248046875
1,85.92,76.459625,9.460374755859377
1,81.42,71.31286,10.107141418457033
1,74.2,74.411446,-0.2114456176757784
1,79.79,73.34442,6.445578613281256
1,88.57,81.46481,7.105186767578118
1,91.69,88.59664,3.093358459472654
1,113.84,95.84128,17.99872192382813
1,118.55,111.67024,6.879757690429685
1,104.18,108.538506,-4.358505554199212
1,86.41,91.605255,-5.195255126953128
1,66.92,72.07657,-5.156568603515623
1,47.93,58.61032,-10.680321044921875
1,32.4,56.23268,-23.832681274414064
1,28.49,42.24451,-13.754510650634767
1,49.45,39.023758,10.42624206542969
1,77.13,144.91039,-67.78038513183594
1,19.67,79.75817,-60.08817108154297
1,82.39,68.11235,14.277649536132813
1,82.4,95.03162,-12.631616210937494
1,119.03,105.31739,13.71260955810547
1,88.18,131.79904,-43.61904174804687
1,82.4,107.86403,-25.464028930664057
1,95.09,98.562515,-3.472515258789059
1,91.76,96.54613,-4.786127319335932
1,84.15,93.63583,-9.48583374023437
1,74.3,88.46791,-14.167910766601565
1,70.1,78.84,-8.73999633789063
1,66.56,76.409515,-9.849515380859373
1,67.68,74.14634,-6.466339416503899
1,79.97,79.17686,0.7931430053710926
1,96.26,95.83946,0.4205377197265676
1,107.88,106.323395,1.5566052246093705
1,99.07,106.92395,-7.853950195312507
1,87.3,93.77943,-6.479426574707034
1,68.19,83.00904,-14.819040832519534
1,59.92,66.79249,-6.8724880981445295
1,39.32,61.73178,-22.411781005859375
1,9.35,45.725266,-36.375265502929686
1,15.28,20.458618,-5.178618164062501
1,77.04,23.0149,54.025099792480475
1,67.38,63.729065,3.6509350585937455
1,96.06,74.29461,21.765390930175784
1,81.1,105.02603,-23.92603149414063
1,87.94,103.99451,-16.054506835937502
1,114.2,109.93233,4.26767272949219
1,103.43,113.955826,-10.525825805664056
1,95.41,100.89626,-5.486263122558597
1,86.53,92.2087,-5.678702087402343
1,81.58,78.80263,2.777372436523436
1,77.49,72.4771,5.012903442382807
1,79.6,79.11181,0.48819122314452557
1,75.56,71.67439,3.8856072998046898
1,80.25,73.95976,6.2902374267578125
1,89.64,82.10639,7.533608093261719
1,115.94,99.69019,16.249806823730466
1,118.44,114.271576,4.168424072265623
1,93.89,112.28778,-18.39778076171875
1,84.37,91.39462,-7.0246228027343705
1,72.09,75.30635,-3.216350708007809
1,63.15,60.211647,2.9383529663085923
