number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_huber_slope,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
142,35.43443650326111,2026-05-05 16:13:06.553780,2026-05-05 16:13:21.143453,0 days 00:00:14.589673,0.8891064599158581,69.31673174625712,0.005027080877596431,8,46,1500,COMPLETE
143,35.61705153171248,2026-05-05 16:13:21.144452,2026-05-05 16:13:35.545548,0 days 00:00:14.401096,0.9715931924211537,76.96750641433731,0.005204887436320113,8,46,1500,COMPLETE
144,35.70842172229381,2026-05-05 16:13:35.546548,2026-05-05 16:13:47.921446,0 days 00:00:12.374898,0.91381492249629,69.14206205635061,0.00912851736070785,8,37,1500,COMPLETE
145,35.55696532580769,2026-05-05 16:13:47.921446,2026-05-05 16:14:02.496739,0 days 00:00:14.575293,0.8907414816163991,72.3197949976567,0.0049623432808636,8,39,1500,COMPLETE
146,35.58215666645773,2026-05-05 16:14:02.496739,2026-05-05 16:14:18.071902,0 days 00:00:15.575163,0.9353871228671053,59.729886537615656,0.006801081097039673,9,44,1500,COMPLETE
147,35.62221495139047,2026-05-05 16:14:18.071902,2026-05-05 16:14:30.064027,0 days 00:00:11.992125,0.8673841041867405,65.09625923909837,0.007784577030930405,8,48,1500,COMPLETE
148,35.53179897486876,2026-05-05 16:14:30.064027,2026-05-05 16:14:42.701912,0 days 00:00:12.637885,0.8967174035865796,69.63341283506682,0.00804915323060027,8,42,1500,COMPLETE
149,35.493269813343204,2026-05-05 16:14:42.701912,2026-05-05 16:15:00.429667,0 days 00:00:17.727755,0.8855448782110598,74.6166421443279,0.004613929176662673,9,47,1500,COMPLETE
150,35.77770828759428,2026-05-05 16:15:00.429667,2026-05-05 16:15:11.565699,0 days 00:00:11.136032,0.9029537208870253,79.62230369760788,0.00996714428261034,8,40,1400,COMPLETE
151,35.542384965313005,2026-05-05 16:15:11.565699,2026-05-05 16:15:23.306948,0 days 00:00:11.741249,0.8596589550883161,76.0648767246376,0.005525260343361919,8,52,1400,COMPLETE
152,35.59898284152881,2026-05-05 16:15:23.307949,2026-05-05 16:15:35.445758,0 days 00:00:12.137809,0.9120688382650464,71.65628433685076,0.006438509026720373,8,50,1500,COMPLETE
153,35.4372562209854,2026-05-05 16:15:35.445758,2026-05-05 16:15:48.084188,0 days 00:00:12.638430,0.8472488303545502,67.75779074347189,0.005925624744509877,8,45,1400,COMPLETE
154,35.459954281233095,2026-05-05 16:15:48.085195,2026-05-05 16:15:59.800033,0 days 00:00:11.714838,0.8472409383587107,67.89485173015237,0.0070444253269468645,8,45,1400,COMPLETE
155,35.45371817288235,2026-05-05 16:15:59.800033,2026-05-05 16:16:12.529238,0 days 00:00:12.729205,0.8510780367616023,62.23618400731025,0.005088174864482921,8,41,1400,COMPLETE
156,35.51040528430609,2026-05-05 16:16:12.530239,2026-05-05 16:16:26.268252,0 days 00:00:13.738013,0.8489653623682475,62.50260923679196,0.005033530853416536,8,38,1400,COMPLETE
157,35.78081757078387,2026-05-05 16:16:26.268252,2026-05-05 16:16:34.054322,0 days 00:00:07.786070,0.8749482302869587,66.82501872265979,0.005395218841323131,8,41,600,COMPLETE
158,35.432962726237506,2026-05-05 16:16:34.054322,2026-05-05 16:16:45.726988,0 days 00:00:11.672666,0.8634062573012066,62.02629692126197,0.00460279700951067,8,43,1400,COMPLETE
159,35.52922068818091,2026-05-05 16:16:45.726988,2026-05-05 16:16:57.934355,0 days 00:00:12.207367,0.8535047597890856,63.69977457619768,0.0038803210370675933,8,47,1400,COMPLETE
160,35.53260674845097,2026-05-05 16:16:57.934355,2026-05-05 16:17:10.002844,0 days 00:00:12.068489,0.8395042263677527,55.994263549871825,0.004360544595590426,8,36,1400,COMPLETE
161,35.43579491102671,2026-05-05 16:17:10.002844,2026-05-05 16:17:20.953375,0 days 00:00:10.950531,0.8652018934895493,67.99015030580077,0.007309179354714018,8,44,1400,COMPLETE
162,35.44350720162452,2026-05-05 16:17:20.953375,2026-05-05 16:17:32.710457,0 days 00:00:11.757082,0.8593032578881598,61.42594273360334,0.0046521531283222105,8,41,1400,COMPLETE
163,35.46389971304596,2026-05-05 16:17:32.710457,2026-05-05 16:17:44.269336,0 days 00:00:11.558879,0.8603127088020421,58.00595689356967,0.004676178553966336,8,41,1400,COMPLETE
164,35.469740810807515,2026-05-05 16:17:44.269336,2026-05-05 16:17:55.499281,0 days 00:00:11.229945,0.8723917022852076,60.98201265431183,0.006032219403483474,8,38,1400,COMPLETE
165,35.545449794598674,2026-05-05 16:17:55.499281,2026-05-05 16:18:10.505076,0 days 00:00:15.005795,0.8816089822530414,60.75378974295499,0.0036464273065808257,9,43,1300,COMPLETE
166,35.70440781476078,2026-05-05 16:18:10.505076,2026-05-05 16:18:20.136255,0 days 00:00:09.631179,0.8515630364268113,52.49917964589575,0.008484257825623572,8,46,1400,COMPLETE
167,35.58263070706426,2026-05-05 16:18:20.136255,2026-05-05 16:18:31.607570,0 days 00:00:11.471315,0.925322482369704,66.0791598465227,0.007412580290358823,8,40,1400,COMPLETE
168,38.77926681520641,2026-05-05 16:18:31.607570,2026-05-05 16:18:39.109023,0 days 00:00:07.501453,0.8637031374609566,68.94695044133353,0.12107318128855202,8,49,1300,COMPLETE
169,35.4903984814243,2026-05-05 16:18:39.110024,2026-05-05 16:18:51.015765,0 days 00:00:11.905741,0.8384318779224204,62.19973728534269,0.005719764617138673,8,35,1400,COMPLETE
170,35.436885129931206,2026-05-05 16:18:51.015765,2026-05-05 16:19:03.276471,0 days 00:00:12.260706,0.882639950870665,65.0987911346704,0.00432273895159058,8,43,1400,COMPLETE
171,35.42970781455343,2026-05-05 16:19:03.276471,2026-05-05 16:19:15.361098,0 days 00:00:12.084627,0.8855474917974712,65.43105456681492,0.004509817913411043,8,43,1400,COMPLETE
172,35.644725608336316,2026-05-05 16:19:15.361098,2026-05-05 16:19:28.918946,0 days 00:00:13.557848,0.8792402387678231,65.67143712668135,0.0030877878064161737,8,42,1300,COMPLETE
173,35.506325682053216,2026-05-05 16:19:28.919951,2026-05-05 16:19:40.956317,0 days 00:00:12.036366,0.8859880347086512,63.68873076915997,0.004310369855360101,8,46,1400,COMPLETE
174,35.437858120780305,2026-05-05 16:19:40.956317,2026-05-05 16:19:53.101845,0 days 00:00:12.145528,0.8657254879519143,67.4898119948975,0.004774692411173824,8,40,1400,COMPLETE
175,35.44961668535499,2026-05-05 16:19:53.101845,2026-05-05 16:20:05.854000,0 days 00:00:12.752155,0.8688768377801888,58.722561959467306,0.003852317727234464,8,38,1400,COMPLETE
176,35.57088534715573,2026-05-05 16:20:05.855001,2026-05-05 16:20:18.531775,0 days 00:00:12.676774,0.8714021228275382,58.012823654091875,0.0033771909345628862,8,40,1300,COMPLETE
177,35.96233778074688,2026-05-05 16:20:18.532775,2026-05-05 16:20:28.438730,0 days 00:00:09.905955,0.8620248812958154,59.981556924476585,0.00397388342998436,8,95,1400,COMPLETE
178,35.46354950182051,2026-05-05 16:20:28.438730,2026-05-05 16:20:40.942441,0 days 00:00:12.503711,0.8956632098445176,62.011602186095764,0.004729264946880127,8,37,1400,COMPLETE
179,35.44500465541491,2026-05-05 16:20:40.943441,2026-05-05 16:20:54.203157,0 days 00:00:13.259716,0.8774452634605507,65.08333364729872,0.003787906610826726,8,38,1400,COMPLETE
180,35.53347474145776,2026-05-05 16:20:54.203157,2026-05-05 16:21:10.919530,0 days 00:00:16.716373,0.8873913722320881,65.20092111010612,0.003536604525520494,9,38,1300,COMPLETE
181,35.51476565895952,2026-05-05 16:21:10.919530,2026-05-05 16:21:24.205120,0 days 00:00:13.285590,0.8665312376196961,67.48521699868806,0.004183515659679802,8,34,1400,COMPLETE
182,35.431135953234055,2026-05-05 16:21:24.205120,2026-05-05 16:21:36.120855,0 days 00:00:11.915735,0.8753266061144538,64.99420569278442,0.005029517019249221,8,42,1400,COMPLETE
183,35.46272484668847,2026-05-05 16:21:36.121901,2026-05-05 16:21:48.162185,0 days 00:00:12.040284,0.8775770419714439,64.97996100025644,0.004961965969349361,8,40,1400,COMPLETE
184,35.47630630700357,2026-05-05 16:21:48.162185,2026-05-05 16:22:01.031290,0 days 00:00:12.869105,0.8547826768982749,63.49622053348052,0.0038488709479033057,8,41,1400,COMPLETE
185,35.4677766224877,2026-05-05 16:22:01.031290,2026-05-05 16:22:12.775522,0 days 00:00:11.744232,0.888296829325526,58.4680588167476,0.004493136334021488,8,36,1300,COMPLETE
186,35.51857347275761,2026-05-05 16:22:12.776521,2026-05-05 16:22:24.220035,0 days 00:00:11.443514,0.9022246707081589,56.3606727230842,0.005015442115711983,8,42,1400,COMPLETE
187,35.664617371717725,2026-05-05 16:22:24.220035,2026-05-05 16:22:37.722238,0 days 00:00:13.502203,0.8784308276934497,53.45363304408372,0.0030767294895799754,8,38,1400,COMPLETE
188,35.58432700037895,2026-05-05 16:22:37.723238,2026-05-05 16:22:50.129000,0 days 00:00:12.405762,0.9939812298316033,61.18490952876214,0.003935346949208481,8,43,1300,COMPLETE
189,35.526867990705995,2026-05-05 16:22:50.129000,2026-05-05 16:23:01.877994,0 days 00:00:11.748994,0.8576473524202184,68.43478351650103,0.005363256053375339,8,39,1400,COMPLETE
190,35.5831991835163,2026-05-05 16:23:01.877994,2026-05-05 16:23:12.854418,0 days 00:00:10.976424,0.8728345640219586,50.38637876675944,0.004635325222234809,8,47,1400,COMPLETE
