fold,type,rmse,mae,rmae
1,cv,29.87917579727126,19.045168130235258,0.5276251909915106
2,cv,39.750247930560505,18.794826250355214,0.5206897477713908
3,cv,23.039524225837162,13.658679797085359,0.37839852540803104
4,cv,33.19353270792729,21.6466617599845,0.599696677253716
5,cv,32.34595573877762,20.31607444339727,0.5628342362269722
test,test,36.322588974696885,24.084426045897974,0.6672322242308742
