number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
152,35.68019094356694,2026-05-05 17:49:39.669032,2026-05-05 17:49:50.512933,0 days 00:00:10.843901,0.8852802940351217,0.006709088014166779,9,35,800,COMPLETE
153,35.737963778014795,2026-05-05 17:49:50.512933,2026-05-05 17:50:02.640346,0 days 00:00:12.127413,0.88878600455283,0.005138458720975752,9,36,800,COMPLETE
154,35.72562885045213,2026-05-05 17:50:02.640346,2026-05-05 17:50:14.348798,0 days 00:00:11.708452,0.9203014376566651,0.0060014002772478875,9,33,800,COMPLETE
155,36.344523146124175,2026-05-05 17:50:14.348798,2026-05-05 17:50:28.554962,0 days 00:00:14.206164,0.9009984200805061,0.006609543946347091,9,24,1000,COMPLETE
156,37.12748887023506,2026-05-05 17:50:28.554962,2026-05-05 17:50:46.859124,0 days 00:00:18.304162,0.8439766000308168,0.0029116044089935018,9,27,900,COMPLETE
157,36.00865804110568,2026-05-05 17:50:46.859124,2026-05-05 17:51:01.488009,0 days 00:00:14.628885,0.8588225946938649,0.007001336371613956,10,30,900,COMPLETE
158,35.94270990397978,2026-05-05 17:51:01.488514,2026-05-05 17:51:14.806917,0 days 00:00:13.318403,0.8832142268004335,0.004318149096674728,9,35,800,COMPLETE
159,35.68429563146964,2026-05-05 17:51:14.806917,2026-05-05 17:51:24.849167,0 days 00:00:10.042250,0.8741925750538767,0.007637235148019399,9,41,900,COMPLETE
160,35.875786735966734,2026-05-05 17:51:24.849167,2026-05-05 17:51:36.005112,0 days 00:00:11.155945,0.9356715371827534,0.007911610085686235,9,38,1000,COMPLETE
161,35.73124602651255,2026-05-05 17:51:36.006111,2026-05-05 17:51:46.368315,0 days 00:00:10.362204,0.8747196857898262,0.007740989068396122,9,37,900,COMPLETE
162,35.6746052888318,2026-05-05 17:51:46.368315,2026-05-05 17:51:57.624423,0 days 00:00:11.256108,0.8944537693584363,0.006256573078337912,9,41,900,COMPLETE
163,36.08900873878647,2026-05-05 17:51:57.624423,2026-05-05 17:52:10.761355,0 days 00:00:13.136932,0.9023047778318132,0.005760163848247904,9,32,900,COMPLETE
164,35.7235517892255,2026-05-05 17:52:10.762212,2026-05-05 17:52:24.578041,0 days 00:00:13.815829,0.8913079512521076,0.0063579984226520385,10,35,800,COMPLETE
165,35.84589432975067,2026-05-05 17:52:24.578041,2026-05-05 17:52:36.940734,0 days 00:00:12.362693,0.8526327082564895,0.004819430962993121,9,38,800,COMPLETE
166,35.68081364717906,2026-05-05 17:52:36.940734,2026-05-05 17:52:46.553783,0 days 00:00:09.613049,0.9097258627801876,0.006754841074667887,9,41,700,COMPLETE
167,35.6766990859994,2026-05-05 17:52:46.553783,2026-05-05 17:52:56.293334,0 days 00:00:09.739551,0.9072839905088735,0.006669897883235858,9,41,700,COMPLETE
168,35.77271307020949,2026-05-05 17:52:56.293334,2026-05-05 17:53:06.933088,0 days 00:00:10.639754,0.9075481481242252,0.005634612144877611,9,40,700,COMPLETE
169,35.67653044631389,2026-05-05 17:53:06.933088,2026-05-05 17:53:17.048647,0 days 00:00:10.115559,0.9469544600244404,0.006815695557969769,9,36,700,COMPLETE
170,35.82234457774061,2026-05-05 17:53:17.048647,2026-05-05 17:53:32.755785,0 days 00:00:15.707138,0.9653150763396253,0.003792223380790255,9,40,1000,COMPLETE
171,35.66579474141366,2026-05-05 17:53:32.755785,2026-05-05 17:53:43.011883,0 days 00:00:10.256098,0.9514898790680588,0.006778140659236709,9,36,700,COMPLETE
172,35.944873893234,2026-05-05 17:53:43.027284,2026-05-05 17:53:54.493779,0 days 00:00:11.466495,0.9509062016702571,0.005225904969027467,9,37,700,COMPLETE
173,35.70546442287949,2026-05-05 17:53:54.494780,2026-05-05 17:54:05.412940,0 days 00:00:10.918160,0.9328128633747981,0.007018226434324189,9,33,800,COMPLETE
174,36.105758933432604,2026-05-05 17:54:05.412940,2026-05-05 17:54:17.946671,0 days 00:00:12.533731,0.9393521089988863,0.006148116047329626,9,29,800,COMPLETE
175,35.682673278907274,2026-05-05 17:54:17.946671,2026-05-05 17:54:26.668198,0 days 00:00:08.721527,0.9163761198592569,0.00797791368480806,9,42,700,COMPLETE
176,39.46726345279447,2026-05-05 17:54:26.668198,2026-05-05 17:54:33.084387,0 days 00:00:06.416189,0.9802940314839738,0.19427844001820796,9,39,800,COMPLETE
177,35.749989638332046,2026-05-05 17:54:33.084387,2026-05-05 17:54:45.746653,0 days 00:00:12.662266,0.9567493955301248,0.00680494950667739,10,36,700,COMPLETE
178,36.22206962949669,2026-05-05 17:54:45.746653,2026-05-05 17:54:57.610282,0 days 00:00:11.863629,0.895719992819589,0.005508741096348783,9,32,700,COMPLETE
179,37.22429876955266,2026-05-05 17:54:57.610282,2026-05-05 17:55:19.802929,0 days 00:00:22.192647,0.8654649541245623,0.004623769917111213,9,8,800,COMPLETE
180,35.69617586951726,2026-05-05 17:55:19.802929,2026-05-05 17:55:28.941102,0 days 00:00:09.138173,0.9260157507042281,0.007429854407586317,9,42,700,COMPLETE
181,35.717500091954015,2026-05-05 17:55:28.941102,2026-05-05 17:55:39.051395,0 days 00:00:10.110293,0.8890502794486426,0.006656060952640883,9,35,700,COMPLETE
182,35.82582399982256,2026-05-05 17:55:39.051395,2026-05-05 17:55:49.751905,0 days 00:00:10.700510,0.9461824519092942,0.0061518592013864795,9,37,700,COMPLETE
183,35.80105212677311,2026-05-05 17:55:49.751905,2026-05-05 17:55:59.674812,0 days 00:00:09.922907,0.6213678489993995,0.007092718866504957,9,34,900,COMPLETE
184,35.674724679956924,2026-05-05 17:55:59.674812,2026-05-05 17:56:08.479630,0 days 00:00:08.804818,0.9085339259937543,0.008233165214527115,9,40,700,COMPLETE
185,35.61618911032527,2026-05-05 17:56:08.479630,2026-05-05 17:56:17.123622,0 days 00:00:08.643992,0.9022950875414268,0.008461379414927524,9,40,700,COMPLETE
186,35.81256941399225,2026-05-05 17:56:17.124849,2026-05-05 17:56:26.657540,0 days 00:00:09.532691,0.9192378396197358,0.008279242367651362,9,39,800,COMPLETE
187,35.72761394167448,2026-05-05 17:56:26.657540,2026-05-05 17:56:36.683420,0 days 00:00:10.025880,0.8966575389676675,0.009651239887140995,10,38,700,COMPLETE
188,35.60699520742865,2026-05-05 17:56:36.684420,2026-05-05 17:56:45.674200,0 days 00:00:08.989780,0.9064493876942392,0.008374106944500005,9,43,800,COMPLETE
189,35.64055143708555,2026-05-05 17:56:45.676198,2026-05-05 17:56:54.955180,0 days 00:00:09.278982,0.9126341884575845,0.008274231670423928,9,40,800,COMPLETE
190,35.65359248140158,2026-05-05 17:56:54.955180,2026-05-05 17:57:04.440474,0 days 00:00:09.485294,0.9299945971724853,0.008280517059026113,9,43,800,COMPLETE
191,35.62333110314491,2026-05-05 17:57:04.440474,2026-05-05 17:57:14.071710,0 days 00:00:09.631236,0.9269049549415522,0.00826815554500828,9,43,800,COMPLETE
192,35.642312250165176,2026-05-05 17:57:14.071710,2026-05-05 17:57:23.307087,0 days 00:00:09.235377,0.9287584295830735,0.008639932346999925,9,43,800,COMPLETE
193,35.640740405072776,2026-05-05 17:57:23.307087,2026-05-05 17:57:32.312442,0 days 00:00:09.005355,0.9278320118874723,0.008458060701740348,9,43,800,COMPLETE
194,35.72376958916086,2026-05-05 17:57:32.313305,2026-05-05 17:57:41.812563,0 days 00:00:09.499258,0.932823756642851,0.008693612307667799,9,43,900,COMPLETE
195,35.74617126703595,2026-05-05 17:57:41.813614,2026-05-05 17:57:50.048664,0 days 00:00:08.235050,0.9238429703710772,0.01012181974955338,9,44,800,COMPLETE
196,35.63451491384875,2026-05-05 17:57:50.048664,2026-05-05 17:57:59.122866,0 days 00:00:09.074202,0.927955900281476,0.008268031898220611,9,43,800,COMPLETE
197,35.74167793502853,2026-05-05 17:57:59.123694,2026-05-05 17:58:09.537255,0 days 00:00:10.413561,0.9347605756973504,0.009372356909625757,10,43,800,COMPLETE
198,35.70019891422378,2026-05-05 17:58:09.538256,2026-05-05 17:58:18.786952,0 days 00:00:09.248696,0.9426372998649382,0.008138084675697696,9,44,800,COMPLETE
199,36.22174184285054,2026-05-05 17:58:18.786952,2026-05-05 17:58:25.670218,0 days 00:00:06.883266,0.9550436792133203,0.00840692296331843,9,100,800,COMPLETE
200,35.820240321124395,2026-05-05 17:58:25.670218,2026-05-05 17:58:34.322309,0 days 00:00:08.652091,0.9203907715318763,0.010163357569185452,9,38,800,COMPLETE
201,35.57413794191873,2026-05-05 17:58:34.322309,2026-05-05 17:58:44.606360,0 days 00:00:10.284051,0.9129051061252984,0.007487638423012632,9,40,900,COMPLETE
202,35.61867562789729,2026-05-05 17:58:44.621370,2026-05-05 17:58:55.178915,0 days 00:00:10.557545,0.9287315276793974,0.007561127095646881,9,43,900,COMPLETE
203,35.651823142619605,2026-05-05 17:58:55.179916,2026-05-05 17:59:05.418411,0 days 00:00:10.238495,0.9260938271354305,0.007679587909971459,9,40,900,COMPLETE
204,35.6574903271826,2026-05-05 17:59:05.419416,2026-05-05 17:59:15.742663,0 days 00:00:10.323247,0.9290249333775691,0.007817806881969256,9,40,900,COMPLETE
205,35.679494732823876,2026-05-05 17:59:15.742663,2026-05-05 17:59:26.217782,0 days 00:00:10.475119,0.9304521451993214,0.00755777413245698,9,43,900,COMPLETE
206,35.68636715621341,2026-05-05 17:59:26.218782,2026-05-05 17:59:37.160682,0 days 00:00:10.941900,0.9167272112012321,0.0077005924458817005,9,40,1000,COMPLETE
207,35.71045893770277,2026-05-05 17:59:37.160682,2026-05-05 17:59:46.758889,0 days 00:00:09.598207,0.926885998565563,0.00878979428089991,9,42,900,COMPLETE
208,35.792609610561534,2026-05-05 17:59:46.759890,2026-05-05 17:59:57.238653,0 days 00:00:10.478763,0.9263512468079119,0.00770683497435488,9,39,900,COMPLETE
209,35.77088397170995,2026-05-05 17:59:57.239441,2026-05-05 18:00:06.676160,0 days 00:00:09.436719,0.9398435118447978,0.00937591389127256,9,44,900,COMPLETE
210,35.84884415987896,2026-05-05 18:00:06.676160,2026-05-05 18:00:15.585164,0 days 00:00:08.909004,0.9137004550029978,0.0108077513184894,9,41,900,COMPLETE
211,35.85381833788102,2026-05-05 18:00:15.600509,2026-05-05 18:00:25.720384,0 days 00:00:10.119875,0.9680889179143134,0.008462794427792379,9,39,900,COMPLETE
212,35.62084927415367,2026-05-05 18:00:25.721385,2026-05-05 18:00:35.472499,0 days 00:00:09.751114,0.9515311476490753,0.007464592341120392,9,43,800,COMPLETE
213,35.68598305890356,2026-05-05 18:00:35.472499,2026-05-05 18:00:44.992433,0 days 00:00:09.519934,0.9442421582028058,0.007535128023613027,9,44,800,COMPLETE
214,35.73640177743348,2026-05-05 18:00:44.992624,2026-05-05 18:00:54.990593,0 days 00:00:09.997969,0.9029944489949339,0.008633508347637523,9,42,1000,COMPLETE
215,35.64200447719912,2026-05-05 18:00:54.990593,2026-05-05 18:01:04.706326,0 days 00:00:09.715733,0.9323823102037333,0.007542520688816319,9,40,800,COMPLETE
216,35.670224634421984,2026-05-05 18:01:04.706326,2026-05-05 18:01:14.247256,0 days 00:00:09.540930,0.9366781872532479,0.007651148666363106,9,45,800,COMPLETE
217,35.80270539249327,2026-05-05 18:01:14.247256,2026-05-05 18:01:22.776080,0 days 00:00:08.528824,0.923063997002809,0.009763502295747253,9,41,800,COMPLETE
218,35.852176679617536,2026-05-05 18:01:22.777117,2026-05-05 18:01:32.523589,0 days 00:00:09.746472,0.9152560358048055,0.00862485479295497,9,39,900,COMPLETE
219,35.77120407383117,2026-05-05 18:01:32.523589,2026-05-05 18:01:40.606255,0 days 00:00:08.082666,0.9292564562293698,0.010677934676076039,9,43,800,COMPLETE
220,35.71017877302437,2026-05-05 18:01:40.606255,2026-05-05 18:01:50.786007,0 days 00:00:10.179752,0.9577840304295616,0.007463726399089941,9,45,900,COMPLETE
221,35.65983588655722,2026-05-05 18:01:50.786007,2026-05-05 18:02:00.205979,0 days 00:00:09.419972,0.9367750576808084,0.008220237226093633,9,40,800,COMPLETE
222,35.736120727100314,2026-05-05 18:02:00.206979,2026-05-05 18:02:09.173437,0 days 00:00:08.966458,0.9388826710005428,0.009373836395319144,9,41,800,COMPLETE
223,35.69171207037509,2026-05-05 18:02:09.173437,2026-05-05 18:02:19.235145,0 days 00:00:10.061708,0.9443652589593413,0.008166259049534401,9,40,900,COMPLETE
224,35.62122031966708,2026-05-05 18:02:19.235145,2026-05-05 18:02:28.787536,0 days 00:00:09.552391,0.9271884003793935,0.007420456922009549,9,43,800,COMPLETE
225,35.66484228545589,2026-05-05 18:02:28.787536,2026-05-05 18:02:38.282308,0 days 00:00:09.494772,0.9136830818732063,0.007495617581506773,9,43,800,COMPLETE
226,35.69639998768967,2026-05-05 18:02:38.282308,2026-05-05 18:02:49.260530,0 days 00:00:10.978222,0.9260416914630762,0.005821791716656352,9,48,900,COMPLETE
227,35.660053837754134,2026-05-05 18:02:49.276050,2026-05-05 18:02:57.822388,0 days 00:00:08.546338,0.910515710666962,0.00913929781493259,9,45,800,COMPLETE
228,35.7084999243139,2026-05-05 18:02:57.822388,2026-05-05 18:03:07.878546,0 days 00:00:10.056158,0.9034636394959724,0.007307018167331629,9,38,800,COMPLETE
229,35.7863700482933,2026-05-05 18:03:07.878830,2026-05-05 18:03:17.452796,0 days 00:00:09.573966,0.9200300675070505,0.009820227814738776,9,42,900,COMPLETE
230,35.65047286934016,2026-05-05 18:03:17.452796,2026-05-05 18:03:28.072735,0 days 00:00:10.619939,0.9339051273572513,0.007240795199548298,9,46,800,COMPLETE
231,35.668544253898276,2026-05-05 18:03:28.073735,2026-05-05 18:03:37.557493,0 days 00:00:09.483758,0.93073819379813,0.007294577438543054,9,46,800,COMPLETE
232,35.63482545256915,2026-05-05 18:03:37.557493,2026-05-05 18:03:47.148948,0 days 00:00:09.591455,0.9490868082781888,0.008324970867929599,9,43,800,COMPLETE
233,35.715450159153235,2026-05-05 18:03:47.148948,2026-05-05 18:03:57.546832,0 days 00:00:10.397884,0.9492964454385977,0.008278957480250877,9,44,800,COMPLETE
234,35.664984382551886,2026-05-05 18:03:57.546832,2026-05-05 18:04:08.782052,0 days 00:00:11.235220,0.9554060392816123,0.006143352481609453,9,47,800,COMPLETE
235,35.783911287972764,2026-05-05 18:04:08.797386,2026-05-05 18:04:17.656388,0 days 00:00:08.859002,0.962853693994138,0.008763175140548874,9,49,800,COMPLETE
236,35.62490673875769,2026-05-05 18:04:17.656388,2026-05-05 18:04:27.485031,0 days 00:00:09.828643,0.9444361218026793,0.007165130027414379,9,43,800,COMPLETE
237,35.69913327834737,2026-05-05 18:04:27.486030,2026-05-05 18:04:37.342878,0 days 00:00:09.856848,0.9403675391018979,0.007114989427557843,9,45,800,COMPLETE
238,35.708614499452906,2026-05-05 18:04:37.342878,2026-05-05 18:04:48.001233,0 days 00:00:10.658355,0.9727577874398694,0.006286771312581358,9,43,800,COMPLETE
239,35.70368836593916,2026-05-05 18:04:48.001233,2026-05-05 18:04:57.765347,0 days 00:00:09.764114,0.9459274319635684,0.007116051265962975,9,46,800,COMPLETE
240,39.545071899453035,2026-05-05 18:04:57.765347,2026-05-05 18:05:13.683241,0 days 00:00:15.917894,0.9220487032391875,0.0018022001532460574,9,43,800,COMPLETE
241,35.72367105657618,2026-05-05 18:05:13.683241,2026-05-05 18:05:23.064967,0 days 00:00:09.381726,0.9336004240360354,0.00818648589900992,9,41,800,COMPLETE
242,35.74239456411673,2026-05-05 18:05:23.065967,2026-05-05 18:05:31.678330,0 days 00:00:08.612363,0.9179430712318803,0.00935717604215546,9,44,800,COMPLETE
243,35.67125559514692,2026-05-05 18:05:31.678330,2026-05-05 18:05:41.418176,0 days 00:00:09.739846,0.9047847983359139,0.007335988114051436,9,42,800,COMPLETE
244,36.050753470480046,2026-05-05 18:05:41.418176,2026-05-05 18:05:48.892252,0 days 00:00:07.474076,0.9396420860774033,0.008599212159111354,9,82,800,COMPLETE
245,35.898978000697845,2026-05-05 18:05:48.892252,2026-05-05 18:05:57.763184,0 days 00:00:08.870932,0.9488615808834574,0.010314889275177739,9,38,800,COMPLETE
246,35.6805613430285,2026-05-05 18:05:57.764184,2026-05-05 18:06:09.501711,0 days 00:00:11.737527,0.9265349507502119,0.005647002588119964,9,42,900,COMPLETE
247,35.67099378640388,2026-05-05 18:06:09.501711,2026-05-05 18:06:18.570465,0 days 00:00:09.068754,0.9146755758300902,0.007963800647394584,9,46,800,COMPLETE
248,35.576671858603866,2026-05-05 18:06:18.570465,2026-05-05 18:06:29.555709,0 days 00:00:10.985244,0.9011969622698203,0.006551188926656428,9,40,900,COMPLETE
249,35.68139563639254,2026-05-05 18:06:29.555709,2026-05-05 18:06:41.014125,0 days 00:00:11.458416,0.898970358946414,0.006290528095343041,9,38,900,COMPLETE
250,35.6273904335145,2026-05-05 18:06:41.029768,2026-05-05 18:06:51.227650,0 days 00:00:10.197882,0.910530418820844,0.006779290009842761,9,40,800,COMPLETE
251,35.684601971532146,2026-05-05 18:06:51.228649,2026-05-05 18:07:03.512872,0 days 00:00:12.284223,0.9081197550799694,0.005260227446446367,9,40,900,COMPLETE
252,35.7311948250747,2026-05-05 18:07:03.526376,2026-05-05 18:07:16.110466,0 days 00:00:12.584090,0.900300318556812,0.006736901945048973,9,38,1100,COMPLETE
253,35.66443102984986,2026-05-05 18:07:16.110466,2026-05-05 18:07:27.778045,0 days 00:00:11.667579,0.914827489658599,0.00586596688385895,9,40,900,COMPLETE
254,35.743489665868694,2026-05-05 18:07:27.778045,2026-05-05 18:07:39.292348,0 days 00:00:11.514303,0.9230652601957385,0.007260547174665592,9,37,1000,COMPLETE
255,35.7031548371078,2026-05-05 18:07:39.293198,2026-05-05 18:07:49.674416,0 days 00:00:10.381218,0.958416246771301,0.0064430500844977505,9,44,800,COMPLETE
256,35.63149272828227,2026-05-05 18:07:49.674416,2026-05-05 18:07:59.134854,0 days 00:00:09.460438,0.8930199660795557,0.007036943986979615,9,47,800,COMPLETE
257,35.67999349204229,2026-05-05 18:07:59.134854,2026-05-05 18:08:08.499237,0 days 00:00:09.364383,0.8925923243072627,0.006909104269044969,9,49,800,COMPLETE
258,35.68338660960326,2026-05-05 18:08:08.515164,2026-05-05 18:08:18.746072,0 days 00:00:10.230908,0.8981874453136671,0.005931029513863691,9,48,800,COMPLETE
259,35.64891573475285,2026-05-05 18:08:18.747074,2026-05-05 18:08:28.233846,0 days 00:00:09.486772,0.908294057127,0.006983911660671377,9,47,800,COMPLETE
260,35.63418805343652,2026-05-05 18:08:28.233846,2026-05-05 18:08:38.256917,0 days 00:00:10.023071,0.9087759369439321,0.006368408181708865,9,47,800,COMPLETE
261,35.71088249030454,2026-05-05 18:08:38.256917,2026-05-05 18:08:49.058543,0 days 00:00:10.801626,0.8979585546276344,0.005708859624433162,9,50,800,COMPLETE
262,35.65608893607267,2026-05-05 18:08:49.058543,2026-05-05 18:08:59.085574,0 days 00:00:10.027031,0.8739696829484974,0.006317076925733438,9,45,800,COMPLETE
263,35.71347456184618,2026-05-05 18:08:59.085574,2026-05-05 18:09:10.630376,0 days 00:00:11.544802,0.8890923545334322,0.005083936226438119,9,42,800,COMPLETE
264,35.70430807775893,2026-05-05 18:09:10.630376,2026-05-05 18:09:19.306759,0 days 00:00:08.676383,0.9190741545842083,0.009108500674108134,9,44,800,COMPLETE
265,35.69848249307651,2026-05-05 18:09:19.306759,2026-05-05 18:09:29.555452,0 days 00:00:10.248693,0.9069594146770903,0.008011976660854963,9,41,900,COMPLETE
266,35.723115889406486,2026-05-05 18:09:29.556452,2026-05-05 18:09:40.700325,0 days 00:00:11.143873,0.8917890477950807,0.006481695118478137,9,33,800,COMPLETE
267,36.27026841183458,2026-05-05 18:09:40.700325,2026-05-05 18:09:48.029188,0 days 00:00:07.328863,0.689892482974247,0.009018884116137531,9,69,900,COMPLETE
268,35.59635501614542,2026-05-05 18:09:48.030188,2026-05-05 18:09:57.094880,0 days 00:00:09.064692,0.9103740866889255,0.007777347566047726,9,47,800,COMPLETE
269,36.75573963964175,2026-05-05 18:09:57.094880,2026-05-05 18:09:59.282206,0 days 00:00:02.187326,0.910717508162474,0.007970365667134938,3,48,900,COMPLETE
270,35.68229100649181,2026-05-05 18:09:59.282206,2026-05-05 18:10:07.663520,0 days 00:00:08.381314,0.9028801452873124,0.009491090206024004,9,47,800,COMPLETE
271,35.71282959896779,2026-05-05 18:10:07.663520,2026-05-05 18:10:16.357249,0 days 00:00:08.693729,0.9159833302465963,0.008474701047657416,9,50,800,COMPLETE
272,35.69406899566571,2026-05-05 18:10:16.357249,2026-05-05 18:10:26.245395,0 days 00:00:09.888146,0.9424970788648025,0.007018581239294058,9,45,800,COMPLETE
273,35.633955084620425,2026-05-05 18:10:26.245395,2026-05-05 18:10:37.784889,0 days 00:00:11.539494,0.9067486771474067,0.005592795544323089,9,43,900,COMPLETE
274,35.6424253328111,2026-05-05 18:10:37.786133,2026-05-05 18:10:49.413438,0 days 00:00:11.627305,0.9086839902203984,0.005536235766367089,9,43,900,COMPLETE
275,35.66943745205289,2026-05-05 18:10:49.414439,2026-05-05 18:11:02.895229,0 days 00:00:13.480790,0.9077792242214431,0.004623660582139996,9,43,1000,COMPLETE
276,35.64508440789266,2026-05-05 18:11:02.895229,2026-05-05 18:11:14.672079,0 days 00:00:11.776850,0.8995133948119719,0.005232566487788241,9,46,900,COMPLETE
277,35.665529333069074,2026-05-05 18:11:14.672079,2026-05-05 18:11:26.622546,0 days 00:00:11.950467,0.9163909076279267,0.005470204410788015,9,42,900,COMPLETE
278,38.65357642132553,2026-05-05 18:11:26.622546,2026-05-05 18:12:01.559372,0 days 00:00:34.936826,0.9247595542631983,0.005739083113774111,9,1,900,COMPLETE
279,35.683634247352806,2026-05-05 18:12:01.559372,2026-05-05 18:12:14.918416,0 days 00:00:13.359044,0.8934627956111235,0.004806336175417071,9,44,1000,COMPLETE
280,35.63141882593585,2026-05-05 18:12:14.919038,2026-05-05 18:12:26.090095,0 days 00:00:11.171057,0.9101548313308828,0.006315536583979815,9,40,900,COMPLETE
281,35.66099474469053,2026-05-05 18:12:26.090095,2026-05-05 18:12:37.354103,0 days 00:00:11.264008,0.9334671256154857,0.006341000249043209,9,40,900,COMPLETE
282,35.81779209945869,2026-05-05 18:12:37.355104,2026-05-05 18:12:48.782737,0 days 00:00:11.427633,0.9189983942258904,0.006195489780288099,9,39,900,COMPLETE
283,35.69661604348356,2026-05-05 18:12:48.782737,2026-05-05 18:13:02.604118,0 days 00:00:13.821381,0.9039951094427201,0.006668426067656616,10,41,1000,COMPLETE
284,36.04627173605179,2026-05-05 18:13:02.605119,2026-05-05 18:13:06.367735,0 days 00:00:03.762616,0.933123213002678,0.007256117419732971,5,48,900,COMPLETE
285,35.77211250964813,2026-05-05 18:13:06.368736,2026-05-05 18:13:16.852011,0 days 00:00:10.483275,0.9135793955296415,0.007857035947688624,9,38,900,COMPLETE
286,35.69705785380399,2026-05-05 18:13:16.853011,2026-05-05 18:13:27.202105,0 days 00:00:10.349094,0.9499284362147723,0.006182366867582092,9,46,800,COMPLETE
287,36.42815877290324,2026-05-05 18:13:27.202105,2026-05-05 18:13:33.376416,0 days 00:00:06.174311,0.8875373750897283,0.025572187316124637,9,42,800,COMPLETE
288,35.633281311068764,2026-05-05 18:13:33.376416,2026-05-05 18:13:43.695036,0 days 00:00:10.318620,0.9244218600888913,0.006754519800811206,9,40,800,COMPLETE
289,35.79390723513865,2026-05-05 18:13:43.695036,2026-05-05 18:13:55.910583,0 days 00:00:12.215547,0.8979864252101406,0.005370430527133823,9,39,900,COMPLETE
290,35.918494553657034,2026-05-05 18:13:55.910583,2026-05-05 18:14:04.912722,0 days 00:00:09.002139,0.5708024003469735,0.006455924382343475,9,41,800,COMPLETE
291,35.7448096162356,2026-05-05 18:14:04.912722,2026-05-05 18:14:15.748043,0 days 00:00:10.835321,0.9225212570435721,0.007101301157364839,9,38,900,COMPLETE
292,37.37786502150514,2026-05-05 18:14:15.748043,2026-05-05 18:14:18.567354,0 days 00:00:02.819311,0.9102209035703211,0.0041858367209556425,4,88,800,COMPLETE
293,35.742486607426294,2026-05-05 18:14:18.567354,2026-05-05 18:14:29.392881,0 days 00:00:10.825527,0.9686071222068017,0.0059021248952187974,9,45,800,COMPLETE
294,37.93466290034282,2026-05-05 18:14:29.392881,2026-05-05 18:14:35.300227,0 days 00:00:05.907346,0.9218688985043104,0.0928799140285323,9,40,800,COMPLETE
295,35.69589583280114,2026-05-05 18:14:35.301227,2026-05-05 18:14:46.266506,0 days 00:00:10.965279,0.9387202253050702,0.007298545344242599,9,37,900,COMPLETE
296,35.699952057752085,2026-05-05 18:14:46.266506,2026-05-05 18:14:56.934411,0 days 00:00:10.667905,0.9005381321937027,0.007719616943056305,9,42,1000,COMPLETE
297,35.841210976082586,2026-05-05 18:14:56.934411,2026-05-05 18:15:10.571183,0 days 00:00:13.636772,0.883864293747206,0.006604216709442858,9,48,1500,COMPLETE
298,35.670150943966036,2026-05-05 18:15:10.571183,2026-05-05 18:15:25.221754,0 days 00:00:14.650571,0.917184007462691,0.005010829423972833,9,44,1300,COMPLETE
299,35.81971412832433,2026-05-05 18:15:25.221754,2026-05-05 18:15:33.290564,0 days 00:00:08.068810,0.9289953346494041,0.008297309323522984,9,51,700,COMPLETE
300,35.67854425618417,2026-05-05 18:15:33.290564,2026-05-05 18:15:44.554633,0 days 00:00:11.264069,0.9489389944917352,0.005922710209575125,9,40,800,COMPLETE
301,35.7683304495586,2026-05-05 18:15:44.554633,2026-05-05 18:15:54.047920,0 days 00:00:09.493287,0.9893784812946033,0.006751717376434555,9,46,700,COMPLETE
