fold,type,rmse,mae,rmae
1,cv,29.328437249040523,18.347244939930302,1.0716483159372194
2,cv,44.00468922303304,18.53097463987607,1.082379824901054
3,cv,25.25523255648432,16.113973808008065,0.9412046850056337
4,cv,31.787546467945248,21.49832758591375,1.2557006040057073
5,cv,31.689508968416316,20.275770923526764,1.1842920196283617
test,test,31.60047247463182,21.47268985549517,1.2542031240997336
