number,value,datetime_start,datetime_complete,duration,params_alpha,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
21,35.93432689985049,2026-04-29 11:44:45.227059,2026-04-29 11:44:46.085991,0 days 00:00:00.858932,35.24618800128812,0.5548421258954878,0.03974654745591427,5,5,487,88,COMPLETE
22,35.97619387987748,2026-04-29 11:44:46.085991,2026-04-29 11:44:47.307455,0 days 00:00:01.221464,31.255329290573307,0.6531320652978531,0.025525572043021468,6,13,458,102,COMPLETE
23,39.95647253937386,2026-04-29 11:44:47.311463,2026-04-29 11:44:48.963438,0 days 00:00:01.651975,32.21629442471738,0.6720005585152659,0.0076998052086052395,6,15,458,70,COMPLETE
24,35.69347399111174,2026-04-29 11:44:48.963438,2026-04-29 11:44:51.044759,0 days 00:00:02.081321,46.91505738226315,0.7378836567750965,0.024094295868190292,7,5,562,86,COMPLETE
25,35.652745795816074,2026-04-29 11:44:51.044759,2026-04-29 11:44:52.887983,0 days 00:00:01.843224,46.67039057136265,0.756641369369169,0.018678503121227697,7,22,573,86,COMPLETE
26,35.97844198513765,2026-04-29 11:44:52.887983,2026-04-29 11:44:55.687221,0 days 00:00:02.799238,48.72135650953217,0.7740927024432429,0.009306009059755765,8,22,591,79,COMPLETE
27,35.560690120669136,2026-04-29 11:44:55.687221,2026-04-29 11:44:57.599529,0 days 00:00:01.912308,57.31017647396852,0.8329143056182876,0.01693567751208229,7,35,738,68,COMPLETE
28,35.62715312329837,2026-04-29 11:44:57.599529,2026-04-29 11:44:59.429136,0 days 00:00:01.829607,57.872298163386645,0.8734240547023978,0.019025271820815995,7,35,779,49,COMPLETE
29,45.31670968677146,2026-04-29 11:44:59.429136,2026-04-29 11:45:02.975785,0 days 00:00:03.546649,4.078334319029095,0.9181165959987072,0.017593448821276753,9,35,819,49,COMPLETE
30,35.95772229354528,2026-04-29 11:45:02.975785,2026-04-29 11:45:06.210238,0 days 00:00:03.234453,59.572157892649216,0.817204924663901,0.006056595985505719,8,41,747,67,COMPLETE
31,35.51809421062403,2026-04-29 11:45:06.210238,2026-04-29 11:45:08.080732,0 days 00:00:01.870494,46.291846863047695,0.8916601344478772,0.016912786424216727,7,18,633,49,COMPLETE
32,35.581857239686485,2026-04-29 11:45:08.080732,2026-04-29 11:45:09.701666,0 days 00:00:01.620934,46.4120481173975,0.908157826747041,0.015291764129620203,6,20,659,47,COMPLETE
