fold,type,rmse,mae,rmae
1,cv,29.70488773183434,18.323318246413958,1.0702507763667453
2,cv,43.36448484148445,22.63149352002174,1.3218879454261825
3,cv,22.904447812846527,13.937970413251108,0.8141060180886255
4,cv,31.71988375149124,21.259359296860747,1.241742651988143
5,cv,31.499661708867677,20.0489696176126,1.171044731638746
test,test,32.817282889018024,21.068686627299606,1.2306056095657274
