number,value,datetime_start,datetime_complete,duration,params_alpha,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
105,35.80352828504202,2026-05-07 17:24:35.151851,2026-05-07 17:24:39.031240,0 days 00:00:03.879389,97.35116177779659,0.9968968194267483,0.011095024744401695,9,23,544,142,COMPLETE
106,35.90428624456721,2026-05-07 17:24:39.031240,2026-05-07 17:24:43.509690,0 days 00:00:04.478450,92.58031839156236,0.9675983106448601,0.012087626654014123,9,12,568,147,COMPLETE
107,35.88651455206179,2026-05-07 17:24:43.509690,2026-05-07 17:24:48.567072,0 days 00:00:05.057382,85.94853698482727,0.9783658754351029,0.006156074844909068,9,34,640,143,COMPLETE
108,35.957586848355795,2026-05-07 17:24:48.567072,2026-05-07 17:24:51.762394,0 days 00:00:03.195322,46.473177843435224,0.9316636630792948,0.018205734906956293,9,29,605,147,COMPLETE
109,35.48861307863955,2026-05-07 17:24:51.762394,2026-05-07 17:24:54.832318,0 days 00:00:03.069924,97.99562031329266,0.9844164034336668,0.013275620116116023,9,39,567,99,COMPLETE
110,35.581546844634794,2026-05-07 17:24:54.847940,2026-05-07 17:24:57.790807,0 days 00:00:02.942867,79.34141983637605,0.9602631648810608,0.01383333426038152,9,39,563,97,COMPLETE
111,35.83117675984632,2026-05-07 17:24:57.790807,2026-05-07 17:25:00.042454,0 days 00:00:02.251647,96.06589537984124,0.9573586347619107,0.02462318849447865,9,39,560,100,COMPLETE
112,36.12204530117826,2026-05-07 17:25:00.042454,2026-05-07 17:25:02.656850,0 days 00:00:02.614396,107.31935569338785,0.9913116176180538,0.020615403672468297,9,24,575,92,COMPLETE
113,35.76307535263674,2026-05-07 17:25:02.656850,2026-05-07 17:25:05.727786,0 days 00:00:03.070936,79.84350289806768,0.9836323249327573,0.01453671949623854,9,39,687,105,COMPLETE
114,35.60529609075269,2026-05-07 17:25:05.727786,2026-05-07 17:25:12.465622,0 days 00:00:06.737836,102.20737261885344,0.9418002448602428,0.006870119179596846,9,27,1493,88,COMPLETE
115,37.02765140160811,2026-05-07 17:25:12.465622,2026-05-07 17:25:15.086947,0 days 00:00:02.621325,102.7645558035159,0.94302043898173,0.006495190697972225,9,42,377,83,COMPLETE
116,35.824005493285306,2026-05-07 17:25:15.086947,2026-05-07 17:25:22.093731,0 days 00:00:07.006784,109.88083040588884,0.964097576039082,0.005499109806290971,10,51,1451,96,COMPLETE
