fold,type,rmse,mae,rmae
1,cv,29.56084873025501,18.457152090501083,0.5113348609115008
2,cv,40.85367680212776,18.33058880428108,0.5078285658970542
3,cv,22.786596355291067,13.499670021454149,0.37399333650850425
4,cv,32.724445916076576,21.130709561294786,0.5854027957025224
5,cv,31.846596343788324,19.70547662943042,0.5459183032191768
test,test,32.58553431102866,20.885048774466206,0.5785970369566187
