fold,type,rmse,mae,rmae
1,cv,29.46029720583178,17.63194647070848,1.0298682883394112
2,cv,45.22041775867984,20.905648149678807,1.2210826588149561
3,cv,24.050747305251303,14.848590803534176,0.8672946472751855
4,cv,31.142416518382817,20.404131882490784,1.191789483468641
5,cv,32.67619773606487,21.623131358615066,1.2629902953613232
test,test,30.38457737283911,18.477745011625533,1.0792707236894328
