fold,type,rmse,mae,rmae
1,cv,29.502807928089172,18.46021937129969,1.078247064660385
2,cv,46.655486507682056,19.929570038713624,1.1640706950425361
3,cv,24.02527035485276,15.415930056457553,0.9004324920552055
4,cv,31.193373509204914,20.78651306960522,1.2141240713895467
5,cv,31.522838179666728,20.555426481288507,1.2006264833856757
test,test,30.948945328370122,19.459087529101865,1.1365901773542344
