fold,type,rmse,mae,rmae
1,cv,29.47435773497594,18.255132374954794,1.0662680926145436
2,cv,43.157261216675344,20.53016330043997,1.1991508806289572
3,cv,22.903290599739925,13.95894211905845,0.8153309591238791
4,cv,31.388545881617638,20.846369465690803,1.2176202369595381
5,cv,31.520035083397328,20.095944966056802,1.1737885252282256
test,test,30.58201038309986,18.575131978703027,1.084959020739182
