fold,type,rmse,mae,rmae
1,cv,29.90239693564607,18.74313523786737,1.0947719605208708
2,cv,47.7962846272314,24.062262809463014,1.4054580675096053
3,cv,23.562229475526102,14.845519429641588,0.8671152507134465
4,cv,31.617254136423973,20.830103248634973,1.2166701398647635
5,cv,31.898222636025494,20.326534876195964,1.1872571026458052
test,test,29.78492753221076,18.71463033179099,1.093107011113332
