fold,type,rmse,mae
1,cv,30.276163681024208,18.77738473808919
2,cv,38.49318793196865,16.990760669250964
3,cv,22.886792570353247,13.089824620177078
4,cv,32.80549142345262,21.268855330835688
5,cv,32.045182979531795,20.14721620402502
test,test,30.637353101339166,18.029680612433097
