fold,type,rmse,mae,rmae
1,cv,31.468357060631437,20.401686402565645,0.565206020293066
2,cv,41.10829513138904,20.54008185663371,0.5690401123517805
3,cv,23.267913886409907,13.665002060311698,0.37857367667576913
4,cv,32.26925813485784,20.90741268114379,0.5792166041062173
5,cv,32.20676175956333,19.85491383686362,0.5500582947684247
test,test,34.92205994447683,21.787392470563315,0.6035954649955599
