fold,type,rmse,mae,rmae
1,cv,31.659494506973406,19.409967703572093,0.537731557248782
2,cv,42.316654253431864,20.19984937892559,0.5596143501424531
3,cv,23.14788946768744,13.766882331934351,0.3813961562362321
4,cv,33.42297815333742,22.068049736728543,0.6113707622599877
5,cv,32.207277676193456,20.351597025705292,0.5638183498429096
test,test,32.643489865412974,20.830909154107943,0.5770971590171645
