fold,type,rmse,mae,rmae
1,cv,32.244029907404496,20.379068412864655,0.5645794140560287
2,cv,39.32677489868024,19.579977512241644,0.5424414898236115
3,cv,23.317411315430235,13.61515104373605,0.3771926097320707
4,cv,33.237791929828575,21.719195163965722,0.6017061345012001
5,cv,32.25055746460415,20.705058549157567,0.5736106080442738
test,test,30.931575345823013,18.992501676986926,0.5261661255076054
