fold,actual,pred,residual
1,102.22,94.77872579920466,7.441274200795334
1,121.93,103.92488670816182,18.005113291838185
1,113.08,105.6986087406419,7.381391259358097
1,100.03,100.19801725119628,-0.1680172511962752
1,94.71,77.29123861084007,17.418761389159926
1,85.0,79.91520633503843,5.084793664961566
1,81.98,72.17942689764071,9.800573102359294
1,79.96,78.27395957012637,1.6860404298736285
1,76.0,73.15449807261069,2.845501927389307
1,75.99,69.2016148104787,6.788385189521293
1,74.64,72.50611701647307,2.133882983526931
1,69.44,70.03952843736886,-0.5995284373688605
1,60.67,68.49096089656582,-7.820960896565822
1,36.79,53.13724657561294,-16.347246575612942
1,0.0,30.218560331926565,-30.218560331926565
1,-3.08,0.9626093103375276,-4.042609310337528
1,-10.06,-0.8720459731254488,-9.187954026874552
1,-10.03,5.207963915789905,-15.237963915789905
1,-9.91,4.257674357001957,-14.167674357001957
1,-10.0,3.8416657891320627,-13.841665789132062
1,-4.91,15.957346898126183,-20.867346898126183
1,-5.04,13.916691146999101,-18.956691146999102
1,-0.06,19.825451611881494,-19.885451611881493
1,50.0,28.123641709578823,21.876358290421177
1,72.9,79.15685964244618,-6.256859642446173
1,105.42,77.6357672524872,27.784232747512803
1,99.34,99.08663998446278,0.25336001553722554
1,82.29,89.68490176462902,-7.394901764629012
1,69.5,72.08735319923973,-2.587353199239729
1,12.38,69.19509875464169,-56.81509875464169
1,4.08,31.462271311921103,-27.3822713119211
1,4.07,23.066026964652334,-18.996026964652334
1,4.09,22.106940402936374,-18.016940402936374
1,53.21,29.88283816503646,23.32716183496354
1,62.56,82.29114333037863,-19.73114333037863
1,66.66,82.17991778897805,-15.519917788978049
1,58.71,80.17472835350209,-21.46472835350209
1,29.92,54.19488548697329,-24.27488548697329
1,4.03,23.575642984957526,-19.545642984957524
1,3.49,10.59879904447219,-7.108799044472189
1,2.3,2.5338634872044894,-0.23386348720448957
1,2.1,10.876276795973022,-8.776276795973022
1,4.03,2.348220467958149,1.6817795320418512
1,4.06,10.217957576601895,-6.157957576601896
1,4.01,20.570411670719785,-16.560411670719787
1,8.93,16.58862658968826,-7.658626589688261
1,119.05,28.52310863377398,90.52689136622601
1,79.78,102.56435405319851,-22.784354053198513
1,114.96,91.35180633433244,23.608193665667557
1,119.01,116.12621061606919,2.883789383930818
1,95.07,109.07269313882469,-14.002693138824696
1,95.05,83.05293297468907,11.997067025310926
1,77.27,80.13605103417056,-2.8660510341705674
1,75.02,72.7307986078633,2.2892013921366896
