fold,actual,pred,residual
1,85.0,78.3734,6.6266021728515625
1,81.98,75.54394,6.436062316894535
1,79.96,69.884735,10.075264892578119
1,76.0,58.54615,17.45384979248047
1,75.99,58.776215,17.21378540039062
1,74.64,62.1837,12.456299438476563
1,69.44,73.27296,-3.8329568481445335
1,60.67,65.28664,-4.616636352539061
1,36.79,54.35737,-17.567368469238282
1,0.0,32.023422,-32.02342224121094
1,-3.08,2.1561944,-5.236194448471069
1,-10.06,-5.1033244,-4.95667558670044
1,-10.03,-3.8406556,-6.1893444347381585
1,-9.91,-4.404271,-5.505728874206543
1,-10.0,-5.198746,-4.801253795623779
1,-4.91,23.840187,-28.750187072753906
1,-5.04,5.7461104,-10.786110439300536
1,-0.06,3.5668428,-3.626842794418335
1,50.0,15.836212,34.163787841796875
1,72.9,50.975845,21.924154663085943
1,105.42,69.80863,35.611368103027345
1,99.34,84.25421,15.085788574218753
1,82.29,78.00744,4.2825613403320375
1,69.5,67.09434,2.4056625366210938
1,12.38,60.66788,-48.28788101196289
1,4.08,32.13068,-28.050680084228517
1,4.07,20.407646,-16.33764617919922
1,4.09,9.677316,-5.587315711975098
1,53.21,14.712471,38.49752899169922
1,62.56,48.723175,13.836824951171877
1,66.66,71.14638,-4.486377563476566
1,58.71,76.90707,-18.197066345214843
1,29.92,62.010254,-32.09025390625
1,4.03,31.575272,-27.54527160644531
1,3.49,7.362797,-3.8727967834472654
1,2.3,0.8555207,1.4444792747497557
1,2.1,10.176698,-8.076697731018067
1,4.03,7.2340956,-3.2040955734252927
1,4.06,13.898308,-9.83830780029297
1,4.01,14.878478,-10.868478050231934
1,8.93,19.57194,-10.64193946838379
1,119.05,29.10623,89.9437702178955
1,79.78,93.559044,-13.779043884277343
1,114.96,83.59236,31.36763854980468
1,119.01,99.88008,19.129918823242193
1,95.07,94.23393,0.8360675048828057
1,95.05,76.20801,18.841992187499997
1,77.27,69.858505,7.4114947509765585
1,75.02,57.99092,17.029078979492184
1,71.05,61.98547,9.064530181884763
1,68.9,62.521645,6.378355407714849
1,68.93,59.24176,9.688239746093757
1,74.84,71.03823,3.8017691040039097
1,84.49,84.244934,0.24506591796874488
1,109.12,97.66237,11.457631225585942
1,118.99,105.78891,13.20109008789062
1,108.64,99.62065,9.019348754882813
1,90.06,82.48681,7.5731912231445335
1,82.37,70.11814,12.251858825683598
1,71.64,63.51815,8.121849670410157
1,67.72,58.575104,9.144896240234374
1,60.54,58.29293,2.2470693969726554
1,62.19,57.028194,5.161805572509763
1,71.27,72.77011,-1.500111083984379
1,78.93,82.50452,-3.574516601562493
1,91.86,100.242455,-8.382454528808594
1,95.62,103.1429,-7.522898559570308
1,121.9,105.70911,16.190893554687506
1,150.85,117.10496,33.74504241943359
1,122.75,122.146225,0.6037750244140625
1,94.97,104.02039,-9.050393371582032
1,87.5,79.0098,8.490196228027344
1,85.92,71.07837,14.841630859375002
1,81.42,72.969505,8.450494689941408
1,74.2,70.49495,3.7050506591796903
1,79.79,66.036896,13.753104248046881
1,88.57,80.534874,8.03512603759765
1,91.69,91.9806,-0.2905984497070335
1,113.84,100.812294,13.027705993652347
1,118.55,113.16375,5.386250305175778
1,104.18,105.44619,-1.266189880371087
1,86.41,87.072266,-0.6622656250000034
1,66.92,71.42304,-4.5030422973632795
1,47.93,59.32846,-11.398460693359375
1,32.4,57.148315,-24.7483154296875
1,28.49,42.971706,-14.481706390380861
1,49.45,39.533367,9.916632843017581
1,77.13,123.94686,-46.81686126708985
1,19.67,55.05978,-35.38978012084961
1,82.39,36.142418,46.24758209228516
1,82.4,70.991516,11.408483886718756
1,119.03,92.639366,26.390633850097657
1,88.18,115.42931,-27.249313659667962
1,82.4,84.33983,-1.9398284912109318
1,95.09,69.50558,25.58442291259766
1,91.76,70.23579,21.524213562011724
1,84.15,75.04887,9.10113372802735
1,74.3,74.43299,-0.1329910278320341
1,70.1,66.36192,3.738076782226557
1,66.56,62.96426,3.595739898681643
1,67.68,67.11229,0.5677105712890693
1,79.97,75.6782,4.291800231933593
1,96.26,97.319275,-1.0592749023437449
1,107.88,108.29551,-0.4155093383789108
1,99.07,102.53382,-3.463821105957038
1,87.3,84.70872,2.591282653808591
1,68.19,76.7586,-8.568598327636721
1,59.92,64.61894,-4.698942260742186
1,39.32,66.251236,-26.931235961914062
1,9.35,56.507988,-47.15798797607422
