fold,type,rmse,mae,rmae
1,cv,30.32012880129024,19.479140608961885,1.1377614621619374
2,cv,45.64272581570369,22.50176150278898,1.3143103991381264
3,cv,24.01936779968186,15.147865350822219,0.8847750409612211
4,cv,31.67256053756335,22.061200412448056,1.2885775682920195
5,cv,31.515980339010724,20.799785475176304,1.2148993022825365
test,test,31.73293118720534,20.841622125004683,1.2173429484800897
