number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,state
25,29.381728159443348,2026-03-15 12:06:29.766003,2026-03-15 12:06:32.513043,0 days 00:00:02.747040,0.9991758885612405,0.18753955196685868,4,600,COMPLETE
26,29.994515494210066,2026-03-15 12:06:32.513043,2026-03-15 12:06:34.359619,0 days 00:00:01.846576,0.9276361689249355,0.2059852385813658,4,400,COMPLETE
27,29.774626048845754,2026-03-15 12:06:34.361631,2026-03-15 12:06:37.047606,0 days 00:00:02.685975,0.8615454847790558,0.24068287908467692,4,600,COMPLETE
28,28.83721112579359,2026-03-15 12:06:37.047606,2026-03-15 12:06:41.271572,0 days 00:00:04.223966,0.9342554264942152,0.13420331381646947,4,900,COMPLETE
29,33.192720808849764,2026-03-15 12:06:41.271572,2026-03-15 12:06:46.944441,0 days 00:00:05.672869,0.8485732209809485,0.0034112580574400786,5,900,COMPLETE
30,30.094637789916607,2026-03-15 12:06:46.944441,2026-03-15 12:06:49.896653,0 days 00:00:02.952212,0.9353221864191166,0.1115059662637007,3,900,COMPLETE
31,29.25210867995123,2026-03-15 12:06:49.896653,2026-03-15 12:06:51.387374,0 days 00:00:01.490721,0.9681675520682632,0.16421920058590264,4,300,COMPLETE
32,29.912661644940663,2026-03-15 12:06:51.387374,2026-03-15 12:06:52.783573,0 days 00:00:01.396199,0.8970637231667996,0.08412378638776932,4,300,COMPLETE
33,29.301094251751486,2026-03-15 12:06:52.783573,2026-03-15 12:06:54.214517,0 days 00:00:01.430944,0.9599077995933397,0.14632137193048864,4,300,COMPLETE
34,29.509830625271043,2026-03-15 12:06:54.214517,2026-03-15 12:06:59.121941,0 days 00:00:04.907424,0.9264832294981039,0.2583530898833828,5,800,COMPLETE
35,37.31026845048426,2026-03-15 12:06:59.121941,2026-03-15 12:07:00.709291,0 days 00:00:01.587350,0.892642873204689,0.014995820296517165,7,100,COMPLETE
36,30.074936557994004,2026-03-15 12:07:00.711298,2026-03-15 12:07:02.107943,0 days 00:00:01.396645,0.9767473769666378,0.1436131173056423,3,400,COMPLETE
37,32.58137622604975,2026-03-15 12:07:02.107943,2026-03-15 12:07:07.907058,0 days 00:00:05.799115,0.9237762736605812,0.004128147133410481,5,900,COMPLETE
