n_mlp_layers,batch_size,learning_rate,units_0,units_1,units_2,dropout_0,dropout_1,dropout_2,cv_rmse,trial
3,64,0.0007899621763501455,96,224,64,0.3613652305888667,0.47396336041800363,0.2585872354856302,45.01795243060964,0
