fold,actual,pred,residual
1,102.22,94.89486,7.325140686035155
1,121.93,101.20578,20.724219970703132
1,113.08,107.73785,5.3421536254882795
1,100.03,98.33678,1.6932232666015636
1,94.71,81.699524,13.010476074218744
1,85.0,78.86403,6.1359710693359375
1,81.98,74.642914,7.337086181640629
1,79.96,80.849976,-0.8899755859375063
1,76.0,71.663795,4.336204528808594
1,75.99,70.83881,5.151186218261714
1,74.64,73.99564,0.6443563842773443
1,69.44,74.45015,-5.010149536132815
1,60.67,64.651985,-3.9819851684570295
1,36.79,52.466072,-15.676072082519532
1,0.0,29.34744,-29.347440719604492
1,-3.08,2.1749945,-5.254994468688965
1,-10.06,-1.5769951,-8.483004865646363
1,-10.03,3.134896,-13.164896039962768
1,-9.91,2.889054,-12.7990540599823
1,-10.0,2.5160775,-12.516077518463135
1,-4.91,13.590246,-18.500246200561524
1,-5.04,13.302454,-18.342453994750976
1,-0.06,20.325857,-20.385857162475585
1,50.0,28.144375,21.85562515258789
1,72.9,78.19141,-5.291406249999994
1,105.42,84.76753,20.65246765136719
1,99.34,97.367256,1.9727438354492222
1,82.29,87.75937,-5.469368896484369
1,69.5,68.400635,1.099365234375
1,12.38,62.993916,-50.613915557861326
1,4.08,29.298151,-25.218151016235353
1,4.07,24.557867,-20.487867050170898
1,4.09,12.618819,-8.528819236755371
1,53.21,26.284473,26.925526580810548
1,62.56,73.54916,-10.989156188964841
1,66.66,85.022736,-18.36273559570313
1,58.71,83.83405,-25.12405303955078
1,29.92,60.174736,-30.254736022949217
1,4.03,24.591917,-20.561917037963866
1,3.49,8.08606,-4.5960595703125
1,2.3,1.0830573,1.2169427156448362
1,2.1,9.924316,-7.82431640625
1,4.03,3.4578075,0.5721924591064456
1,4.06,9.320905,-5.260904731750489
1,4.01,15.471479,-11.461479415893555
1,8.93,16.141424,-7.211424179077149
1,119.05,30.233961,88.81603889465332
1,79.78,106.80971,-27.02970764160156
1,114.96,88.18378,26.776223144531244
1,119.01,119.40022,-0.3902227783203074
1,95.07,111.402016,-16.332015686035163
1,95.05,82.66255,12.387448120117185
1,77.27,78.95212,-1.682117919921879
1,75.02,71.24737,3.7726321411132773
1,71.05,76.92141,-5.871409606933597
1,68.9,69.46868,-0.5686813354492131
1,68.93,71.437065,-2.507065124511712
1,74.84,73.76752,1.0724829101562534
1,84.49,87.52056,-3.030561218261724
