fold,type,rmse,mae,rmae
1,cv,30.535298575979134,18.89986940461212,0.5235998514758134
2,cv,40.047512249513765,18.10518485574051,0.501584000315606
3,cv,23.72747446343897,14.630014930345183,0.4053082844449889
4,cv,32.856282721950855,21.803291799210726,0.6040359382041376
5,cv,32.35317334058699,20.702009448324837,0.5735261360985172
test,test,31.622279632769306,19.244775840322216,0.5331551004907505
