fold,type,rmse,mae,rmae
1,cv,31.381686543335405,19.91076312310509,0.5516055370987833
2,cv,40.22817189339887,18.674758254616396,0.5173633975522458
3,cv,23.400841283354467,14.149708971643092,0.3920019423081489
4,cv,32.70525690585999,21.240968025153986,0.5884573837562652
5,cv,32.225190035104,20.414475251376686,0.5655603211188893
test,test,31.315057974240375,19.37739714332082,0.5368292261191346
