number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_huber_slope,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
71,35.371028007119776,2026-05-08 20:37:34.431671,2026-05-08 20:37:41.021229,0 days 00:00:06.589558,0.6764394176215172,85.65233830009578,0.026043742798878805,3,31,1400,COMPLETE
72,35.255927899276436,2026-05-08 20:37:41.021229,2026-05-08 20:37:48.176244,0 days 00:00:07.155015,0.665213592872945,89.02239937636845,0.01779217749323318,3,26,1500,COMPLETE
73,35.19339753579441,2026-05-08 20:37:48.176244,2026-05-08 20:37:54.546027,0 days 00:00:06.369783,0.7043755192541934,82.2999056458896,0.011681123355976543,3,31,1300,COMPLETE
74,35.21360142083398,2026-05-08 20:37:54.546027,2026-05-08 20:38:01.371492,0 days 00:00:06.825465,0.7059961694635882,82.49835631957818,0.013773941955162293,3,22,1400,COMPLETE
75,35.29514580415488,2026-05-08 20:38:01.371492,2026-05-08 20:38:08.251349,0 days 00:00:06.879857,0.7044829915993972,83.38115223500044,0.011266888292903012,3,22,1400,COMPLETE
76,35.255304239519155,2026-05-08 20:38:08.251349,2026-05-08 20:38:14.690376,0 days 00:00:06.439027,0.7380242258752764,79.22566947923282,0.01409047478115188,3,17,1300,COMPLETE
77,35.353818391788934,2026-05-08 20:38:14.690376,2026-05-08 20:38:21.019266,0 days 00:00:06.328890,0.6511301838199368,97.04437401191203,0.016267295430878216,3,22,1400,COMPLETE
78,35.15194872817298,2026-05-08 20:38:21.019266,2026-05-08 20:38:28.363759,0 days 00:00:07.344493,0.6178878621588301,83.52866258971552,0.010558924299063435,3,30,1500,COMPLETE
79,35.19496669801619,2026-05-08 20:38:28.363759,2026-05-08 20:38:35.543982,0 days 00:00:07.180223,0.6211786614657373,81.70914215164792,0.007924936416881627,3,29,1500,COMPLETE
80,35.26450155461022,2026-05-08 20:38:35.543982,2026-05-08 20:38:42.826859,0 days 00:00:07.282877,0.6258731304889523,86.42250776866163,0.006476842754753193,3,29,1500,COMPLETE
81,35.32554040507766,2026-05-08 20:38:42.826859,2026-05-08 20:38:49.902099,0 days 00:00:07.075240,0.6109091607447812,82.23699425143468,0.00841521981967822,3,26,1500,COMPLETE
82,35.158335835941116,2026-05-08 20:38:49.902099,2026-05-08 20:38:56.686988,0 days 00:00:06.784889,0.6650566278974352,77.34509104039728,0.01064347075788061,3,32,1400,COMPLETE
83,35.18144636824824,2026-05-08 20:38:56.686988,2026-05-08 20:39:03.057083,0 days 00:00:06.370095,0.6705821972611965,74.79066866481679,0.010834589185435024,3,32,1300,COMPLETE
84,35.14555686156672,2026-05-08 20:39:03.057083,2026-05-08 20:39:09.465366,0 days 00:00:06.408283,0.6626897639931737,73.48897257428769,0.010748852595338514,3,33,1300,COMPLETE
85,35.97962811954515,2026-05-08 20:39:09.465366,2026-05-08 20:39:16.368122,0 days 00:00:06.902756,0.661859581477793,74.18353895563203,0.004363342136167271,3,34,1300,COMPLETE
