number,value,datetime_start,datetime_complete,duration,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,state
146,35.45265288865953,2026-04-29 11:38:18.740228,2026-04-29 11:38:20.198148,0 days 00:00:01.457920,0.9102368824852606,0.01792605493904668,10,29,248,82,COMPLETE
147,35.614060498396434,2026-04-29 11:38:20.198564,2026-04-29 11:38:21.487413,0 days 00:00:01.288849,0.9081975001793997,0.03059707171263207,10,29,243,82,COMPLETE
148,35.70418994754387,2026-04-29 11:38:21.487413,2026-04-29 11:38:23.214650,0 days 00:00:01.727237,0.9338769003567476,0.01953189806256445,10,25,261,79,COMPLETE
149,36.66271624687684,2026-04-29 11:38:23.215767,2026-04-29 11:38:25.069571,0 days 00:00:01.853804,0.9644162428692246,0.01765820524530678,10,22,311,78,COMPLETE
150,35.49576411319133,2026-04-29 11:38:25.069571,2026-04-29 11:38:25.916626,0 days 00:00:00.847055,0.98062987813771,0.036550083101735284,10,31,150,84,COMPLETE
151,35.83354221023371,2026-04-29 11:38:25.916626,2026-04-29 11:38:27.008960,0 days 00:00:01.092334,0.9883574895416319,0.03617890809528856,10,31,253,85,COMPLETE
152,35.83151358810308,2026-04-29 11:38:27.008960,2026-04-29 11:38:27.731458,0 days 00:00:00.722498,0.9461874017484491,0.02710079368985833,10,35,113,76,COMPLETE
153,35.573319001374195,2026-04-29 11:38:27.731458,2026-04-29 11:38:28.748815,0 days 00:00:01.017357,0.9225103380699202,0.023078693926907968,10,29,161,82,COMPLETE
154,35.92158565338485,2026-04-29 11:38:28.748815,2026-04-29 11:38:29.530531,0 days 00:00:00.781716,0.9379558218556305,0.053806272035614555,10,28,209,74,COMPLETE
155,35.78225718963314,2026-04-29 11:38:29.530531,2026-04-29 11:38:30.721827,0 days 00:00:01.191296,0.9790368825166921,0.017925835221740266,10,31,182,80,COMPLETE
156,35.72706142898649,2026-04-29 11:38:30.721827,2026-04-29 11:38:31.580595,0 days 00:00:00.858768,0.9102776977303427,0.026159089100969885,10,34,137,84,COMPLETE
157,35.80518941271389,2026-04-29 11:38:31.581628,2026-04-29 11:38:33.058555,0 days 00:00:01.476927,0.9633447545885798,0.01636232251563648,10,25,225,77,COMPLETE
158,35.91937158097945,2026-04-29 11:38:33.059586,2026-04-29 11:38:34.168548,0 days 00:00:01.108962,0.9506076527142495,0.040172798183076175,10,28,267,72,COMPLETE
159,35.98634947438763,2026-04-29 11:38:34.168548,2026-04-29 11:38:35.569507,0 days 00:00:01.400959,0.9824109538390811,0.030433609728498838,10,37,315,74,COMPLETE
160,35.504884008546085,2026-04-29 11:38:35.569685,2026-04-29 11:38:37.064092,0 days 00:00:01.494407,0.9280843363237313,0.02043994974487481,10,31,298,69,COMPLETE
161,35.44108575182439,2026-04-29 11:38:37.064092,2026-04-29 11:38:38.399658,0 days 00:00:01.335566,0.9262560488534098,0.020820022967999303,10,30,295,69,COMPLETE
162,35.71244312051938,2026-04-29 11:38:38.399658,2026-04-29 11:38:39.779255,0 days 00:00:01.379597,0.8841909009836287,0.020518726890564082,10,26,294,69,COMPLETE
163,35.48737322069067,2026-04-29 11:38:39.779255,2026-04-29 11:38:41.857552,0 days 00:00:02.078297,0.9251623844033641,0.0181068295602392,10,32,347,68,COMPLETE
164,35.60786927036599,2026-04-29 11:38:41.857552,2026-04-29 11:38:43.426923,0 days 00:00:01.569371,0.9293476016475306,0.018392338505261865,10,33,350,68,COMPLETE
165,35.439876764000104,2026-04-29 11:38:43.426923,2026-04-29 11:38:45.251186,0 days 00:00:01.824263,0.915930146727993,0.016712930345507613,10,32,336,66,COMPLETE
166,35.61237658594898,2026-04-29 11:38:45.252182,2026-04-29 11:38:46.735310,0 days 00:00:01.483128,0.9145686228659275,0.021318210449636457,10,35,326,65,COMPLETE
167,35.51887903152091,2026-04-29 11:38:46.735581,2026-04-29 11:38:48.593052,0 days 00:00:01.857471,0.9616981656637953,0.01867973279677277,10,27,311,67,COMPLETE
168,35.60166386119524,2026-04-29 11:38:48.593052,2026-04-29 11:38:50.285842,0 days 00:00:01.692790,0.9305472698958145,0.01695383516865566,10,32,243,64,COMPLETE
169,35.55572514624677,2026-04-29 11:38:50.286383,2026-04-29 11:38:51.913059,0 days 00:00:01.626676,0.9964033091559117,0.015634313627314246,10,29,282,68,COMPLETE
170,35.910020600936846,2026-04-29 11:38:51.913059,2026-04-29 11:38:53.456401,0 days 00:00:01.543342,0.8902082039007816,0.022306568741662116,10,23,338,71,COMPLETE
171,35.396535183884154,2026-04-29 11:38:53.456401,2026-04-29 11:38:54.876615,0 days 00:00:01.420214,0.9586021683819383,0.01896576637471604,10,28,299,66,COMPLETE
172,35.45755371243725,2026-04-29 11:38:54.876615,2026-04-29 11:38:56.369823,0 days 00:00:01.493208,0.9227611990722946,0.01939918240229289,10,28,299,66,COMPLETE
173,53.28671801318178,2026-04-29 11:38:56.369823,2026-04-29 11:38:58.269535,0 days 00:00:01.899712,0.9058040822341464,0.0013200861321244072,10,27,309,66,COMPLETE
174,35.69342552249701,2026-04-29 11:38:58.269535,2026-04-29 11:38:59.724649,0 days 00:00:01.455114,0.9218863764884282,0.019112215736395682,10,25,274,64,COMPLETE
175,35.366458731604126,2026-04-29 11:38:59.740273,2026-04-29 11:39:01.350369,0 days 00:00:01.610096,0.9555525261063419,0.015310029153061162,10,28,327,60,COMPLETE
176,35.43310815040726,2026-04-29 11:39:01.350369,2026-04-29 11:39:02.930556,0 days 00:00:01.580187,0.9670400990916672,0.017779333036143277,10,27,358,61,COMPLETE
177,35.61481359012385,2026-04-29 11:39:02.930556,2026-04-29 11:39:04.464253,0 days 00:00:01.533697,0.9584380395619234,0.02040837757932187,10,32,359,59,COMPLETE
178,36.66849278191954,2026-04-29 11:39:04.464253,2026-04-29 11:39:04.841341,0 days 00:00:00.377088,0.9513226071412286,0.015484961923078548,3,25,332,58,COMPLETE
179,36.37092470401133,2026-04-29 11:39:04.841341,2026-04-29 11:39:06.510024,0 days 00:00:01.668683,0.9292461434174253,0.02266341390687045,10,20,382,60,COMPLETE
180,35.433779208741356,2026-04-29 11:39:06.510024,2026-04-29 11:39:08.127564,0 days 00:00:01.617540,0.9712272875287256,0.017258827645205067,10,28,352,62,COMPLETE
181,35.46529087704927,2026-04-29 11:39:08.127564,2026-04-29 11:39:09.696416,0 days 00:00:01.568852,0.9677107005782769,0.017817829710404562,10,28,352,62,COMPLETE
182,35.39330789749814,2026-04-29 11:39:09.696416,2026-04-29 11:39:11.349925,0 days 00:00:01.653509,0.9649328953745862,0.01689420880090291,10,28,359,61,COMPLETE
183,35.48944982081629,2026-04-29 11:39:11.349925,2026-04-29 11:39:12.897516,0 days 00:00:01.547591,0.9641938627251883,0.01709710505331973,10,27,355,57,COMPLETE
184,35.97751041407009,2026-04-29 11:39:12.897516,2026-04-29 11:39:14.980205,0 days 00:00:02.082689,0.9535429757135707,0.014721179813752478,10,23,395,61,COMPLETE
185,35.630320439182526,2026-04-29 11:39:14.980205,2026-04-29 11:39:16.693661,0 days 00:00:01.713456,0.9677102428495641,0.017253452880654944,10,26,346,63,COMPLETE
186,35.44464676465576,2026-04-29 11:39:16.693661,2026-04-29 11:39:18.598304,0 days 00:00:01.904643,0.9997780324202027,0.013577603474261013,10,28,372,59,COMPLETE
187,35.59441459321111,2026-04-29 11:39:18.598304,2026-04-29 11:39:20.627842,0 days 00:00:02.029538,0.9985140134468281,0.011861292442577888,10,28,375,59,COMPLETE
188,36.48494166969765,2026-04-29 11:39:20.627842,2026-04-29 11:39:22.481699,0 days 00:00:01.853857,0.9712976635006675,0.014504132941515776,10,22,403,55,COMPLETE
189,35.58350233316467,2026-04-29 11:39:22.481699,2026-04-29 11:39:24.392487,0 days 00:00:01.910788,0.9841841953058614,0.013241103062997644,10,28,322,61,COMPLETE
190,35.73028440654825,2026-04-29 11:39:24.392487,2026-04-29 11:39:26.009361,0 days 00:00:01.616874,0.9447037394694916,0.015979993686633207,10,24,320,51,COMPLETE
191,35.5020963160663,2026-04-29 11:39:26.009453,2026-04-29 11:39:27.593453,0 days 00:00:01.584000,0.9552729111223895,0.01893517477468169,10,29,364,65,COMPLETE
192,36.06867044369845,2026-04-29 11:39:27.593453,2026-04-29 11:39:29.076442,0 days 00:00:01.482989,0.9862587077483729,0.017861097856991123,10,61,341,66,COMPLETE
193,35.514515220454214,2026-04-29 11:39:29.076442,2026-04-29 11:39:30.948005,0 days 00:00:01.871563,0.9693253487443569,0.02031670553814004,10,29,380,63,COMPLETE
194,35.64756853606383,2026-04-29 11:39:30.948005,2026-04-29 11:39:32.698546,0 days 00:00:01.750541,0.9400379483167602,0.014280736485725306,10,26,338,59,COMPLETE
195,35.45910800179463,2026-04-29 11:39:32.698546,2026-04-29 11:39:34.575387,0 days 00:00:01.876841,0.9153360710568456,0.01689163091691659,10,30,358,62,COMPLETE
196,35.49080666986563,2026-04-29 11:39:34.575387,2026-04-29 11:39:36.221040,0 days 00:00:01.645653,0.9630851554161443,0.016039621535273905,10,27,366,61,COMPLETE
197,35.53200583498353,2026-04-29 11:39:36.221040,2026-04-29 11:39:37.510952,0 days 00:00:01.289912,0.9781525576562033,0.02341395152967404,10,30,305,63,COMPLETE
198,35.60942398098096,2026-04-29 11:39:37.510952,2026-04-29 11:39:39.359899,0 days 00:00:01.848947,0.9474220221783787,0.012779921199586894,10,26,391,57,COMPLETE
199,35.56887067908205,2026-04-29 11:39:39.359899,2026-04-29 11:39:40.860161,0 days 00:00:01.500262,0.9132374459969137,0.016250509263584817,10,34,328,65,COMPLETE
200,35.9690995246669,2026-04-29 11:39:40.860161,2026-04-29 11:39:42.780252,0 days 00:00:01.920091,0.9541204338835569,0.01072565236568428,10,24,360,62,COMPLETE
201,36.31497695900007,2026-04-29 11:39:42.780252,2026-04-29 11:39:44.020311,0 days 00:00:01.240059,0.9208101693890782,0.018895164996741837,10,92,352,67,COMPLETE
202,35.54756934332785,2026-04-29 11:39:44.020311,2026-04-29 11:39:45.368122,0 days 00:00:01.347811,0.9365074159007682,0.02149527587801513,10,32,336,60,COMPLETE
203,35.46553685126207,2026-04-29 11:39:45.368122,2026-04-29 11:39:46.823834,0 days 00:00:01.455712,0.9993017232689124,0.017656779589252564,10,29,298,64,COMPLETE
204,35.540567014136265,2026-04-29 11:39:46.823834,2026-04-29 11:39:48.360301,0 days 00:00:01.536467,0.9943568644914268,0.014490257516068566,10,29,294,63,COMPLETE
205,35.49292208977134,2026-04-29 11:39:48.360301,2026-04-29 11:39:49.892640,0 days 00:00:01.532339,0.9861714415192846,0.01700791362831766,10,28,308,65,COMPLETE
206,35.52109336410744,2026-04-29 11:39:49.908265,2026-04-29 11:39:51.239784,0 days 00:00:01.331519,0.9992022520270418,0.020548472498080474,10,31,319,59,COMPLETE
207,35.54795691086535,2026-04-29 11:39:51.239784,2026-04-29 11:39:52.559534,0 days 00:00:01.319750,0.9768990737777279,0.015220984316640773,10,29,261,57,COMPLETE
208,35.742033594775705,2026-04-29 11:39:52.559534,2026-04-29 11:39:53.832861,0 days 00:00:01.273327,0.9669143454861263,0.02343995758591033,10,25,283,64,COMPLETE
209,36.166507013435975,2026-04-29 11:39:53.832861,2026-04-29 11:39:54.991059,0 days 00:00:01.158198,0.9589389771269929,0.019122719611580196,10,73,308,61,COMPLETE
210,35.530022500938415,2026-04-29 11:39:54.991059,2026-04-29 11:39:56.792019,0 days 00:00:01.800960,0.7592649797753066,0.013353069321471369,10,27,384,66,COMPLETE
211,35.600853614845605,2026-04-29 11:39:56.792019,2026-04-29 11:39:58.340789,0 days 00:00:01.548770,0.9283269703786278,0.017699351700372654,10,33,347,68,COMPLETE
212,35.39835059188059,2026-04-29 11:39:58.340789,2026-04-29 11:39:59.891097,0 days 00:00:01.550308,0.9421651856988879,0.017072684279044688,10,30,325,70,COMPLETE
213,35.43360189431613,2026-04-29 11:39:59.891097,2026-04-29 11:40:01.393709,0 days 00:00:01.502612,0.9418042677701286,0.016335337910031233,10,30,322,62,COMPLETE
214,35.529772048055314,2026-04-29 11:40:01.393709,2026-04-29 11:40:02.786821,0 days 00:00:01.393112,0.9416803534272745,0.020273706873853728,10,31,325,62,COMPLETE
215,35.551679205810466,2026-04-29 11:40:02.786821,2026-04-29 11:40:04.251272,0 days 00:00:01.464451,0.97194361765023,0.015524051790719366,10,30,293,64,COMPLETE
216,35.59144437330027,2026-04-29 11:40:04.266903,2026-04-29 11:40:05.764867,0 days 00:00:01.497964,0.9838585994906492,0.01726176295625284,10,27,323,60,COMPLETE
217,35.63488076897441,2026-04-29 11:40:05.764867,2026-04-29 11:40:07.219057,0 days 00:00:01.454190,0.6872338682133313,0.013957670463543546,10,34,295,66,COMPLETE
218,35.39533839151665,2026-04-29 11:40:07.219057,2026-04-29 11:40:08.496006,0 days 00:00:01.276949,0.9372134780152142,0.01936048497731633,10,30,253,70,COMPLETE
219,35.77932787210114,2026-04-29 11:40:08.496006,2026-04-29 11:40:09.986568,0 days 00:00:01.490562,0.9128859830539168,0.01194952769240219,10,28,252,70,COMPLETE
220,35.70234273353361,2026-04-29 11:40:09.986568,2026-04-29 11:40:11.173341,0 days 00:00:01.186773,0.9410684828165765,0.019411934579055705,10,25,229,62,COMPLETE
221,35.443429862088934,2026-04-29 11:40:11.173341,2026-04-29 11:40:12.408108,0 days 00:00:01.234767,0.9553508188897456,0.022195689160350158,10,30,277,64,COMPLETE
222,35.51754513623927,2026-04-29 11:40:12.408108,2026-04-29 11:40:13.737843,0 days 00:00:01.329735,0.9343247506514176,0.018161970536481088,10,31,269,67,COMPLETE
223,35.536321838515846,2026-04-29 11:40:13.737843,2026-04-29 11:40:15.119079,0 days 00:00:01.381236,0.9494527449052654,0.016035384080430676,10,29,249,65,COMPLETE
224,35.53579208587861,2026-04-29 11:40:15.119079,2026-04-29 11:40:16.433050,0 days 00:00:01.313971,0.9620358542337702,0.021439511587120028,10,27,273,64,COMPLETE
225,35.619946823094914,2026-04-29 11:40:16.433050,2026-04-29 11:40:17.937202,0 days 00:00:01.504152,0.9720647543836223,0.019095979214037814,10,33,332,62,COMPLETE
226,35.40486468802053,2026-04-29 11:40:17.937202,2026-04-29 11:40:19.296797,0 days 00:00:01.359595,0.8980969343503012,0.016504455778461914,10,31,311,58,COMPLETE
227,35.49985437166323,2026-04-29 11:40:19.296797,2026-04-29 11:40:20.735605,0 days 00:00:01.438808,0.8958842119383393,0.01462150535528806,10,31,311,55,COMPLETE
228,35.99230373299584,2026-04-29 11:40:20.735605,2026-04-29 11:40:21.158234,0 days 00:00:00.422629,0.9159978288938398,0.02486710336559765,4,30,287,60,COMPLETE
229,35.59765034031595,2026-04-29 11:40:21.158234,2026-04-29 11:40:22.676143,0 days 00:00:01.517909,0.9039515399220402,0.0161077775834169,10,35,372,58,COMPLETE
230,35.536013974384026,2026-04-29 11:40:22.676143,2026-04-29 11:40:24.008851,0 days 00:00:01.332708,0.9304701157197832,0.02169871034345672,10,32,336,58,COMPLETE
231,35.46877078321977,2026-04-29 11:40:24.009360,2026-04-29 11:40:25.428085,0 days 00:00:01.418725,0.9475595716558172,0.017499628285470213,10,28,279,69,COMPLETE
232,35.5027770212955,2026-04-29 11:40:25.428085,2026-04-29 11:40:26.929595,0 days 00:00:01.501510,0.9537363256528515,0.018265150266888956,10,29,310,69,COMPLETE
233,35.777309940715504,2026-04-29 11:40:26.929595,2026-04-29 11:40:28.482043,0 days 00:00:01.552448,0.9861741077330259,0.016403403580049783,10,26,287,70,COMPLETE
234,35.522097737812075,2026-04-29 11:40:28.482043,2026-04-29 11:40:30.080750,0 days 00:00:01.598707,0.9195926104487167,0.020008932288882567,10,28,356,67,COMPLETE
235,35.582517900892455,2026-04-29 11:40:30.080750,2026-04-29 11:40:31.519341,0 days 00:00:01.438591,0.9672453371000187,0.014205396597202968,10,30,274,62,COMPLETE
236,35.46996741636273,2026-04-29 11:40:31.519341,2026-04-29 11:40:33.002754,0 days 00:00:01.483413,0.9342853067889167,0.018217585495821507,10,32,316,71,COMPLETE
237,35.4501769194434,2026-04-29 11:40:33.002754,2026-04-29 11:40:34.397364,0 days 00:00:01.394610,0.9343367766343952,0.019118932422892115,10,32,304,71,COMPLETE
238,35.68425514094911,2026-04-29 11:40:34.397364,2026-04-29 11:40:35.752408,0 days 00:00:01.355044,0.9218211488401427,0.022749628824057618,10,33,298,69,COMPLETE
239,35.68999968200676,2026-04-29 11:40:35.752408,2026-04-29 11:40:37.068196,0 days 00:00:01.315788,0.95066877400832,0.01981407491258587,10,36,320,56,COMPLETE
240,35.69386635187517,2026-04-29 11:40:37.068196,2026-04-29 11:40:38.460666,0 days 00:00:01.392470,0.9386546924561653,0.015450517415487352,10,26,261,60,COMPLETE
241,35.45863898855456,2026-04-29 11:40:38.460666,2026-04-29 11:40:39.932758,0 days 00:00:01.472092,0.9324580295675217,0.017904918166183822,10,32,310,70,COMPLETE
242,35.41761661080544,2026-04-29 11:40:39.932758,2026-04-29 11:40:41.360261,0 days 00:00:01.427503,0.9284290352524892,0.017669035340831186,10,31,280,71,COMPLETE
243,35.51306195547172,2026-04-29 11:40:41.360261,2026-04-29 11:40:42.741354,0 days 00:00:01.381093,0.9047083656665529,0.020523447169940912,10,31,302,71,COMPLETE
244,35.53891983589805,2026-04-29 11:40:42.741354,2026-04-29 11:40:44.275937,0 days 00:00:01.534583,0.9260209607219222,0.01662182423642325,10,31,334,63,COMPLETE
245,35.6764191026489,2026-04-29 11:40:44.275937,2026-04-29 11:40:45.876701,0 days 00:00:01.600764,0.9141646887901193,0.01303759474683386,10,34,289,72,COMPLETE
246,35.70821016673801,2026-04-29 11:40:45.876701,2026-04-29 11:40:47.239751,0 days 00:00:01.363050,0.9322822840359234,0.022145623631941377,10,33,342,67,COMPLETE
247,35.46511443300873,2026-04-29 11:40:47.239751,2026-04-29 11:40:48.710892,0 days 00:00:01.471141,0.9595289730223222,0.019382571753079236,10,30,312,72,COMPLETE
248,35.46698796406233,2026-04-29 11:40:48.710892,2026-04-29 11:40:50.134001,0 days 00:00:01.423109,0.8956155093143152,0.019221000972690017,10,30,307,72,COMPLETE
249,35.65430125701723,2026-04-29 11:40:50.134001,2026-04-29 11:40:51.494802,0 days 00:00:01.360801,0.9607258453116876,0.02420780497477584,10,28,321,73,COMPLETE
250,35.53027833491548,2026-04-29 11:40:51.494802,2026-04-29 11:40:52.909949,0 days 00:00:01.415147,0.9989329378961943,0.01879100607352005,10,30,278,70,COMPLETE
251,35.53245763337959,2026-04-29 11:40:52.909949,2026-04-29 11:40:54.348453,0 days 00:00:01.438504,0.9379725436427528,0.0148721004434254,10,27,291,59,COMPLETE
252,36.22960359507272,2026-04-29 11:40:54.348453,2026-04-29 11:40:55.606766,0 days 00:00:01.258313,0.9204000474671369,0.021044831275220104,10,51,252,61,COMPLETE
253,35.41858255341956,2026-04-29 11:40:55.606766,2026-04-29 11:40:56.978784,0 days 00:00:01.372018,0.9559103633234496,0.01784684255577865,10,29,313,53,COMPLETE
254,35.61740072478639,2026-04-29 11:40:56.978784,2026-04-29 11:40:58.338651,0 days 00:00:01.359867,0.9572034434108396,0.02406718611653197,10,32,322,71,COMPLETE
255,35.66952466818197,2026-04-29 11:40:58.338651,2026-04-29 11:41:00.117992,0 days 00:00:01.779341,0.9439809746620631,0.015352048994621247,10,26,335,53,COMPLETE
256,35.38212222133392,2026-04-29 11:41:00.117992,2026-04-29 11:41:01.339158,0 days 00:00:01.221166,0.9314913689091736,0.019573138817145078,10,30,266,50,COMPLETE
257,35.57104507485711,2026-04-29 11:41:01.339158,2026-04-29 11:41:02.334614,0 days 00:00:00.995456,0.9106333666927123,0.021384919799016675,10,35,226,51,COMPLETE
258,35.338340828974,2026-04-29 11:41:02.334614,2026-04-29 11:41:03.759496,0 days 00:00:01.424882,0.9291192558940333,0.019811708285090473,10,30,274,55,COMPLETE
259,35.67142008966639,2026-04-29 11:41:03.759496,2026-04-29 11:41:04.952940,0 days 00:00:01.193444,0.9273522127129467,0.022075772537715217,10,33,259,56,COMPLETE
260,35.47380058134159,2026-04-29 11:41:04.952940,2026-04-29 11:41:06.322359,0 days 00:00:01.369419,0.9314268020523596,0.016532665206200323,10,31,270,50,COMPLETE
261,39.413495875349675,2026-04-29 11:41:06.322359,2026-04-29 11:41:07.043342,0 days 00:00:00.720983,0.9024783206418846,0.18584263230638842,10,29,241,52,COMPLETE
262,35.84800274333855,2026-04-29 11:41:07.043342,2026-04-29 11:41:08.425099,0 days 00:00:01.381757,0.918054947456334,0.013631888272457617,10,25,264,55,COMPLETE
263,35.56995925066731,2026-04-29 11:41:08.425099,2026-04-29 11:41:09.719674,0 days 00:00:01.294575,0.9384581421857849,0.01920876714685831,10,33,284,54,COMPLETE
264,35.62088042837411,2026-04-29 11:41:09.719674,2026-04-29 11:41:10.898302,0 days 00:00:01.178628,0.9239565390319121,0.024769665815368425,10,27,302,57,COMPLETE
265,35.6029313934711,2026-04-29 11:41:10.898302,2026-04-29 11:41:12.185702,0 days 00:00:01.287400,0.8686377784446584,0.015071574796299708,10,31,280,53,COMPLETE
266,35.51503680298085,2026-04-29 11:41:12.185702,2026-04-29 11:41:13.230963,0 days 00:00:01.045261,0.9436322211342275,0.016905493313180746,10,29,240,49,COMPLETE
267,35.81895441567725,2026-04-29 11:41:13.230963,2026-04-29 11:41:14.323693,0 days 00:00:01.092730,0.9067423331226793,0.02029815375556122,10,24,259,49,COMPLETE
268,35.74025526902198,2026-04-29 11:41:14.323693,2026-04-29 11:41:15.272752,0 days 00:00:00.949059,0.7191063250524323,0.018149614948911295,10,35,210,48,COMPLETE
269,35.50099079805333,2026-04-29 11:41:15.272752,2026-04-29 11:41:16.605452,0 days 00:00:01.332700,0.9310797139585466,0.021505366066789527,10,27,293,58,COMPLETE
270,35.50615340290053,2026-04-29 11:41:16.621084,2026-04-29 11:41:17.689122,0 days 00:00:01.068038,0.9476257381413236,0.026755279003270262,10,30,309,47,COMPLETE
271,35.51371527454546,2026-04-29 11:41:17.689122,2026-04-29 11:41:19.381853,0 days 00:00:01.692731,0.9159900425103568,0.013310198305218034,10,32,326,68,COMPLETE
272,35.50508701319776,2026-04-29 11:41:19.381853,2026-04-29 11:41:20.698106,0 days 00:00:01.316253,0.9498994508977646,0.01580019378879508,10,28,273,54,COMPLETE
273,35.60576988094179,2026-04-29 11:41:20.698106,2026-04-29 11:41:22.119268,0 days 00:00:01.421162,0.8908288628952108,0.017407818689597995,10,34,292,74,COMPLETE
274,35.85701801481278,2026-04-29 11:41:22.119268,2026-04-29 11:41:23.766353,0 days 00:00:01.647085,0.9280502712564347,0.012146643799768035,10,37,335,60,COMPLETE
275,35.4244504491342,2026-04-29 11:41:23.766353,2026-04-29 11:41:24.811535,0 days 00:00:01.045182,0.9382510898496479,0.01896116382427538,10,30,232,52,COMPLETE
276,35.673214103371336,2026-04-29 11:41:24.811535,2026-04-29 11:41:25.749925,0 days 00:00:00.938390,0.9752508703732904,0.02377899097996854,10,26,212,53,COMPLETE
277,35.86937560667085,2026-04-29 11:41:25.749925,2026-04-29 11:41:26.890433,0 days 00:00:01.140508,0.9393615115278758,0.020183134148764263,10,23,229,51,COMPLETE
278,35.53650247347485,2026-04-29 11:41:26.890433,2026-04-29 11:41:28.013935,0 days 00:00:01.123502,0.9568295623415595,0.019219798760599434,10,32,243,56,COMPLETE
279,35.42414166292465,2026-04-29 11:41:28.013935,2026-04-29 11:41:29.215745,0 days 00:00:01.201810,0.8262037580377461,0.022484731416049453,10,29,259,69,COMPLETE
280,35.58056585972065,2026-04-29 11:41:29.215745,2026-04-29 11:41:30.325926,0 days 00:00:01.110181,0.8125139798409252,0.025593938008751635,10,28,255,68,COMPLETE
281,35.6823792724418,2026-04-29 11:41:30.325926,2026-04-29 11:41:31.280761,0 days 00:00:00.954835,0.844093337499243,0.02192790667099246,10,25,225,51,COMPLETE
282,35.443120434348714,2026-04-29 11:41:31.280761,2026-04-29 11:41:32.503152,0 days 00:00:01.222391,0.7939817747756209,0.02344756670098206,10,29,266,75,COMPLETE
283,35.59351077240906,2026-04-29 11:41:32.503152,2026-04-29 11:41:33.435102,0 days 00:00:00.931950,0.9737290429974288,0.030458456890530474,10,29,263,47,COMPLETE
284,35.499827851777766,2026-04-29 11:41:33.435102,2026-04-29 11:41:34.593996,0 days 00:00:01.158894,0.7765508604330854,0.023564074456973436,10,30,243,75,COMPLETE
285,35.67979453861507,2026-04-29 11:41:34.593996,2026-04-29 11:41:35.792397,0 days 00:00:01.198401,0.8231880489373111,0.027562698371461636,10,27,273,77,COMPLETE
286,35.35987711673073,2026-04-29 11:41:35.792397,2026-04-29 11:41:36.587228,0 days 00:00:00.794831,0.8640203374883167,0.022520457417173585,10,30,257,33,COMPLETE
287,36.33377965102644,2026-04-29 11:41:36.587228,2026-04-29 11:41:37.166046,0 days 00:00:00.578818,0.8998289511761762,0.02184082233737523,10,45,196,27,COMPLETE
288,35.8005700545228,2026-04-29 11:41:37.166046,2026-04-29 11:41:38.149898,0 days 00:00:00.983852,0.849672063463912,0.014862742197420327,10,31,233,45,COMPLETE
289,35.707078995102485,2026-04-29 11:41:38.149898,2026-04-29 11:41:39.026476,0 days 00:00:00.876578,0.8770514590794621,0.02537934990495417,10,26,256,40,COMPLETE
290,35.42877868189271,2026-04-29 11:41:39.026476,2026-04-29 11:41:39.806241,0 days 00:00:00.779765,0.8336526746235384,0.02064408581074407,10,29,211,38,COMPLETE
291,35.62991728094808,2026-04-29 11:41:39.806241,2026-04-29 11:41:40.585481,0 days 00:00:00.779240,0.7976295645786585,0.021025025464791812,10,34,274,29,COMPLETE
292,35.834175460205984,2026-04-29 11:41:40.585481,2026-04-29 11:41:41.290425,0 days 00:00:00.704944,0.865145153935209,0.01961544983134466,10,24,217,31,COMPLETE
293,35.48264558558749,2026-04-29 11:41:41.290425,2026-04-29 11:41:41.960830,0 days 00:00:00.670405,0.8134536221623048,0.0236674411150876,10,29,192,34,COMPLETE
294,35.53904739596781,2026-04-29 11:41:41.960830,2026-04-29 11:41:42.846338,0 days 00:00:00.885508,0.8032751609566537,0.02743010352955425,10,31,209,58,COMPLETE
295,35.578029534264196,2026-04-29 11:41:42.846338,2026-04-29 11:41:43.719032,0 days 00:00:00.872694,0.8344530537952906,0.01617697905486369,10,28,240,38,COMPLETE
296,35.48348386287863,2026-04-29 11:41:43.719032,2026-04-29 11:41:44.893328,0 days 00:00:01.174296,0.8333617476458065,0.021046467477341613,10,32,274,56,COMPLETE
297,35.60180348432775,2026-04-29 11:41:44.893328,2026-04-29 11:41:45.775303,0 days 00:00:00.881975,0.857509875358387,0.017976031897012537,10,26,257,36,COMPLETE
298,36.143945387027316,2026-04-29 11:41:45.775303,2026-04-29 11:41:46.578404,0 days 00:00:00.803101,0.9619811745921836,0.014880659552023497,10,30,178,44,COMPLETE
299,35.6374649805435,2026-04-29 11:41:46.578404,2026-04-29 11:41:47.604557,0 days 00:00:01.026153,0.8358443239035558,0.019389133355224266,10,34,221,58,COMPLETE
300,35.42380407621319,2026-04-29 11:41:47.604557,2026-04-29 11:41:48.374964,0 days 00:00:00.770407,0.8264159360736236,0.023471172503173453,10,29,282,26,COMPLETE
301,35.79938476568591,2026-04-29 11:41:48.374964,2026-04-29 11:41:48.964885,0 days 00:00:00.589921,0.8175233788067573,0.028984755442739808,10,27,281,19,COMPLETE
302,35.74463529032134,2026-04-29 11:41:48.964885,2026-04-29 11:41:49.665123,0 days 00:00:00.700238,0.8489035053789541,0.024863937544503615,10,24,254,27,COMPLETE
303,36.068368718689065,2026-04-29 11:41:49.665123,2026-04-29 11:41:50.413250,0 days 00:00:00.748127,0.7949586373548071,0.022794814259463135,10,21,233,32,COMPLETE
