fold,type,rmse,mae,rmae
1,cv,30.133576445893755,19.146403097619512,0.5304297931160956
2,cv,42.08246782052448,20.94577018596506,0.5802792560958918
3,cv,23.102667341004576,13.82617877891001,0.38303889831898547
4,cv,32.507256810818056,21.23831704473752,0.5883839412936422
5,cv,32.469349318567765,21.00114429433054,0.5818133341519389
test,test,31.0413213201945,19.79106209725487,0.5482893533720649
