n_estimators,learning_rate,max_depth,colsample_bytree,min_child_weight,huber_slope,cv_rmse,test_rmse
1500,0.004234639541402933,7,0.7205001286914148,35,86.82413760693115,35.539129050287514,29.45064855529028
