number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_huber_slope,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
143,35.593252883635174,2026-05-08 15:28:11.683232,2026-05-08 15:28:19.786315,0 days 00:00:08.103083,0.7384389378474087,73.1029559394537,0.004743190012265857,8,33,1100,COMPLETE
144,35.71911291036295,2026-05-08 15:28:19.786315,2026-05-08 15:28:28.503007,0 days 00:00:08.716692,0.738800675721142,78.83740937788934,0.004462972477161459,8,37,1100,COMPLETE
145,35.84345791235213,2026-05-08 15:28:28.503007,2026-05-08 15:28:39.178703,0 days 00:00:10.675696,0.748658295399543,73.29784673775069,0.0036213266957593423,9,33,900,COMPLETE
146,35.78510038665217,2026-05-08 15:28:39.178703,2026-05-08 15:28:46.765209,0 days 00:00:07.586506,0.7849691455225527,66.87191526075735,0.004705188473799886,8,36,1000,COMPLETE
147,35.86079040184468,2026-05-08 15:28:46.765209,2026-05-08 15:28:55.432982,0 days 00:00:08.667773,0.7385485332370888,72.31084876926668,0.003324704011103276,8,33,1000,COMPLETE
148,35.70734644620459,2026-05-08 15:28:55.432982,2026-05-08 15:29:03.516759,0 days 00:00:08.083777,0.7530100358629312,86.10403243096412,0.005447030050219484,8,31,1100,COMPLETE
149,35.76134580937405,2026-05-08 15:29:03.516759,2026-05-08 15:29:14.518097,0 days 00:00:11.001338,0.807505670377352,82.2908351264768,0.004063553069559753,9,29,900,COMPLETE
150,35.71010465429257,2026-05-08 15:29:14.518097,2026-05-08 15:29:21.633603,0 days 00:00:07.115506,0.7678828645527048,80.40175598450276,0.006868076950181721,8,38,1100,COMPLETE
151,35.78001969070644,2026-05-08 15:29:21.633603,2026-05-08 15:29:29.814678,0 days 00:00:08.181075,0.7619797216556694,76.93435929154862,0.00591413194183861,8,23,1100,COMPLETE
152,35.667177680148896,2026-05-08 15:29:29.814678,2026-05-08 15:29:38.361230,0 days 00:00:08.546552,0.7228486315096518,88.38226001732362,0.004956525343378065,8,27,1100,COMPLETE
153,35.589688609141064,2026-05-08 15:29:38.361230,2026-05-08 15:29:46.052701,0 days 00:00:07.691471,0.7190508352891859,84.52260786513695,0.0047322965166569485,8,35,1000,COMPLETE
154,35.643904648016004,2026-05-08 15:29:46.052701,2026-05-08 15:29:53.839820,0 days 00:00:07.787119,0.7198693007920254,88.87280289575055,0.005081292911975427,8,31,1000,COMPLETE
155,35.62897267749887,2026-05-08 15:29:53.839820,2026-05-08 15:30:01.874966,0 days 00:00:08.035146,0.7163135815283226,87.7410251490351,0.004880089105560997,8,30,1000,COMPLETE
156,35.678019537305396,2026-05-08 15:30:01.874966,2026-05-08 15:30:09.887496,0 days 00:00:08.012530,0.7033831297864024,84.71017178394032,0.004428789446981082,8,32,1000,COMPLETE
157,35.7376669932856,2026-05-08 15:30:09.887496,2026-05-08 15:30:18.470091,0 days 00:00:08.582595,0.7143887388761958,85.28550269086954,0.003958566737134293,8,29,1000,COMPLETE
158,35.952276920304655,2026-05-08 15:30:18.470091,2026-05-08 15:30:27.383297,0 days 00:00:08.913206,0.7330825395742725,82.34030927858167,0.003135091232587526,8,35,1000,COMPLETE
159,35.67796391489483,2026-05-08 15:30:27.383297,2026-05-08 15:30:34.549392,0 days 00:00:07.166095,0.7225577220729688,79.34047831284893,0.0050670316325813316,8,31,900,COMPLETE
160,36.4780883823922,2026-05-08 15:30:34.549392,2026-05-08 15:30:40.968408,0 days 00:00:06.419016,0.7387303765496901,88.02296576462767,0.0037349897604766753,9,92,800,COMPLETE
161,35.73325911493919,2026-05-08 15:30:40.968408,2026-05-08 15:30:49.202782,0 days 00:00:08.234374,0.7217304966108381,88.57573410426251,0.0049192323970200565,8,25,1000,COMPLETE
162,35.6728580355877,2026-05-08 15:30:49.202782,2026-05-08 15:30:56.659304,0 days 00:00:07.456522,0.7094837239039026,87.17715166539823,0.005243556322693755,8,27,900,COMPLETE
163,35.706769131647015,2026-05-08 15:30:56.659304,2026-05-08 15:31:05.349703,0 days 00:00:08.690399,0.730556169176429,90.95477333902689,0.004259262376299976,8,30,1000,COMPLETE
164,35.67901485141626,2026-05-08 15:31:05.349703,2026-05-08 15:31:13.755922,0 days 00:00:08.406219,0.6985648532484376,84.4401819942972,0.004521183266600164,8,33,1100,COMPLETE
165,35.62530321177051,2026-05-08 15:31:13.755922,2026-05-08 15:31:21.395535,0 days 00:00:07.639613,0.744785148670528,81.81211907086654,0.00547330914595568,8,28,1000,COMPLETE
166,35.58937894398235,2026-05-08 15:31:21.395535,2026-05-08 15:31:28.178620,0 days 00:00:06.783085,0.743329897567765,80.56627780694097,0.006622420537581588,8,35,1000,COMPLETE
167,35.56062510219099,2026-05-08 15:31:28.178620,2026-05-08 15:31:34.886243,0 days 00:00:06.707623,0.7415552840936411,79.86316756178249,0.006847203299357437,8,35,1000,COMPLETE
168,35.66039173528149,2026-05-08 15:31:34.886243,2026-05-08 15:31:42.456092,0 days 00:00:07.569849,0.744938619868021,80.72797656035871,0.007513120248485505,8,16,1000,COMPLETE
169,35.60196906544161,2026-05-08 15:31:42.456092,2026-05-08 15:31:48.717366,0 days 00:00:06.261274,0.7141139865945986,77.43551207445333,0.006663668523396605,8,34,900,COMPLETE
170,35.630627656374955,2026-05-08 15:31:48.717366,2026-05-08 15:31:54.584352,0 days 00:00:05.866986,0.7056769712641116,73.18503469490973,0.00815849909826457,8,34,900,COMPLETE
171,35.69740364582234,2026-05-08 15:31:54.584352,2026-05-08 15:32:00.382226,0 days 00:00:05.797874,0.7109834226369371,77.86409968233775,0.008693145364335825,8,34,900,COMPLETE
172,35.73071769380776,2026-05-08 15:32:00.382226,2026-05-08 15:32:06.630353,0 days 00:00:06.248127,0.6928928914894752,71.99810763597647,0.0067491223328044695,8,31,900,COMPLETE
173,35.68449205680743,2026-05-08 15:32:06.630353,2026-05-08 15:32:12.288743,0 days 00:00:05.658390,0.7177253088383303,73.84468440717121,0.007819786242534495,8,29,800,COMPLETE
174,35.63075581910112,2026-05-08 15:32:12.288743,2026-05-08 15:32:18.902615,0 days 00:00:06.613872,0.7391032359909827,69.80572325619535,0.006879087035006679,8,33,1000,COMPLETE
175,35.59327121801052,2026-05-08 15:32:18.902615,2026-05-08 15:32:25.260586,0 days 00:00:06.357971,0.7450504926415993,77.17226404180798,0.00665265524232992,8,35,900,COMPLETE
176,35.70957102876186,2026-05-08 15:32:25.260586,2026-05-08 15:32:31.497107,0 days 00:00:06.236521,0.7283953580248973,70.40087622076632,0.006604998500940214,8,35,900,COMPLETE
177,35.69227127326237,2026-05-08 15:32:31.497107,2026-05-08 15:32:37.258692,0 days 00:00:05.761585,0.7085556245302072,76.35656317247668,0.008857561451691266,8,34,900,COMPLETE
178,35.79712643386206,2026-05-08 15:32:37.258692,2026-05-08 15:32:42.850263,0 days 00:00:05.591571,0.7342148259070711,63.67626752810441,0.00714591243352991,8,33,800,COMPLETE
179,35.84112589262611,2026-05-08 15:32:42.850263,2026-05-08 15:32:50.366889,0 days 00:00:07.516626,0.6874672929188552,79.10083148480463,0.00825979570860666,9,39,1000,COMPLETE
180,35.72381534090717,2026-05-08 15:32:50.366889,2026-05-08 15:32:55.970268,0 days 00:00:05.603379,0.7454581948542629,80.8933184801023,0.009808127121812902,8,35,900,COMPLETE
181,35.71107876390173,2026-05-08 15:32:55.970268,2026-05-08 15:33:02.850593,0 days 00:00:06.880325,0.7366913938540048,76.40651787746094,0.006701034826961804,8,31,1000,COMPLETE
182,35.682749537167794,2026-05-08 15:33:02.850593,2026-05-08 15:33:10.012060,0 days 00:00:07.161467,0.7504705635300628,82.25482158101488,0.006191993966451745,8,32,1000,COMPLETE
183,35.64494705570083,2026-05-08 15:33:10.012060,2026-05-08 15:33:17.013250,0 days 00:00:07.001190,0.719831454589107,77.78753029502623,0.005493173542290791,8,29,900,COMPLETE
184,35.55370458110418,2026-05-08 15:33:17.028754,2026-05-08 15:33:23.506461,0 days 00:00:06.477707,0.7449159379422116,79.44027959096749,0.007561283093159574,8,36,1000,COMPLETE
185,35.76373466666683,2026-05-08 15:33:23.506461,2026-05-08 15:33:29.783342,0 days 00:00:06.276881,0.7024040338169749,73.68903144436096,0.0075304850109080244,8,36,1000,COMPLETE
186,35.848078304071215,2026-05-08 15:33:29.783342,2026-05-08 15:33:34.990051,0 days 00:00:05.206709,0.727689851524895,69.12558173634423,0.010752661432974282,8,39,900,COMPLETE
187,35.68273540083085,2026-05-08 15:33:34.990051,2026-05-08 15:33:41.362132,0 days 00:00:06.372081,0.7552242625023781,79.75820500855899,0.008147193936744861,8,34,1000,COMPLETE
188,35.89809125063256,2026-05-08 15:33:41.362132,2026-05-08 15:33:45.874834,0 days 00:00:04.512702,0.7409340955187806,59.39364563308178,0.013176578568057214,8,36,800,COMPLETE
189,35.90677382456339,2026-05-08 15:33:45.874834,2026-05-08 15:33:51.494024,0 days 00:00:05.619190,0.7170111656848097,36.56658448648364,0.006680021610998749,8,32,1000,COMPLETE
190,35.78639415616592,2026-05-08 15:33:51.494024,2026-05-08 15:33:58.618657,0 days 00:00:07.124633,0.7731605228253113,75.79251639869554,0.0046271491310030215,8,38,900,COMPLETE
191,35.662647650922445,2026-05-08 15:33:58.618657,2026-05-08 15:34:05.895447,0 days 00:00:07.276790,0.7444677764696761,82.39025960896407,0.006043277488544831,8,30,1000,COMPLETE
192,35.64980401943723,2026-05-08 15:34:05.895447,2026-05-08 15:34:13.428446,0 days 00:00:07.532999,0.73036080312448,78.1681408898601,0.00524056239101993,8,32,1000,COMPLETE
193,35.630350562215924,2026-05-08 15:34:13.428446,2026-05-08 15:34:19.708581,0 days 00:00:06.280135,0.7522955180658861,83.36617393749934,0.0070130594623468295,8,34,900,COMPLETE
194,35.599938758701384,2026-05-08 15:34:19.708581,2026-05-08 15:34:25.815001,0 days 00:00:06.106420,0.7610214436140302,80.24532872020873,0.0076964164624678515,8,36,900,COMPLETE
195,35.57780337374612,2026-05-08 15:34:25.815001,2026-05-08 15:34:31.967700,0 days 00:00:06.152699,0.7659364751905512,80.33965433694185,0.007449030511765088,8,36,900,COMPLETE
196,35.72571400749787,2026-05-08 15:34:31.967700,2026-05-08 15:34:37.518813,0 days 00:00:05.551113,0.7616094712745476,80.46584944469204,0.009335639977564822,8,41,900,COMPLETE
197,35.733165701999056,2026-05-08 15:34:37.518813,2026-05-08 15:34:43.585735,0 days 00:00:06.066922,0.7570740870711873,72.34018034190704,0.007338148049115913,8,36,900,COMPLETE
198,35.72027972524544,2026-05-08 15:34:43.585735,2026-05-08 15:34:50.664813,0 days 00:00:07.079078,0.7667349470187357,81.66259926103574,0.00756419983198112,9,38,800,COMPLETE
199,35.628021480467055,2026-05-08 15:34:50.664813,2026-05-08 15:34:56.379382,0 days 00:00:05.714569,0.7445903788442043,75.14232141401182,0.009081452632590001,8,34,900,COMPLETE
200,35.80708642494887,2026-05-08 15:34:56.379382,2026-05-08 15:35:01.810696,0 days 00:00:05.431314,0.7497044411623329,75.9179044380903,0.010948364888568717,8,34,900,COMPLETE
201,35.602545393489535,2026-05-08 15:35:01.810696,2026-05-08 15:35:07.718077,0 days 00:00:05.907381,0.7385938025634936,78.92354482373082,0.008335240319815558,8,35,900,COMPLETE
202,35.691848693105605,2026-05-08 15:35:07.718077,2026-05-08 15:35:13.583285,0 days 00:00:05.865208,0.7523902974967192,79.73120721903902,0.008589691980460858,8,34,900,COMPLETE
203,35.75236767592044,2026-05-08 15:35:13.598910,2026-05-08 15:35:18.721983,0 days 00:00:05.123073,0.7383975648874667,83.21452246666517,0.00963325201766443,8,40,800,COMPLETE
204,35.73786042283628,2026-05-08 15:35:18.721983,2026-05-08 15:35:24.607532,0 days 00:00:05.885549,0.7661761472850972,74.74818547309678,0.008411196358686384,8,36,900,COMPLETE
205,35.72107551655505,2026-05-08 15:35:24.607532,2026-05-08 15:35:31.245921,0 days 00:00:06.638389,0.7459949293666074,76.91551592524843,0.006753952917179007,8,38,1000,COMPLETE
206,35.58052128570223,2026-05-08 15:35:31.252427,2026-05-08 15:35:36.647720,0 days 00:00:05.395293,0.7277332216078946,71.0968170587219,0.008060618616809458,8,34,800,COMPLETE
